gene_callers_id,contig,start,stop,bin,bin_contig,source,integron,ocean,category_accession,COG_category,e_value
189392,NAT-26_MHASMcontig_1225741,6668,7376,NAT-26,MHASMcontig_1225741,tara,CALIN,NAT,,,
189393,NAT-26_MHASMcontig_1225741,7452,8724,NAT-26,MHASMcontig_1225741,tara,CALIN,NAT,,,
189394,NAT-26_MHASMcontig_1225741,8975,9518,NAT-26,MHASMcontig_1225741,tara,CALIN,NAT,,,
198407,NAT-224_576,7407,8616,NAT-224,576,tara,CALIN,NAT,N!!!U!!!W,Cell motility,0
198407,NAT-224_576,7407,8616,NAT-224,576,tara,CALIN,NAT,N!!!U!!!W,"Intracellular trafficking, secretion, and vesicular transport",0
198407,NAT-224_576,7407,8616,NAT-224,576,tara,CALIN,NAT,N!!!U!!!W,Extracellular structures,0
198408,NAT-224_576,8702,9260,NAT-224,576,tara,CALIN,NAT,N!!!W,Cell motility,0
198408,NAT-224_576,8702,9260,NAT-224,576,tara,CALIN,NAT,N!!!W,Extracellular structures,0
198409,NAT-224_576,9349,9814,NAT-224,576,tara,CALIN,NAT,,,
198410,NAT-224_576,9962,11900,NAT-224,576,tara,CALIN,NAT,,,
198411,NAT-224_576,11887,12433,NAT-224,576,tara,CALIN,NAT,,,
203577,NAT-22_MHASMcontig_917130,13944,14427,NAT-22,MHASMcontig_917130,tara,CALIN,NAT,P!!!T,Inorganic ion transport and metabolism,0
203577,NAT-22_MHASMcontig_917130,13944,14427,NAT-22,MHASMcontig_917130,tara,CALIN,NAT,P!!!T,Signal transduction mechanisms,0
203578,NAT-22_MHASMcontig_917130,14561,15233,NAT-22,MHASMcontig_917130,tara,CALIN,NAT,,,
220119,NAT-64_MHASMcontig_387492,4181,5162,NAT-64,MHASMcontig_387492,tara,CALIN,NAT,V,Defense mechanisms,0
220120,NAT-64_MHASMcontig_387492,5197,5476,NAT-64,MHASMcontig_387492,tara,CALIN,NAT,,,
220121,NAT-64_MHASMcontig_387492,5579,6605,NAT-64,MHASMcontig_387492,tara,CALIN,NAT,T,Signal transduction mechanisms,0
227338,NAT-22_MHASMcontig_933458,12112,13501,NAT-22,MHASMcontig_933458,tara,CALIN,NAT,,,
227339,NAT-22_MHASMcontig_933458,13529,15026,NAT-22,MHASMcontig_933458,tara,CALIN,NAT,,,
227340,NAT-22_MHASMcontig_933458,15038,15929,NAT-22,MHASMcontig_933458,tara,CALIN,NAT,G,Carbohydrate transport and metabolism,0
227341,NAT-22_MHASMcontig_933458,16536,17169,NAT-22,MHASMcontig_933458,tara,CALIN,NAT,T!!!K,Signal transduction mechanisms,0
227341,NAT-22_MHASMcontig_933458,16536,17169,NAT-22,MHASMcontig_933458,tara,CALIN,NAT,T!!!K,Transcription,0
232984,NAT-129_MHASMcontig_888428,43394,44369,NAT-129,MHASMcontig_888428,tara,In0,NAT,L,"Replication, recombination and repair",0
245125,NAT-64_MHASMcontig_400508,31148,31373,NAT-64,MHASMcontig_400508,tara,CALIN,NAT,,,
245126,NAT-64_MHASMcontig_400508,32112,32643,NAT-64,MHASMcontig_400508,tara,CALIN,NAT,,,
245127,NAT-64_MHASMcontig_400508,32990,34508,NAT-64,MHASMcontig_400508,tara,CALIN,NAT,,,
248694,NAT-32_133236,53919,55296,NAT-32,133236,tara,In0,NAT,L,"Replication, recombination and repair",0
261701,NAT-121_MHASMcontig_867036,1638,1872,NAT-121,MHASMcontig_867036,tara,CALIN,NAT,,,
261703,NAT-121_MHASMcontig_867036,2477,2717,NAT-121,MHASMcontig_867036,tara,CALIN,NAT,K,Transcription,0
261704,NAT-121_MHASMcontig_867036,3934,4615,NAT-121,MHASMcontig_867036,tara,CALIN,NAT,,,
261706,NAT-121_MHASMcontig_867036,5741,5915,NAT-121,MHASMcontig_867036,tara,CALIN,NAT,,,
261707,NAT-121_MHASMcontig_867036,7488,7806,NAT-121,MHASMcontig_867036,tara,CALIN,NAT,X,"Mobilome: prophages, transposons",0
261708,NAT-121_MHASMcontig_867036,7805,8051,NAT-121,MHASMcontig_867036,tara,CALIN,NAT,X,"Mobilome: prophages, transposons",0
270961,NAT-157_MHASMcontig_851904,145920,146946,NAT-157,MHASMcontig_851904,tara,complete,NAT,L,"Replication, recombination and repair",0
270962,NAT-157_MHASMcontig_851904,147096,147261,NAT-157,MHASMcontig_851904,tara,complete,NAT,,,
270963,NAT-157_MHASMcontig_851904,147447,147666,NAT-157,MHASMcontig_851904,tara,complete,NAT,,,
270964,NAT-157_MHASMcontig_851904,147643,147808,NAT-157,MHASMcontig_851904,tara,complete,NAT,,,
270965,NAT-157_MHASMcontig_851904,147849,148614,NAT-157,MHASMcontig_851904,tara,complete,NAT,I,Lipid transport and metabolism,0
270966,NAT-157_MHASMcontig_851904,148643,149471,NAT-157,MHASMcontig_851904,tara,complete,NAT,L!!!K,"Replication, recombination and repair",0
270966,NAT-157_MHASMcontig_851904,148643,149471,NAT-157,MHASMcontig_851904,tara,complete,NAT,L!!!K,Transcription,0
270967,NAT-157_MHASMcontig_851904,149694,150057,NAT-157,MHASMcontig_851904,tara,complete,NAT,J,"Translation, ribosomal structure and biogenesis",0
270968,NAT-157_MHASMcontig_851904,150145,150790,NAT-157,MHASMcontig_851904,tara,complete,NAT,R,General function prediction only,0
270969,NAT-157_MHASMcontig_851904,150871,151393,NAT-157,MHASMcontig_851904,tara,complete,NAT,J,"Translation, ribosomal structure and biogenesis",0
270970,NAT-157_MHASMcontig_851904,151531,151957,NAT-157,MHASMcontig_851904,tara,complete,NAT,J,"Translation, ribosomal structure and biogenesis",0
270971,NAT-157_MHASMcontig_851904,152092,152545,NAT-157,MHASMcontig_851904,tara,complete,NAT,S,Function unknown,0
270972,NAT-157_MHASMcontig_851904,152659,153355,NAT-157,MHASMcontig_851904,tara,complete,NAT,H,Coenzyme transport and metabolism,0
270973,NAT-157_MHASMcontig_851904,153473,153749,NAT-157,MHASMcontig_851904,tara,complete,NAT,,,
270974,NAT-157_MHASMcontig_851904,153878,154703,NAT-157,MHASMcontig_851904,tara,complete,NAT,,,
270975,NAT-157_MHASMcontig_851904,154798,155827,NAT-157,MHASMcontig_851904,tara,complete,NAT,,,
270976,NAT-157_MHASMcontig_851904,155826,156351,NAT-157,MHASMcontig_851904,tara,complete,NAT,,,
270977,NAT-157_MHASMcontig_851904,156458,156791,NAT-157,MHASMcontig_851904,tara,complete,NAT,S,Function unknown,0
270978,NAT-157_MHASMcontig_851904,156792,157080,NAT-157,MHASMcontig_851904,tara,complete,NAT,K,Transcription,0
270979,NAT-157_MHASMcontig_851904,157192,157471,NAT-157,MHASMcontig_851904,tara,complete,NAT,V,Defense mechanisms,0
270980,NAT-157_MHASMcontig_851904,157480,157768,NAT-157,MHASMcontig_851904,tara,complete,NAT,V,Defense mechanisms,0
270981,NAT-157_MHASMcontig_851904,157841,158234,NAT-157,MHASMcontig_851904,tara,complete,NAT,V,Defense mechanisms,0
272029,NAT-32_MHASMcontig_1846491,2213,2369,NAT-32,MHASMcontig_1846491,tara,CALIN,NAT,,,
272030,NAT-32_MHASMcontig_1846491,2447,3002,NAT-32,MHASMcontig_1846491,tara,CALIN,NAT,,,
272031,NAT-32_MHASMcontig_1846491,3069,3522,NAT-32,MHASMcontig_1846491,tara,CALIN,NAT,,,
272032,NAT-32_MHASMcontig_1846491,3560,3821,NAT-32,MHASMcontig_1846491,tara,CALIN,NAT,,,
272033,NAT-32_MHASMcontig_1846491,3894,4104,NAT-32,MHASMcontig_1846491,tara,CALIN,NAT,,,
272034,NAT-32_MHASMcontig_1846491,4135,4444,NAT-32,MHASMcontig_1846491,tara,CALIN,NAT,,,
281162,NAT-127_MHASMcontig_973525,1,1351,NAT-127,MHASMcontig_973525,tara,CALIN,NAT,U,"Intracellular trafficking, secretion, and vesicular transport",0
281163,NAT-127_MHASMcontig_973525,1479,1758,NAT-127,MHASMcontig_973525,tara,CALIN,NAT,V,Defense mechanisms,0
281164,NAT-127_MHASMcontig_973525,1757,2051,NAT-127,MHASMcontig_973525,tara,CALIN,NAT,V,Defense mechanisms,0
281165,NAT-127_MHASMcontig_973525,2521,2794,NAT-127,MHASMcontig_973525,tara,CALIN,NAT,V,Defense mechanisms,0
281166,NAT-127_MHASMcontig_973525,2774,3047,NAT-127,MHASMcontig_973525,tara,CALIN,NAT,V,Defense mechanisms,0
281167,NAT-127_MHASMcontig_973525,3202,3997,NAT-127,MHASMcontig_973525,tara,CALIN,NAT,Q,"Secondary metabolites biosynthesis, transport and catabolism",0
317698,NAT-157_MHASMcontig_923349,153394,153709,NAT-157,MHASMcontig_923349,tara,CALIN,NAT,,,
317699,NAT-157_MHASMcontig_923349,153817,154636,NAT-157,MHASMcontig_923349,tara,CALIN,NAT,,,
317700,NAT-157_MHASMcontig_923349,154738,155488,NAT-157,MHASMcontig_923349,tara,CALIN,NAT,,,
317701,NAT-157_MHASMcontig_923349,155603,155885,NAT-157,MHASMcontig_923349,tara,CALIN,NAT,V,Defense mechanisms,0
326930,NAT-127_104768,168,2487,NAT-127,104768,tara,CALIN,NAT,R,General function prediction only,0
326935,NAT-127_104768,8308,8902,NAT-127,104768,tara,CALIN,NAT,K,Transcription,0
326936,NAT-127_104768,9104,9746,NAT-127,104768,tara,CALIN,NAT,,,
326937,NAT-127_104768,9839,10715,NAT-127,104768,tara,CALIN,NAT,,,
326938,NAT-127_104768,10883,11639,NAT-127,104768,tara,CALIN,NAT,C,Energy production and conversion,0
326939,NAT-127_104768,11823,12405,NAT-127,104768,tara,CALIN,NAT,,,
326940,NAT-127_104768,12497,13094,NAT-127,104768,tara,CALIN,NAT,V,Defense mechanisms,0
326941,NAT-127_104768,13096,14056,NAT-127,104768,tara,CALIN,NAT,L,"Replication, recombination and repair",0
326942,NAT-127_104768,14453,15002,NAT-127,104768,tara,CALIN,NAT,R,General function prediction only,0
326943,NAT-127_104768,15043,15238,NAT-127,104768,tara,CALIN,NAT,,,
326944,NAT-127_104768,15659,16148,NAT-127,104768,tara,CALIN,NAT,,,
326945,NAT-127_104768,16240,17287,NAT-127,104768,tara,CALIN,NAT,,,
326946,NAT-127_104768,17477,18650,NAT-127,104768,tara,CALIN,NAT,,,
326947,NAT-127_104768,18637,20830,NAT-127,104768,tara,CALIN,NAT,J!!!V,"Translation, ribosomal structure and biogenesis",0
326947,NAT-127_104768,18637,20830,NAT-127,104768,tara,CALIN,NAT,J!!!V,Defense mechanisms,0
328131,NAT-143_8753,35031,36117,NAT-143,8753,tara,CALIN,NAT,E,Amino acid transport and metabolism,0
328132,NAT-143_8753,36162,36501,NAT-143,8753,tara,CALIN,NAT,,,
328133,NAT-143_8753,36566,36881,NAT-143,8753,tara,CALIN,NAT,,,
330649,NAT-121_MHASMcontig_733140,94850,95834,NAT-121,MHASMcontig_733140,tara,complete,NAT,L,"Replication, recombination and repair",0
330650,NAT-121_MHASMcontig_733140,96554,96851,NAT-121,MHASMcontig_733140,tara,complete,NAT,,,
330651,NAT-121_MHASMcontig_733140,98568,98865,NAT-121,MHASMcontig_733140,tara,complete,NAT,,,
334349,NAT-67_41530,83607,84285,NAT-67,41530,tara,CALIN,NAT,,,
334350,NAT-67_41530,84365,84602,NAT-67,41530,tara,CALIN,NAT,,,
334351,NAT-67_41530,84671,84833,NAT-67,41530,tara,CALIN,NAT,,,
334352,NAT-67_41530,84890,85340,NAT-67,41530,tara,CALIN,NAT,X,"Mobilome: prophages, transposons",0
336847,NAT-64_MHASMcontig_370840,26,326,NAT-64,MHASMcontig_370840,tara,complete,NAT,,,
336848,NAT-64_MHASMcontig_370840,489,858,NAT-64,MHASMcontig_370840,tara,complete,NAT,,,
336849,NAT-64_MHASMcontig_370840,1068,1230,NAT-64,MHASMcontig_370840,tara,complete,NAT,,,
336850,NAT-64_MHASMcontig_370840,1467,2433,NAT-64,MHASMcontig_370840,tara,complete,NAT,L,"Replication, recombination and repair",0
339700,NAT-75_54696,45891,46092,NAT-75,54696,tara,CALIN,NAT,,,
339701,NAT-75_54696,46207,46825,NAT-75,54696,tara,CALIN,NAT,,,
339702,NAT-75_54696,46950,48630,NAT-75,54696,tara,CALIN,NAT,L,"Replication, recombination and repair",0
339703,NAT-75_54696,48723,49581,NAT-75,54696,tara,CALIN,NAT,R!!!R,General function prediction only,0
339703,NAT-75_54696,48723,49581,NAT-75,54696,tara,CALIN,NAT,R!!!R,General function prediction only,0
345533,NAT-46_MHASMcontig_239398,27891,30369,NAT-46,MHASMcontig_239398,tara,CALIN,NAT,I,Lipid transport and metabolism,0
345534,NAT-46_MHASMcontig_239398,30461,31370,NAT-46,MHASMcontig_239398,tara,CALIN,NAT,H!!!R,Coenzyme transport and metabolism,0
345534,NAT-46_MHASMcontig_239398,30461,31370,NAT-46,MHASMcontig_239398,tara,CALIN,NAT,H!!!R,General function prediction only,0
349032,NAT-94_91029,183059,184202,NAT-94,91029,tara,complete,NAT,L,"Replication, recombination and repair",0
349033,NAT-94_91029,184564,185125,NAT-94,91029,tara,complete,NAT,,,
349035,NAT-94_91029,185929,186169,NAT-94,91029,tara,complete,NAT,K,Transcription,0
349036,NAT-94_91029,186382,186739,NAT-94,91029,tara,complete,NAT,,,
349234,NAT-94_115607,5515,6211,NAT-94,115607,tara,CALIN,NAT,H,Coenzyme transport and metabolism,0
349235,NAT-94_115607,6332,6677,NAT-94,115607,tara,CALIN,NAT,,,
349236,NAT-94_115607,6688,6973,NAT-94,115607,tara,CALIN,NAT,,,
349237,NAT-94_115607,7106,7766,NAT-94,115607,tara,CALIN,NAT,,,
361634,NAT-141_MHASMcontig_1217048,45398,47012,NAT-141,MHASMcontig_1217048,tara,CALIN,NAT,U,"Intracellular trafficking, secretion, and vesicular transport",0
364445,NAT-157_MHASMcontig_929501,725688,726072,NAT-157,MHASMcontig_929501,tara,CALIN,NAT,S,Function unknown,0
364446,NAT-157_MHASMcontig_929501,726201,726774,NAT-157,MHASMcontig_929501,tara,CALIN,NAT,,,
364447,NAT-157_MHASMcontig_929501,726879,727572,NAT-157,MHASMcontig_929501,tara,CALIN,NAT,,,
364448,NAT-157_MHASMcontig_929501,727606,728662,NAT-157,MHASMcontig_929501,tara,CALIN,NAT,,,
364449,NAT-157_MHASMcontig_929501,728742,729138,NAT-157,MHASMcontig_929501,tara,CALIN,NAT,K,Transcription,0
364450,NAT-157_MHASMcontig_929501,729661,730081,NAT-157,MHASMcontig_929501,tara,CALIN,NAT,Q,"Secondary metabolites biosynthesis, transport and catabolism",0
364451,NAT-157_MHASMcontig_929501,730169,730439,NAT-157,MHASMcontig_929501,tara,CALIN,NAT,V,Defense mechanisms,0
364452,NAT-157_MHASMcontig_929501,730419,730692,NAT-157,MHASMcontig_929501,tara,CALIN,NAT,V,Defense mechanisms,0
364453,NAT-157_MHASMcontig_929501,730816,731167,NAT-157,MHASMcontig_929501,tara,CALIN,NAT,,,
372747,NAT-129_MHASMcontig_976350,1221,1695,NAT-129,MHASMcontig_976350,tara,CALIN,NAT,,,
372748,NAT-129_MHASMcontig_976350,1750,4345,NAT-129,MHASMcontig_976350,tara,CALIN,NAT,K!!!L,Transcription,0
372748,NAT-129_MHASMcontig_976350,1750,4345,NAT-129,MHASMcontig_976350,tara,CALIN,NAT,K!!!L,"Replication, recombination and repair",0
377172,NAT-26_MHASMcontig_1220637,6678,7959,NAT-26,MHASMcontig_1220637,tara,CALIN,NAT,V,Defense mechanisms,0
377173,NAT-26_MHASMcontig_1220637,8059,8923,NAT-26,MHASMcontig_1220637,tara,CALIN,NAT,R,General function prediction only,0
377174,NAT-26_MHASMcontig_1220637,8966,9869,NAT-26,MHASMcontig_1220637,tara,CALIN,NAT,K,Transcription,0
377175,NAT-26_MHASMcontig_1220637,10036,10213,NAT-26,MHASMcontig_1220637,tara,CALIN,NAT,,,
380506,NAT-145_2939,41922,43146,NAT-145,2939,tara,In0,NAT,L,"Replication, recombination and repair",0
381015,NAT-67_MHASMcontig_301304,518,1010,NAT-67,MHASMcontig_301304,tara,CALIN,NAT,,,
381016,NAT-67_MHASMcontig_301304,1055,1973,NAT-67,MHASMcontig_301304,tara,CALIN,NAT,,,
381017,NAT-67_MHASMcontig_301304,2088,2562,NAT-67,MHASMcontig_301304,tara,CALIN,NAT,,,
384287,NAT-64_63212,220815,221118,NAT-64,63212,tara,CALIN,NAT,C,Energy production and conversion,0
391468,NAT-22_MHASMcontig_900709,0,549,NAT-22,MHASMcontig_900709,tara,complete,NAT,,,
391469,NAT-22_MHASMcontig_900709,545,1541,NAT-22,MHASMcontig_900709,tara,complete,NAT,L,"Replication, recombination and repair",0
391475,NAT-22_MHASMcontig_900709,7717,9967,NAT-22,MHASMcontig_900709,tara,complete,NAT,G,Carbohydrate transport and metabolism,0
395897,NAT-30_MHASMcontig_1525306,0,8829,NAT-30,MHASMcontig_1525306,tara,CALIN,NAT,Q,"Secondary metabolites biosynthesis, transport and catabolism",0
407429,NAT-4_91766,366,1416,NAT-4,91766,tara,In0,NAT,L,"Replication, recombination and repair",0
417866,NAT-46_MHASMcontig_385300,20709,21189,NAT-46,MHASMcontig_385300,tara,CALIN,NAT,,,
417867,NAT-46_MHASMcontig_385300,21207,22431,NAT-46,MHASMcontig_385300,tara,CALIN,NAT,,,
417868,NAT-46_MHASMcontig_385300,22638,23055,NAT-46,MHASMcontig_385300,tara,CALIN,NAT,,,
417869,NAT-46_MHASMcontig_385300,23239,24040,NAT-46,MHASMcontig_385300,tara,CALIN,NAT,,,
427556,NAT-276_MHASMcontig_270293,246,702,NAT-276,MHASMcontig_270293,tara,CALIN,NAT,,,
427557,NAT-276_MHASMcontig_270293,1109,2174,NAT-276,MHASMcontig_270293,tara,CALIN,NAT,X,"Mobilome: prophages, transposons",0
427558,NAT-276_MHASMcontig_270293,2170,2323,NAT-276,MHASMcontig_270293,tara,CALIN,NAT,,,
427559,NAT-276_MHASMcontig_270293,2745,3069,NAT-276,MHASMcontig_270293,tara,CALIN,NAT,,,
427560,NAT-276_MHASMcontig_270293,3142,3511,NAT-276,MHASMcontig_270293,tara,CALIN,NAT,,,
427561,NAT-276_MHASMcontig_270293,3632,4076,NAT-276,MHASMcontig_270293,tara,CALIN,NAT,,,
427562,NAT-276_MHASMcontig_270293,4195,4861,NAT-276,MHASMcontig_270293,tara,CALIN,NAT,,,
427563,NAT-276_MHASMcontig_270293,5397,6201,NAT-276,MHASMcontig_270293,tara,CALIN,NAT,,,
427564,NAT-276_MHASMcontig_270293,6410,7187,NAT-276,MHASMcontig_270293,tara,CALIN,NAT,O!!!S,"Posttranslational modification, protein turnover, chaperones",0
427564,NAT-276_MHASMcontig_270293,6410,7187,NAT-276,MHASMcontig_270293,tara,CALIN,NAT,O!!!S,Function unknown,0
427565,NAT-276_MHASMcontig_270293,7312,7456,NAT-276,MHASMcontig_270293,tara,CALIN,NAT,,,
427566,NAT-276_MHASMcontig_270293,7680,8151,NAT-276,MHASMcontig_270293,tara,CALIN,NAT,,,
427567,NAT-276_MHASMcontig_270293,8301,8529,NAT-276,MHASMcontig_270293,tara,CALIN,NAT,,,
427572,NAT-276_MHASMcontig_270293,11848,11944,NAT-276,MHASMcontig_270293,tara,CALIN,NAT,X,"Mobilome: prophages, transposons",0
430390,NAT-67_41900,723,1041,NAT-67,41900,tara,complete,NAT,X,"Mobilome: prophages, transposons",0
430391,NAT-67_41900,1169,1805,NAT-67,41900,tara,complete,NAT,,,
430392,NAT-67_41900,2156,3128,NAT-67,41900,tara,complete,NAT,L,"Replication, recombination and repair",0
431157,NAT-130_MHASMcontig_927608,962,1322,NAT-130,MHASMcontig_927608,tara,CALIN,NAT,,,
431158,NAT-130_MHASMcontig_927608,1546,2587,NAT-130,MHASMcontig_927608,tara,CALIN,NAT,H,Coenzyme transport and metabolism,0
433399,NAT-101_68765,11680,11887,NAT-101,68765,tara,CALIN,NAT,K,Transcription,0
433400,NAT-101_68765,12183,12573,NAT-101,68765,tara,CALIN,NAT,,,
433401,NAT-101_68765,12840,13815,NAT-101,68765,tara,CALIN,NAT,,,
436846,NAT-157_91384,23394,23985,NAT-157,91384,tara,CALIN,NAT,,,
436847,NAT-157_91384,24064,25072,NAT-157,91384,tara,CALIN,NAT,S,Function unknown,0
436848,NAT-157_91384,25052,25265,NAT-157,91384,tara,CALIN,NAT,,,
436849,NAT-157_91384,25378,25765,NAT-157,91384,tara,CALIN,NAT,Q,"Secondary metabolites biosynthesis, transport and catabolism",0
436850,NAT-157_91384,25861,26383,NAT-157,91384,tara,CALIN,NAT,,,
436851,NAT-157_91384,26528,26993,NAT-157,91384,tara,CALIN,NAT,,,
436852,NAT-157_91384,27138,27519,NAT-157,91384,tara,CALIN,NAT,,,
436853,NAT-157_91384,27616,28141,NAT-157,91384,tara,CALIN,NAT,J!!!O,"Translation, ribosomal structure and biogenesis",0
436853,NAT-157_91384,27616,28141,NAT-157,91384,tara,CALIN,NAT,J!!!O,"Posttranslational modification, protein turnover, chaperones",0
436854,NAT-157_91384,28241,29309,NAT-157,91384,tara,CALIN,NAT,,,
436855,NAT-157_91384,29353,30037,NAT-157,91384,tara,CALIN,NAT,I,Lipid transport and metabolism,0
436856,NAT-157_91384,30061,30466,NAT-157,91384,tara,CALIN,NAT,S,Function unknown,0
436857,NAT-157_91384,30553,31141,NAT-157,91384,tara,CALIN,NAT,,,
438138,NAT-32_126996,111010,112399,NAT-32,126996,tara,In0,NAT,L,"Replication, recombination and repair",0
446835,NAT-129_MHASMcontig_980982,1466,2429,NAT-129,MHASMcontig_980982,tara,complete,NAT,L,"Replication, recombination and repair",0
455307,NAT-84_73566,17043,18855,NAT-84,73566,tara,CALIN,NAT,O,"Posttranslational modification, protein turnover, chaperones",0
455308,NAT-84_73566,18883,19456,NAT-84,73566,tara,CALIN,NAT,R,General function prediction only,0
455309,NAT-84_73566,19758,20691,NAT-84,73566,tara,CALIN,NAT,I,Lipid transport and metabolism,0
455310,NAT-84_73566,20706,22185,NAT-84,73566,tara,CALIN,NAT,E,Amino acid transport and metabolism,0
455311,NAT-84_73566,22302,22743,NAT-84,73566,tara,CALIN,NAT,V,Defense mechanisms,0
455312,NAT-84_73566,22974,23361,NAT-84,73566,tara,CALIN,NAT,V,Defense mechanisms,0
457436,NAT-4_MHASMcontig_947397,289,1645,NAT-4,MHASMcontig_947397,tara,CALIN,NAT,,,
457437,NAT-4_MHASMcontig_947397,1789,2305,NAT-4,MHASMcontig_947397,tara,CALIN,NAT,,,
457438,NAT-4_MHASMcontig_947397,2450,3179,NAT-4,MHASMcontig_947397,tara,CALIN,NAT,,,
457439,NAT-4_MHASMcontig_947397,3546,4374,NAT-4,MHASMcontig_947397,tara,CALIN,NAT,K,Transcription,0
457440,NAT-4_MHASMcontig_947397,4381,5269,NAT-4,MHASMcontig_947397,tara,CALIN,NAT,P,Inorganic ion transport and metabolism,0
460563,NAT-125_MHASMcontig_867809,14159,15572,NAT-125,MHASMcontig_867809,tara,complete,NAT,L,"Replication, recombination and repair",0
460564,NAT-125_MHASMcontig_867809,15734,16553,NAT-125,MHASMcontig_867809,tara,complete,NAT,,,
460565,NAT-125_MHASMcontig_867809,16633,17206,NAT-125,MHASMcontig_867809,tara,complete,NAT,,,
460566,NAT-125_MHASMcontig_867809,17284,17611,NAT-125,MHASMcontig_867809,tara,complete,NAT,,,
460567,NAT-125_MHASMcontig_867809,17699,18398,NAT-125,MHASMcontig_867809,tara,complete,NAT,,,
461381,NAT-119_78335,6685,7702,NAT-119,78335,tara,CALIN,NAT,,,
461382,NAT-119_78335,7694,7937,NAT-119,78335,tara,CALIN,NAT,,,
469330,NAT-94_94556,52563,53574,NAT-94,94556,tara,In0,NAT,L,"Replication, recombination and repair",0
482668,NAT-130_MHASMcontig_930365,23984,24317,NAT-130,MHASMcontig_930365,tara,CALIN,NAT,,,
482669,NAT-130_MHASMcontig_930365,24373,24562,NAT-130,MHASMcontig_930365,tara,CALIN,NAT,,,
482670,NAT-130_MHASMcontig_930365,24610,24859,NAT-130,MHASMcontig_930365,tara,CALIN,NAT,,,
482671,NAT-130_MHASMcontig_930365,24855,25023,NAT-130,MHASMcontig_930365,tara,CALIN,NAT,,,
5099,NAT-32_128906,179159,180575,NAT-32,128906,malaspina,complete,NAT,,,
5100,NAT-32_128906,180552,180933,NAT-32,128906,malaspina,complete,NAT,,,
5101,NAT-32_128906,180935,181229,NAT-32,128906,malaspina,complete,NAT,,,
5102,NAT-32_128906,181262,181583,NAT-32,128906,malaspina,complete,NAT,K!!!X,Transcription,0
5102,NAT-32_128906,181262,181583,NAT-32,128906,malaspina,complete,NAT,K!!!X,"Mobilome: prophages, transposons",0
5103,NAT-32_128906,181618,182242,NAT-32,128906,malaspina,complete,NAT,L,"Replication, recombination and repair",0
5104,NAT-32_128906,182269,182983,NAT-32,128906,malaspina,complete,NAT,,,
5105,NAT-32_128906,183015,183624,NAT-32,128906,malaspina,complete,NAT,,,
5106,NAT-32_128906,183767,184175,NAT-32,128906,malaspina,complete,NAT,,,
7039,NAT-6_118154,59812,60823,NAT-6,118154,malaspina,In0,NAT,,,
8809,NAT-210_MHASMcontig_490483,13442,14078,NAT-210,MHASMcontig_490483,malaspina,CALIN,NAT,G,Carbohydrate transport and metabolism,0
8810,NAT-210_MHASMcontig_490483,14179,15634,NAT-210,MHASMcontig_490483,malaspina,CALIN,NAT,,,
8811,NAT-210_MHASMcontig_490483,15633,16242,NAT-210,MHASMcontig_490483,malaspina,CALIN,NAT,K,Transcription,0
10993,NAT-123_MHASMcontig_945442,3381,3891,NAT-123,MHASMcontig_945442,malaspina,CALIN,NAT,G,Carbohydrate transport and metabolism,0
10994,NAT-123_MHASMcontig_945442,3999,4758,NAT-123,MHASMcontig_945442,malaspina,CALIN,NAT,V,Defense mechanisms,0
44976,NAT-4_MHASMcontig_955030,37842,38733,NAT-4,MHASMcontig_955030,malaspina,In0,NAT,Q,"Secondary metabolites biosynthesis, transport and catabolism",0
57930,NAT-129_MHASMcontig_872123,255,579,NAT-129,MHASMcontig_872123,malaspina,CALIN,NAT,O,"Posttranslational modification, protein turnover, chaperones",0
57931,NAT-129_MHASMcontig_872123,827,1475,NAT-129,MHASMcontig_872123,malaspina,CALIN,NAT,R,General function prediction only,0
57932,NAT-129_MHASMcontig_872123,1588,2200,NAT-129,MHASMcontig_872123,malaspina,CALIN,NAT,I!!!R,Lipid transport and metabolism,0
57932,NAT-129_MHASMcontig_872123,1588,2200,NAT-129,MHASMcontig_872123,malaspina,CALIN,NAT,I!!!R,General function prediction only,0
83665,NAT-127_107097,1074,1659,NAT-127,107097,malaspina,complete,NAT,,,
83666,NAT-127_107097,1770,2475,NAT-127,107097,malaspina,complete,NAT,C,Energy production and conversion,0
83667,NAT-127_107097,2720,3692,NAT-127,107097,malaspina,complete,NAT,C,Energy production and conversion,0
92144,NAT-4_105439,782,1007,NAT-4,105439,malaspina,CALIN,NAT,M,Cell wall/membrane/envelope biogenesis,0
92290,NAT-4_105439,170315,170444,NAT-4,105439,malaspina,CALIN,NAT,,,
94198,NAT-280_50855,40243,41608,NAT-280,50855,malaspina,CALIN,NAT,O,"Posttranslational modification, protein turnover, chaperones",0
94199,NAT-280_50855,41607,41751,NAT-280,50855,malaspina,CALIN,NAT,E,Amino acid transport and metabolism,0
94200,NAT-280_50855,41734,43609,NAT-280,50855,malaspina,CALIN,NAT,H,Coenzyme transport and metabolism,0
94201,NAT-280_50855,43834,44620,NAT-280,50855,malaspina,CALIN,NAT,N!!!W,Cell motility,0
94201,NAT-280_50855,43834,44620,NAT-280,50855,malaspina,CALIN,NAT,N!!!W,Extracellular structures,0
94202,NAT-280_50855,44616,45213,NAT-280,50855,malaspina,CALIN,NAT,N!!!W,Cell motility,0
94202,NAT-280_50855,44616,45213,NAT-280,50855,malaspina,CALIN,NAT,N!!!W,Extracellular structures,0
