gene_callers_id,pnps,sample_id,ocean,depth,bin,COG_accession,COG_category,MAG_pnps_median,total_count,scg_pnps_median,scg_count
129540,0.4021703650543732,SRR3968777,NP,deep,deep-0165,nan,nan,0.07390900604826085,2497.0,0.07369687610478201,39.0
129596,0.035075476686837095,SRR3968777,NP,deep,deep-0165,K,Transcription,0.07390900604826085,2497.0,0.07369687610478201,39.0
129099,0.11012523175093153,SRR3965585,NP,deep,deep-0165,K,Transcription,0.08456840472946167,2435.0,0.08364351078924062,36.0
129100,0.052327676607112336,SRR3965585,NP,deep,deep-0165,H,Coenzyme transport and metabolism,0.08456840472946167,2435.0,0.08364351078924062,36.0
129101,0.020813436651197302,SRR3965585,NP,deep,deep-0165,H!!!H,Coenzyme transport and metabolism,0.08456840472946167,2435.0,0.08364351078924062,36.0
129102,0.05222319295304625,SRR3965585,NP,deep,deep-0165,H,Coenzyme transport and metabolism,0.08456840472946167,2435.0,0.08364351078924062,36.0
129535,0.04900240551463414,SRR3965585,NP,deep,deep-0165,T,Signal transduction mechanisms,0.08456840472946167,2435.0,0.08364351078924062,36.0
129536,0.05399228420562795,SRR3965585,NP,deep,deep-0165,C,Energy production and conversion,0.08456840472946167,2435.0,0.08364351078924062,36.0
129537,0.0,SRR3965585,NP,deep,deep-0165,nan,nan,0.08456840472946167,2435.0,0.08364351078924062,36.0
129539,0.11340106065240632,SRR3965585,NP,deep,deep-0165,nan,nan,0.08456840472946167,2435.0,0.08364351078924062,36.0
129540,0.2753961866462868,SRR3965585,NP,deep,deep-0165,nan,nan,0.08456840472946167,2435.0,0.08364351078924062,36.0
129595,0.7709643217315235,SRR3965585,NP,deep,deep-0165,K!!!T,Signal transduction mechanisms,0.08456840472946167,2435.0,0.08364351078924062,36.0
129596,0.04024921669172407,SRR3965585,NP,deep,deep-0165,K,Transcription,0.08456840472946167,2435.0,0.08364351078924062,36.0
129099,0.0579233339742213,SRR3965586,NP,deep,deep-0165,K,Transcription,0.06689280949632781,1106.0,0.08489995853223507,31.0
129101,0.05224182759554003,SRR3965586,NP,deep,deep-0165,H!!!H,Coenzyme transport and metabolism,0.06689280949632781,1106.0,0.08489995853223507,31.0
129102,0.08123948250860738,SRR3965586,NP,deep,deep-0165,H,Coenzyme transport and metabolism,0.06689280949632781,1106.0,0.08489995853223507,31.0
129535,0.08502211119692532,SRR3965586,NP,deep,deep-0165,T,Signal transduction mechanisms,0.06689280949632781,1106.0,0.08489995853223507,31.0
129595,1.4903073728576184,SRR3965586,NP,deep,deep-0165,K!!!T,Signal transduction mechanisms,0.06689280949632781,1106.0,0.08489995853223507,31.0
129099,0.07303749778728906,SRR3968062,NP,deep,deep-0165,K,Transcription,0.06419414502624993,1637.0,0.09636524548492606,27.0
129101,0.020496953460855574,SRR3968062,NP,deep,deep-0165,H!!!H,Coenzyme transport and metabolism,0.06419414502624993,1637.0,0.09636524548492606,27.0
129102,0.07590131079540208,SRR3968062,NP,deep,deep-0165,H,Coenzyme transport and metabolism,0.06419414502624993,1637.0,0.09636524548492606,27.0
129535,0.032245404848283234,SRR3968062,NP,deep,deep-0165,T,Signal transduction mechanisms,0.06419414502624993,1637.0,0.09636524548492606,27.0
129541,0.11109585078630356,SRR3968062,NP,deep,deep-0165,U,"Intracellular trafficking, secretion, and vesicular transport",0.06419414502624993,1637.0,0.09636524548492606,27.0
129596,0.028478714055821044,SRR3968062,NP,deep,deep-0165,K,Transcription,0.06419414502624993,1637.0,0.09636524548492606,27.0
164329,0.2709917139076969,SRR3968063,NP,deep,deep-0108,Q,"Secondary metabolites biosynthesis, transport and catabolism",0.043238611062909535,368.0,0.0470508653333753,26.0
164330,0.14688883493172036,SRR3968063,NP,deep,deep-0108,X,"Mobilome: prophages, transposons",0.043238611062909535,368.0,0.0470508653333753,26.0
164331,0.10614311866723826,SRR3968063,NP,deep,deep-0108,K,Transcription,0.043238611062909535,368.0,0.0470508653333753,26.0
164332,1.2512432900976471,SRR3968063,NP,deep,deep-0108,L,"Replication, recombination and repair",0.043238611062909535,368.0,0.0470508653333753,26.0
164330,0.08205390046483507,SRR3960684,NP,deep,deep-0108,X,"Mobilome: prophages, transposons",0.07934422948929838,81.0,0.07614721810159211,5.0
164331,0.25397496501857303,SRR3960684,NP,deep,deep-0108,K,Transcription,0.07934422948929838,81.0,0.07614721810159211,5.0
164330,0.06048846055755833,SRR3965585,NP,deep,deep-0108,X,"Mobilome: prophages, transposons",0.04382016522380342,191.0,0.034114773465208637,14.0
164331,0.10303254390178104,SRR3965585,NP,deep,deep-0108,K,Transcription,0.04382016522380342,191.0,0.034114773465208637,14.0
164330,0.14491030785340525,SRR3968062,NP,deep,deep-0108,X,"Mobilome: prophages, transposons",0.03592575275436145,267.0,0.034876099242225504,21.0
164331,0.11606995229557265,SRR3968062,NP,deep,deep-0108,K,Transcription,0.03592575275436145,267.0,0.034876099242225504,21.0
164331,0.0768532177960689,SRR3965586,NP,deep,deep-0108,K,Transcription,0.032604865902238316,170.0,0.059647759729932914,14.0
164331,0.09150486923500974,SRR3968770,NP,deep,deep-0108,K,Transcription,0.04374880090451448,112.0,0.058493875685984686,9.0
369264,0.5160399084297451,SRR3968063,NP,deep,deep-0184,S,Function unknown,0.06434423181207169,202.0,0.04673629952117425,8.0
369264,0.3554574943339198,SRR3968770,NP,deep,deep-0184,S,Function unknown,0.06196933271109556,466.0,0.08375490197065097,18.0
369264,0.14452125494300982,SRR3968777,NP,deep,deep-0184,S,Function unknown,0.05120696613957797,284.0,0.07508188276845043,11.0
466437,0.21485138414669386,SRR3960684,NP,deep,deep-0378,nan,nan,0.3331588668682797,148.0,0.08640180741448104,17.0
519680,0.01673485913033155,SRR3968063,NP,deep,deep-0548,N!!!W,Extracellular structures,0.06571531827276476,333.0,0.09461252155742818,25.0
519690,0.05044105282295472,SRR3968063,NP,deep,deep-0548,G,Carbohydrate transport and metabolism,0.06571531827276476,333.0,0.09461252155742818,25.0
519691,0.02745542058618293,SRR3968063,NP,deep,deep-0548,nan,nan,0.06571531827276476,333.0,0.09461252155742818,25.0
519918,0.023402934911152144,SRR3968063,NP,deep,deep-0548,nan,nan,0.06571531827276476,333.0,0.09461252155742818,25.0
519690,0.006011749043297225,SRR3968062,NP,deep,deep-0548,G,Carbohydrate transport and metabolism,0.05971757022873745,235.0,0.08088534867671597,19.0
519918,0.21408977573487945,SRR3965585,NP,deep,deep-0548,nan,nan,0.06087375279538908,117.0,0.08199978685306843,14.0
520110,4.087765562620267,SRR3962293,NP,deep,deep-0548,nan,nan,0.12392966391508513,3.0,nan,nan
542113,0.8906544234031437,SRR3961936,NP,deep,deep-0345,nan,nan,0.7867352169023334,1545.0,0.6670287863079805,19.0
542196,0.3172886264857917,SRR3961936,NP,deep,deep-0345,M,Cell wall/membrane/envelope biogenesis,0.7867352169023334,1545.0,0.6670287863079805,19.0
542113,1.4630101178593968,SRR3962771,NP,deep,deep-0345,nan,nan,0.5766253710321759,2598.0,0.4773483561851915,49.0
542114,0.8512174800134923,SRR3962771,NP,deep,deep-0345,nan,nan,0.5766253710321759,2598.0,0.4773483561851915,49.0
542117,0.6180726720789002,SRR3962771,NP,deep,deep-0345,R,General function prediction only,0.5766253710321759,2598.0,0.4773483561851915,49.0
542196,0.9011123565823976,SRR3962771,NP,deep,deep-0345,M,Cell wall/membrane/envelope biogenesis,0.5766253710321759,2598.0,0.4773483561851915,49.0
603237,1.1612787356321808,SRR3962771,NP,deep,deep-0250,nan,nan,1.1612787356321808,1.0,nan,nan
672889,0.2242432414509845,SRR3960579,NP,deep,deep-0052,nan,nan,0.14962770461791214,200.0,0.17440634676763528,2.0
672889,0.1619852598665686,SRR3961047,NP,deep,deep-0052,nan,nan,0.16177056099910114,138.0,0.10594659185083044,2.0
672889,0.21590976772820766,SRR3961906,NP,deep,deep-0052,nan,nan,0.16590251487611588,54.0,nan,nan
672889,0.18963783469235615,SRR3961935,NP,deep,deep-0052,nan,nan,0.15457077286787452,159.0,0.08827085852478829,3.0
672889,0.21511389439399992,SRR3962293,NP,deep,deep-0052,nan,nan,0.15303980910692175,96.0,nan,nan
672889,0.22826012529588605,SRR3968062,NP,deep,deep-0052,nan,nan,0.16272446930825654,145.0,0.14711514640550474,2.0
672889,0.2276886890518897,SRR3968063,NP,deep,deep-0052,nan,nan,0.14316763463746696,123.0,0.08921190545736082,2.0
672889,0.2064839837718307,SRR3968777,NP,deep,deep-0052,nan,nan,0.15566085261695578,270.0,0.08543179937509537,2.0
758642,0.2510306972901848,SRR3961906,NP,deep,deep-0455,H,Coenzyme transport and metabolism,0.16305669912282852,79.0,nan,nan
758642,0.2766366427366995,SRR3961935,NP,deep,deep-0455,H,Coenzyme transport and metabolism,0.15918203925730712,115.0,0.06827647189115653,2.0
758642,0.3843900487264778,SRR3962293,NP,deep,deep-0455,H,Coenzyme transport and metabolism,0.14417513791495196,96.0,0.08258032789379717,3.0
758642,0.3907386872876734,SRR3968777,NP,deep,deep-0455,H,Coenzyme transport and metabolism,0.1337625472373848,250.0,0.1367505275293409,6.0
