gene_callers_id,contig,start,stop,bin,bin_contig,source,integron,ocean,category_accession,COG_category,e_value,pnps,sample_id,depth,MAG_pnps_median,total_count,scg_pnps_median,scg_count,defense_pnps_median,defense_count,transposase_pnps_median,transposase_count
405967,SAT-126_MHASMcontig_1419004,14669,14960,SAT-126,MHASMcontig_1419004,tara,CALIN,SAT,nan,nan,nan,0.31647189430206163,ERR599044,MES,,,,,,,,
416928,SAT-1_231089,75767,76070,SAT-1,231089,tara,CALIN,SAT,C,Energy production and conversion,0,0.11201308396553056,ERR599148,DCM,0.04723880172155449,2663.0,0.04093613865033949,40.0,0.0527762833840674,55.0,0.2324475076295429,5.0
416928,SAT-1_231089,75767,76070,SAT-1,231089,tara,CALIN,SAT,C,Energy production and conversion,0,0.11734356653953194,ERR599000,MES,0.05173039465591801,2822.0,0.041550342623925776,41.0,0.05720164704100924,60.0,0.1716053322931583,5.0
416928,SAT-1_231089,75767,76070,SAT-1,231089,tara,CALIN,SAT,C,Energy production and conversion,0,0.30547312904418555,ERR599044,MES,0.0457673773585607,2725.0,0.04218517769882674,40.0,0.04747334148012999,57.0,0.1466971454888129,5.0
416928,SAT-1_231089,75767,76070,SAT-1,231089,tara,CALIN,SAT,C,Energy production and conversion,0,0.3625818732159676,ERR599159,MES,,,,,,,,
416928,SAT-1_231089,75767,76070,SAT-1,231089,tara,CALIN,SAT,C,Energy production and conversion,0,0.13155384864948758,SRR3967025,deep,,,,,,,,
416928,SAT-1_231089,75767,76070,SAT-1,231089,tara,CALIN,SAT,C,Energy production and conversion,0,0.99887342758544,SRR3967558,deep,,,,,,,,
416928,SAT-1_231089,75767,76070,SAT-1,231089,tara,CALIN,SAT,C,Energy production and conversion,0,0.30511714752054664,SRR3967699,deep,,,,,,,,
416928,SAT-1_231089,75767,76070,SAT-1,231089,tara,CALIN,SAT,C,Energy production and conversion,0,0.4089062448494769,SRR3968060,deep,,,,,,,,
418444,SAT-1462_69933,45686,46022,SAT-1462,69933,tara,CALIN,SAT,nan,nan,nan,1.351157235367766,ERR598947,MES,0.035685931048267575,2005.0,0.03829154474841124,36.0,0.04238501309227094,71.0,0.0528058916201474,4.0
421407,SAT-69_93996,41,455,SAT-69,93996,tara,CALIN,SAT,K,Transcription,0,0.0668367346938774,ERR599005,MES,0.03225222880412909,276.0,0.051460321720253534,16.0,0.03493699823201165,5.0,nan,nan
421407,SAT-69_93996,41,455,SAT-69,93996,tara,CALIN,SAT,K,Transcription,0,0.0656275836800135,ERR599044,MES,0.04292919808582165,1370.0,0.05722787172313671,29.0,0.03973511770868205,39.0,0.09005831630074555,4.0
421409,SAT-69_93996,1510,1996,SAT-69,93996,tara,CALIN,SAT,I,Lipid transport and metabolism,0,0.09505646824647317,ERR599044,MES,0.04292919808582165,1370.0,0.05722787172313671,29.0,0.03973511770868205,39.0,0.09005831630074555,4.0
421410,SAT-69_93996,2154,5115,SAT-69,93996,tara,CALIN,SAT,T!!!T,Signal transduction mechanisms,0,0.057288438140121564,ERR599044,MES,0.04292919808582165,1370.0,0.05722787172313671,29.0,0.03973511770868205,39.0,0.09005831630074555,4.0
421410,SAT-69_93996,2154,5115,SAT-69,93996,tara,CALIN,SAT,T!!!T,Signal transduction mechanisms,0,0.057288438140121564,ERR599044,MES,0.04292919808582165,1370.0,0.05722787172313671,29.0,0.03973511770868205,39.0,0.09005831630074555,4.0
444953,SAT-1462_51472,158,1052,SAT-1462,51472,tara,In0,SAT,L,"Replication, recombination and repair",0,1.3675359092464452,ERR598947,MES,0.035685931048267575,2005.0,0.03829154474841124,36.0,0.04238501309227094,71.0,0.0528058916201474,4.0
56484,SAT-31_MHASMcontig_716831,4937,5951,SAT-31,MHASMcontig_716831,malaspina,complete,SAT,C,Energy production and conversion,0,0.10386657731595347,SAT_SRR3965592,deep,,,,,,,,
56484,SAT-31_MHASMcontig_716831,4937,5951,SAT-31,MHASMcontig_716831,malaspina,complete,SAT,C,Energy production and conversion,0,0.17127481732889388,SAT_SRR3965758,deep,,,,,,,,
56484,SAT-31_MHASMcontig_716831,4937,5951,SAT-31,MHASMcontig_716831,malaspina,complete,SAT,C,Energy production and conversion,0,0.8301202040363818,SAT_SRR3965873,deep,,,,,,,,
56484,SAT-31_MHASMcontig_716831,4937,5951,SAT-31,MHASMcontig_716831,malaspina,complete,SAT,C,Energy production and conversion,0,0.2339672264152689,SAT_SRR3966130,deep,,,,,,,,
56484,SAT-31_MHASMcontig_716831,4937,5951,SAT-31,MHASMcontig_716831,malaspina,complete,SAT,C,Energy production and conversion,0,0.44509622237851504,SAT_SRR3967319,deep,,,,,,,,
56484,SAT-31_MHASMcontig_716831,4937,5951,SAT-31,MHASMcontig_716831,malaspina,complete,SAT,C,Energy production and conversion,0,0.6112394756728566,SAT_SRR3967690,deep,,,,,,,,
56485,SAT-31_MHASMcontig_716831,6515,6863,SAT-31,MHASMcontig_716831,malaspina,complete,SAT,J,"Translation, ribosomal structure and biogenesis",0,0.1488796196195375,SAT_SRR3965592,deep,,,,,,,,
56485,SAT-31_MHASMcontig_716831,6515,6863,SAT-31,MHASMcontig_716831,malaspina,complete,SAT,J,"Translation, ribosomal structure and biogenesis",0,0.16591728850772944,SAT_SRR3965758,deep,,,,,,,,
56485,SAT-31_MHASMcontig_716831,6515,6863,SAT-31,MHASMcontig_716831,malaspina,complete,SAT,J,"Translation, ribosomal structure and biogenesis",0,0.2976984239211955,SAT_SRR3966130,deep,,,,,,,,
56485,SAT-31_MHASMcontig_716831,6515,6863,SAT-31,MHASMcontig_716831,malaspina,complete,SAT,J,"Translation, ribosomal structure and biogenesis",0,0.4742390375398436,SAT_SRR3967319,deep,,,,,,,,
56485,SAT-31_MHASMcontig_716831,6515,6863,SAT-31,MHASMcontig_716831,malaspina,complete,SAT,J,"Translation, ribosomal structure and biogenesis",0,0.5721090950882973,SAT_SRR3967690,deep,,,,,,,,
57407,SAT-92_MHASMcontig_1023497,66263,66977,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,I,Lipid transport and metabolism,0,0.0575354501729483,SAT_SRR3966130,deep,,,,,,,,
57407,SAT-92_MHASMcontig_1023497,66263,66977,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,I,Lipid transport and metabolism,0,0.3745449561875545,SAT_SRR3967319,deep,,,,,,,,
57407,SAT-92_MHASMcontig_1023497,66263,66977,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,I,Lipid transport and metabolism,0,0.4184307535117365,SAT_SRR3967690,deep,,,,,,,,
57408,SAT-92_MHASMcontig_1023497,67050,67521,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,C,Energy production and conversion,0,0.10004518079207238,SAT_SRR3965592,deep,,,,,,,,
57408,SAT-92_MHASMcontig_1023497,67050,67521,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,C,Energy production and conversion,0,0.1540562446178663,SAT_SRR3965758,deep,,,,,,,,
57408,SAT-92_MHASMcontig_1023497,67050,67521,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,C,Energy production and conversion,0,0.3444477597851764,SAT_SRR3965873,deep,,,,,,,,
57408,SAT-92_MHASMcontig_1023497,67050,67521,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,C,Energy production and conversion,0,0.13300330524368195,SAT_SRR3965874,deep,,,,,,,,
57408,SAT-92_MHASMcontig_1023497,67050,67521,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,C,Energy production and conversion,0,0.532584802430104,SAT_SRR3966130,deep,,,,,,,,
57408,SAT-92_MHASMcontig_1023497,67050,67521,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,C,Energy production and conversion,0,0.3780129356976573,SAT_SRR3967319,deep,,,,,,,,
57408,SAT-92_MHASMcontig_1023497,67050,67521,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,C,Energy production and conversion,0,0.4772325139935579,SAT_SRR3967690,deep,,,,,,,,
57409,SAT-92_MHASMcontig_1023497,68502,69729,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,C,Energy production and conversion,0,0.17889889875240753,SAT_SRR3965592,deep,,,,,,,,
57409,SAT-92_MHASMcontig_1023497,68502,69729,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,C,Energy production and conversion,0,0.23949001702587144,SAT_SRR3965758,deep,,,,,,,,
57409,SAT-92_MHASMcontig_1023497,68502,69729,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,C,Energy production and conversion,0,0.3282997651494566,SAT_SRR3965873,deep,,,,,,,,
57409,SAT-92_MHASMcontig_1023497,68502,69729,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,C,Energy production and conversion,0,0.2970743086364933,SAT_SRR3965874,deep,,,,,,,,
57409,SAT-92_MHASMcontig_1023497,68502,69729,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,C,Energy production and conversion,0,0.03254105830092289,SAT_SRR3966130,deep,,,,,,,,
57409,SAT-92_MHASMcontig_1023497,68502,69729,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,C,Energy production and conversion,0,0.2872142446890709,SAT_SRR3967319,deep,,,,,,,,
57409,SAT-92_MHASMcontig_1023497,68502,69729,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,C,Energy production and conversion,0,0.2524151516343253,SAT_SRR3967690,deep,,,,,,,,
57409,SAT-92_MHASMcontig_1023497,68502,69729,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,C,Energy production and conversion,0,0.0995617118961264,SAT_SRR3967700,deep,,,,,,,,
83323,SAT-189_MHASMcontig_1026754,3136,3241,SAT-189,MHASMcontig_1026754,malaspina,CALIN,SAT,L,"Replication, recombination and repair",0,0.31032215647600564,SAT_SRR3967319,deep,,,,,,,,
202550,SAT-112_194940,115941,116286,SAT-112,194940,malaspina,complete,SAT,E,Amino acid transport and metabolism,0,0.19109909665938046,SAT_SRR3967319,deep,,,,,,,,
202557,SAT-112_194940,120713,121421,SAT-112,194940,malaspina,complete,SAT,L,"Replication, recombination and repair",0,0.24191680407207686,SAT_SRR3967319,deep,,,,,,,,
259246,SAT-230_MHASMcontig_811684,7856,8309,SAT-230,MHASMcontig_811684,malaspina,CALIN,SAT,H!!!R,Coenzyme transport and metabolism,0,0.13999828814731413,SAT_SRR3965873,deep,,,,,,,,
259246,SAT-230_MHASMcontig_811684,7856,8309,SAT-230,MHASMcontig_811684,malaspina,CALIN,SAT,H!!!R,General function prediction only,0,0.13999828814731413,SAT_SRR3965873,deep,,,,,,,,
259247,SAT-230_MHASMcontig_811684,8309,9188,SAT-230,MHASMcontig_811684,malaspina,CALIN,SAT,I!!!I,Lipid transport and metabolism,0,0.16804128379751745,SAT_SRR3965873,deep,,,,,,,,
259247,SAT-230_MHASMcontig_811684,8309,9188,SAT-230,MHASMcontig_811684,malaspina,CALIN,SAT,I!!!I,Lipid transport and metabolism,0,0.16804128379751745,SAT_SRR3965873,deep,,,,,,,,
259248,SAT-230_MHASMcontig_811684,9318,10011,SAT-230,MHASMcontig_811684,malaspina,CALIN,SAT,H,Coenzyme transport and metabolism,0,0.1840409249197276,SAT_SRR3965873,deep,,,,,,,,
259249,SAT-230_MHASMcontig_811684,10143,10560,SAT-230,MHASMcontig_811684,malaspina,CALIN,SAT,K,Transcription,0,0.13594916708032362,SAT_SRR3965873,deep,,,,,,,,
259250,SAT-230_MHASMcontig_811684,10968,11496,SAT-230,MHASMcontig_811684,malaspina,CALIN,SAT,E,Amino acid transport and metabolism,0,0.15924270981614935,SAT_SRR3965873,deep,,,,,,,,
259251,SAT-230_MHASMcontig_811684,11612,12578,SAT-230,MHASMcontig_811684,malaspina,CALIN,SAT,E!!!I,Amino acid transport and metabolism,0,0.04573049935938391,SAT_SRR3965873,deep,,,,,,,,
259251,SAT-230_MHASMcontig_811684,11612,12578,SAT-230,MHASMcontig_811684,malaspina,CALIN,SAT,E!!!I,Lipid transport and metabolism,0,0.04573049935938391,SAT_SRR3965873,deep,,,,,,,,
259252,SAT-230_MHASMcontig_811684,12722,13196,SAT-230,MHASMcontig_811684,malaspina,CALIN,SAT,E,Amino acid transport and metabolism,0,0.3418849725514314,SAT_SRR3965873,deep,,,,,,,,
342051,SAT-64_MHASMcontig_2078744,2746,3895,SAT-64,MHASMcontig_2078744,malaspina,CALIN,SAT,G,Carbohydrate transport and metabolism,0,0.4042273975028906,SAT_SRR3967699,deep,,,,,,,,
394454,SAT-83_MHASMcontig_2223615,19082,19658,SAT-83,MHASMcontig_2223615,malaspina,CALIN,SAT,O,"Posttranslational modification, protein turnover, chaperones",0,0.020804769001490173,SAT_SRR3965592,deep,,,,,,,,
394459,SAT-83_MHASMcontig_2223615,22277,22736,SAT-83,MHASMcontig_2223615,malaspina,CALIN,SAT,J,"Translation, ribosomal structure and biogenesis",0,0.014239264300010953,SAT_SRR3966130,deep,,,,,,,,
394460,SAT-83_MHASMcontig_2223615,23222,23660,SAT-83,MHASMcontig_2223615,malaspina,CALIN,SAT,J,"Translation, ribosomal structure and biogenesis",0,0.17410738964321953,SAT_SRR3965592,deep,,,,,,,,
394460,SAT-83_MHASMcontig_2223615,23222,23660,SAT-83,MHASMcontig_2223615,malaspina,CALIN,SAT,J,"Translation, ribosomal structure and biogenesis",0,0.19701800552572102,SAT_SRR3966130,deep,,,,,,,,
527116,SAT-63_315985,4307,4832,SAT-63,315985,malaspina,CALIN,SAT,M,Cell wall/membrane/envelope biogenesis,0,0.02778477722813076,SAT_SRR3966130,deep,,,,,,,,
94200,NAT-280_50855,41734,43609,NAT-280,50855,tara,CALIN,NAT,J,"Translation, ribosomal structure and biogenesis",0,0.042295528879446674,ERR598968,SRF,0.0837429030378622,515.0,0.14325304494955726,6.0,0.06362656265317335,19.0,nan,nan
94200,NAT-280_50855,41734,43609,NAT-280,50855,tara,CALIN,NAT,J,"Translation, ribosomal structure and biogenesis",0,0.14105735439625666,ERR598986,DCM,,,,,,,,
120963,NAT-32_MHASMcontig_1828408,1139,2534,NAT-32,MHASMcontig_1828408,tara,In0,NAT,L,"Replication, recombination and repair",0,0.0912383496735932,ERR598996,DCM,,,,,,,,
328131,NAT-143_8753,35031,36117,NAT-143,8753,tara,CALIN,NAT,E,Amino acid transport and metabolism,0,0.14679522736408193,ERR599095,DCM,0.07889571311152656,1015.0,0.03332079946779282,29.0,0.08844863041407616,30.0,nan,nan
328132,NAT-143_8753,36162,36501,NAT-143,8753,tara,CALIN,NAT,nan,nan,nan,0.0,ERR599095,DCM,0.07889571311152656,1015.0,0.03332079946779282,29.0,0.08844863041407616,30.0,nan,nan
336850,NAT-64_MHASMcontig_370840,1467,2433,NAT-64,MHASMcontig_370840,tara,complete,NAT,L,"Replication, recombination and repair",0,0.04030236513925645,ERR598985,MES,0.0914878168128015,733.0,0.07476100690295527,8.0,0.1815366443892264,21.0,0.0678404091888775,4.0
380506,NAT-145_2939,41922,43146,NAT-145,2939,tara,In0,NAT,L,"Replication, recombination and repair",0,0.2510403497203028,ERR598955,SRF,0.13489901427811546,856.0,0.06550391138962969,14.0,0.10538750016151148,17.0,nan,nan
395897,NAT-30_MHASMcontig_1525306,0,8829,NAT-30,MHASMcontig_1525306,tara,CALIN,NAT,Q,"Secondary metabolites biosynthesis, transport and catabolism",0,0.2127647629825551,ERR598944,MES,0.07921488074414901,228.0,0.047729113822520895,19.0,0.025187552495753742,4.0,0.12904037098440613,3.0
427557,NAT-276_MHASMcontig_270293,1109,2174,NAT-276,MHASMcontig_270293,tara,CALIN,NAT,X,"Mobilome: prophages, transposons",0,0.08124355104495548,ERR598985,MES,0.07033229909781373,2786.0,0.0508310560648625,61.0,0.0710306620488004,76.0,0.17580487130313768,9.0
433399,NAT-101_68765,11680,11887,NAT-101,68765,tara,CALIN,NAT,K,Transcription,0,0.06562050590246145,ERR598986,DCM,,,,,,,,
433399,NAT-101_68765,11680,11887,NAT-101,68765,tara,CALIN,NAT,K,Transcription,0,0.06777571449589558,ERR598996,DCM,,,,,,,,
433399,NAT-101_68765,11680,11887,NAT-101,68765,tara,CALIN,NAT,K,Transcription,0,0.0,ERR599095,DCM,,,,,,,,
433399,NAT-101_68765,11680,11887,NAT-101,68765,tara,CALIN,NAT,K,Transcription,0,0.0008022619878255285,ERR598944,MES,0.09672475229030228,1247.0,0.09448887711025834,27.0,0.06836204464824111,33.0,nan,nan
433399,NAT-101_68765,11680,11887,NAT-101,68765,tara,CALIN,NAT,K,Transcription,0,0.002399783702291405,ERR598964,MES,0.10615577974384646,1595.0,0.11996908835133335,36.0,0.0792226943225224,39.0,nan,nan
433399,NAT-101_68765,11680,11887,NAT-101,68765,tara,CALIN,NAT,K,Transcription,0,0.0041092659853516475,ERR598985,MES,0.12554823881169758,1966.0,0.10958536482283282,62.0,0.1272735844046218,44.0,0.09893522572664246,1.0
433399,NAT-101_68765,11680,11887,NAT-101,68765,tara,CALIN,NAT,K,Transcription,0,0.0010349103713707289,ERR599047,MES,0.09032269634577086,871.0,0.09670980998473612,20.0,0.08049904918675435,24.0,nan,nan
433400,NAT-101_68765,12183,12573,NAT-101,68765,tara,CALIN,NAT,nan,nan,nan,1.7938163190632963,ERR598944,MES,0.09672475229030228,1247.0,0.09448887711025834,27.0,0.06836204464824111,33.0,nan,nan
433400,NAT-101_68765,12183,12573,NAT-101,68765,tara,CALIN,NAT,nan,nan,nan,0.5378701643037276,ERR598985,MES,0.12554823881169758,1966.0,0.10958536482283282,62.0,0.1272735844046218,44.0,0.09893522572664246,1.0
433400,NAT-101_68765,12183,12573,NAT-101,68765,tara,CALIN,NAT,nan,nan,nan,0.6644775092095572,ERR599166,MES,0.14166645567587202,1954.0,0.14351868230232284,61.0,0.13113713999897336,46.0,0.13959143925105627,1.0
433401,NAT-101_68765,12840,13815,NAT-101,68765,tara,CALIN,NAT,nan,nan,nan,0.05985806284236825,ERR598944,MES,0.09672475229030228,1247.0,0.09448887711025834,27.0,0.06836204464824111,33.0,nan,nan
433401,NAT-101_68765,12840,13815,NAT-101,68765,tara,CALIN,NAT,nan,nan,nan,0.04618473072472782,ERR598964,MES,0.10615577974384646,1595.0,0.11996908835133335,36.0,0.0792226943225224,39.0,nan,nan
433401,NAT-101_68765,12840,13815,NAT-101,68765,tara,CALIN,NAT,nan,nan,nan,0.031664800895570375,ERR598985,MES,0.12554823881169758,1966.0,0.10958536482283282,62.0,0.1272735844046218,44.0,0.09893522572664246,1.0
433401,NAT-101_68765,12840,13815,NAT-101,68765,tara,CALIN,NAT,nan,nan,nan,0.159526746994887,ERR599166,MES,0.14166645567587202,1954.0,0.14351868230232284,61.0,0.13113713999897336,46.0,0.13959143925105627,1.0
8811,NAT-210_MHASMcontig_490483,15633,16242,NAT-210,MHASMcontig_490483,malaspina,CALIN,NAT,K,Transcription,0,1.5725677830941034,NAT_SRR3960572,deep,,,,,,,,
10993,NAT-123_MHASMcontig_945442,3381,3891,NAT-123,MHASMcontig_945442,malaspina,CALIN,NAT,G,Carbohydrate transport and metabolism,0,1.4823460054175364,NAT_SRR3960580,deep,,,,,,,,
10994,NAT-123_MHASMcontig_945442,3999,4758,NAT-123,MHASMcontig_945442,malaspina,CALIN,NAT,V,Defense mechanisms,0,1.5228239654511682,NAT_SRR3960580,deep,,,,,,,,
57930,NAT-129_MHASMcontig_872123,255,579,NAT-129,MHASMcontig_872123,malaspina,CALIN,NAT,O,"Posttranslational modification, protein turnover, chaperones",0,0.6002767039382105,NAT_SRR3960575,deep,,,,,,,,
57930,NAT-129_MHASMcontig_872123,255,579,NAT-129,MHASMcontig_872123,malaspina,CALIN,NAT,O,"Posttranslational modification, protein turnover, chaperones",0,0.8534688312194563,NAT_SRR3960577,deep,,,,,,,,
57931,NAT-129_MHASMcontig_872123,827,1475,NAT-129,MHASMcontig_872123,malaspina,CALIN,NAT,R,General function prediction only,0,0.3592505142375396,NAT_SRR3960575,deep,,,,,,,,
57931,NAT-129_MHASMcontig_872123,827,1475,NAT-129,MHASMcontig_872123,malaspina,CALIN,NAT,R,General function prediction only,0,0.5728551040889892,NAT_SRR3960577,deep,,,,,,,,
57932,NAT-129_MHASMcontig_872123,1588,2200,NAT-129,MHASMcontig_872123,malaspina,CALIN,NAT,I!!!R,Lipid transport and metabolism,0,0.7997788624828673,NAT_SRR3960575,deep,,,,,,,,
57932,NAT-129_MHASMcontig_872123,1588,2200,NAT-129,MHASMcontig_872123,malaspina,CALIN,NAT,I!!!R,Lipid transport and metabolism,0,0.8133192412714706,NAT_SRR3960577,deep,,,,,,,,
57932,NAT-129_MHASMcontig_872123,1588,2200,NAT-129,MHASMcontig_872123,malaspina,CALIN,NAT,I!!!R,General function prediction only,0,0.7997788624828673,NAT_SRR3960575,deep,,,,,,,,
57932,NAT-129_MHASMcontig_872123,1588,2200,NAT-129,MHASMcontig_872123,malaspina,CALIN,NAT,I!!!R,General function prediction only,0,0.8133192412714706,NAT_SRR3960577,deep,,,,,,,,
83667,NAT-127_107097,2720,3692,NAT-127,107097,malaspina,complete,NAT,C,Energy production and conversion,0,0.3907916690043326,NAT_SRR3960575,deep,,,,,,,,
162693,NAT-121_MHASMcontig_841820,74308,74632,NAT-121,MHASMcontig_841820,malaspina,CALIN,NAT,F!!!M,Nucleotide transport and metabolism,0,0.21919728987167492,NAT_SRR3960578,deep,,,,,,,,
162693,NAT-121_MHASMcontig_841820,74308,74632,NAT-121,MHASMcontig_841820,malaspina,CALIN,NAT,F!!!M,Cell wall/membrane/envelope biogenesis,0,0.21919728987167492,NAT_SRR3960578,deep,,,,,,,,
162694,NAT-121_MHASMcontig_841820,75770,76061,NAT-121,MHASMcontig_841820,malaspina,CALIN,NAT,D,"Cell cycle control, cell division, chromosome partitioning",0,0.7739325720575709,NAT_SRR3960578,deep,,,,,,,,
162695,NAT-121_MHASMcontig_841820,76618,77614,NAT-121,MHASMcontig_841820,malaspina,CALIN,NAT,H,Coenzyme transport and metabolism,0,0.32297587772483904,NAT_SRR3960578,deep,,,,,,,,
162696,NAT-121_MHASMcontig_841820,78760,79051,NAT-121,MHASMcontig_841820,malaspina,CALIN,NAT,I,Lipid transport and metabolism,0,0.4421250643430427,NAT_SRR3960578,deep,,,,,,,,
162697,NAT-121_MHASMcontig_841820,79219,79498,NAT-121,MHASMcontig_841820,malaspina,CALIN,NAT,J,"Translation, ribosomal structure and biogenesis",0,0.2874682753105701,NAT_SRR3960578,deep,,,,,,,,
248694,NAT-32_133236,53919,55296,NAT-32,133236,malaspina,In0,NAT,nan,nan,nan,4.972763206314043,NAT_SRR3960580,deep,,,,,,,,
270961,NAT-157_MHASMcontig_851904,145920,146946,NAT-157,MHASMcontig_851904,malaspina,complete,NAT,M,Cell wall/membrane/envelope biogenesis,0,0.08914226188907748,NAT_SRR3960575,deep,,,,,,,,
270965,NAT-157_MHASMcontig_851904,147849,148614,NAT-157,MHASMcontig_851904,malaspina,complete,NAT,G,Carbohydrate transport and metabolism,0,2.358513385166781,NAT_SRR3960575,deep,,,,,,,,
270969,NAT-157_MHASMcontig_851904,150871,151393,NAT-157,MHASMcontig_851904,malaspina,complete,NAT,E,Amino acid transport and metabolism,0,0.08810724383347965,NAT_SRR3960575,deep,,,,,,,,
270972,NAT-157_MHASMcontig_851904,152659,153355,NAT-157,MHASMcontig_851904,malaspina,complete,NAT,L,"Replication, recombination and repair",0,0.016134832197526167,NAT_SRR3960575,deep,,,,,,,,
270973,NAT-157_MHASMcontig_851904,153473,153749,NAT-157,MHASMcontig_851904,malaspina,complete,NAT,nan,nan,nan,0.05285982248811883,NAT_SRR3960575,deep,,,,,,,,
270977,NAT-157_MHASMcontig_851904,156458,156791,NAT-157,MHASMcontig_851904,malaspina,complete,NAT,T!!!T,Signal transduction mechanisms,0,0.10285519460132364,NAT_SRR3960575,deep,,,,,,,,
270977,NAT-157_MHASMcontig_851904,156458,156791,NAT-157,MHASMcontig_851904,malaspina,complete,NAT,T!!!T,Signal transduction mechanisms,0,0.10285519460132364,NAT_SRR3960575,deep,,,,,,,,
272034,NAT-32_MHASMcontig_1846491,4135,4444,NAT-32,MHASMcontig_1846491,malaspina,CALIN,NAT,H,Coenzyme transport and metabolism,0,0.15549144213940602,NAT_SRR3960575,deep,,,,,,,,
317700,NAT-157_MHASMcontig_923349,154738,155488,NAT-157,MHASMcontig_923349,malaspina,CALIN,NAT,I,Lipid transport and metabolism,0,0.21433487801015147,NAT_SRR3960580,deep,,,,,,,,
336848,NAT-64_MHASMcontig_370840,489,858,NAT-64,MHASMcontig_370840,malaspina,complete,NAT,P,Inorganic ion transport and metabolism,0,0.13814955335702633,NAT_SRR3960580,deep,,,,,,,,
339701,NAT-75_54696,46207,46825,NAT-75,54696,malaspina,CALIN,NAT,nan,nan,nan,0.4739779278210779,NAT_SRR3960575,deep,,,,,,,,
339703,NAT-75_54696,48723,49581,NAT-75,54696,malaspina,CALIN,NAT,O,"Posttranslational modification, protein turnover, chaperones",0,0.6438419703953654,NAT_SRR3960575,deep,,,,,,,,
364453,NAT-157_MHASMcontig_929501,730816,731167,NAT-157,MHASMcontig_929501,malaspina,CALIN,NAT,M,Cell wall/membrane/envelope biogenesis,0,0.4168110082653703,NAT_SRR3960577,deep,,,,,,,,
372747,NAT-129_MHASMcontig_976350,1221,1695,NAT-129,MHASMcontig_976350,malaspina,CALIN,NAT,nan,nan,nan,1.2324560510295373,NAT_SRR3960581,deep,,,,,,,,
372748,NAT-129_MHASMcontig_976350,1750,4345,NAT-129,MHASMcontig_976350,malaspina,CALIN,NAT,nan,nan,nan,0.6520296046973422,NAT_SRR3960581,deep,,,,,,,,
417866,NAT-46_MHASMcontig_385300,20709,21189,NAT-46,MHASMcontig_385300,malaspina,CALIN,NAT,H,Coenzyme transport and metabolism,0,1.8311355094772888,NAT_SRR3960581,deep,,,,,,,,
417867,NAT-46_MHASMcontig_385300,21207,22431,NAT-46,MHASMcontig_385300,malaspina,CALIN,NAT,G,Carbohydrate transport and metabolism,0,3.820833035818624,NAT_SRR3960581,deep,,,,,,,,
417868,NAT-46_MHASMcontig_385300,22638,23055,NAT-46,MHASMcontig_385300,malaspina,CALIN,NAT,H,Coenzyme transport and metabolism,0,2.2137820017209284,NAT_SRR3960581,deep,,,,,,,,
417869,NAT-46_MHASMcontig_385300,23239,24040,NAT-46,MHASMcontig_385300,malaspina,CALIN,NAT,nan,nan,nan,4.383331287470642,NAT_SRR3960581,deep,,,,,,,,
433399,NAT-101_68765,11680,11887,NAT-101,68765,malaspina,CALIN,NAT,nan,nan,nan,0.17551168630480934,NAT_SRR3960575,deep,,,,,,,,
433401,NAT-101_68765,12840,13815,NAT-101,68765,malaspina,CALIN,NAT,nan,nan,nan,1.2229827219766818,NAT_SRR3960575,deep,,,,,,,,
436849,NAT-157_91384,25378,25765,NAT-157,91384,malaspina,CALIN,NAT,L,"Replication, recombination and repair",0,0.013176334221306964,NAT_SRR3960575,deep,,,,,,,,
436849,NAT-157_91384,25378,25765,NAT-157,91384,malaspina,CALIN,NAT,L,"Replication, recombination and repair",0,0.04640861442208738,NAT_SRR3960578,deep,,,,,,,,
436856,NAT-157_91384,30061,30466,NAT-157,91384,malaspina,CALIN,NAT,M,Cell wall/membrane/envelope biogenesis,0,0.41635084334644507,NAT_SRR3960575,deep,,,,,,,,
340003,SP-133_MHASMcontig_3350026,128101,128641,SP-133,MHASMcontig_3350026,tara,complete,SP,X,"Mobilome: prophages, transposons",0,0.0,ERR598948,DCM,,,,,,,,
340003,SP-133_MHASMcontig_3350026,128101,128641,SP-133,MHASMcontig_3350026,tara,complete,SP,X,"Mobilome: prophages, transposons",0,0.0,ERR598999,MES,,,,,,,,
