contig,ocean,gene_callers_id,is_integron,COG_accession,COG_category,pnps_ERR599051,pnps_ERR598952,pnps_ERR598997,pnps_ERR598989,pnps_ERR599052,pnps_ERR598987,pnps_ERR599004,pnps_ERR598942,pnps_ERR598980,pnps_ERR599015,pnps_ERR599030,pnps_ERR598971,pnps_ERR598995
c_MHASMcontig_216681,NP,1738863,non-integron,N,Cell motility,,,,,0.062126485536542285,,,,,,,,
c_MHASMcontig_216681,NP,1738864,non-integron,N,Cell motility,,,,,0.5754760907713486,,,,,,,,
c_MHASMcontig_216681,NP,1738865,non-integron,D!!!N,"Cell cycle control, cell division, chromosome partitioning!!!Cell motility",,,,,0.08686727067802823,,,,,,,,
c_MHASMcontig_216681,NP,1738866,non-integron,K,Transcription,,,,,0.06072209043198073,,,,,,,,
c_MHASMcontig_216681,NP,1738869,non-integron,,,,,,,0.16851318451890746,,,,,,,,
c_MHASMcontig_216681,NP,1738870,non-integron,R,General function prediction only,,,,,0.1761586042190886,,,,,,,,
c_MHASMcontig_216681,NP,1738871,non-integron,,,,,,,0.24353617402547506,,,,,,,,
c_MHASMcontig_221383,NP,1755164,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,0.023609683148218482,0.060070156095982485,,,,,,,,0.08272424568713259
c_MHASMcontig_221383,NP,1755165,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,0.2319374651711319,,,,,,,,
c_MHASMcontig_226391,NP,1772013,non-integron,,,,,,,0.044135057846697474,,,0.10918546300942898,,,,,
c_MHASMcontig_226391,NP,1772014,non-integron,,,,,,,0.15154160997151042,,,0.14759663226273667,,,,,
c_MHASMcontig_226391,NP,1772015,non-integron,,,,,,,0.09718955943403183,,,0.05494336260329265,,,,,
c_MHASMcontig_226391,NP,1772016,integron,R,General function prediction only,,,,,0.04339834661437738,,,0.027611395389893517,,,,,
c_MHASMcontig_226391,NP,1772017,integron,R,General function prediction only,,,,,0.003543253461344466,,,0.0,,,,,
c_MHASMcontig_226391,NP,1772019,integron,,,,,,,,,,0.01939997329853536,,,,,
c_MHASMcontig_226391,NP,1772020,integron,R,General function prediction only,,,,,0.02341287922483617,,,0.0018062557704505969,,,,,
c_MHASMcontig_228719,NP,1780033,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,0.015666718477312627,0.011799272751671471,,,,,,,,
c_MHASMcontig_230322,NP,1785342,non-integron,L,"Replication, recombination and repair",,,,,0.023398109850918586,,,,,,,,
c_MHASMcontig_238440,NP,1813080,integron,X!!!X,"Mobilome: prophages, transposons!!!Mobilome: prophages, transposons",0.002568644303644416,,,,,,0.0,,,,,,
c_MHASMcontig_259897,NP,1884679,integron,,,,,,,0.06293431231152505,,,,,,,,
c_MHASMcontig_260278,NP,1886005,non-integron,,,,,,,2.6345216796695854,,,,,,,,
c_MHASMcontig_260278,NP,1886007,non-integron,,,,,,,1.2583586863091247,,,,,,,,
c_MHASMcontig_266535,NP,1906793,non-integron,C,Energy production and conversion,,,,,0.14678610054754387,,,,,,0.04912901761641406,,
c_MHASMcontig_267147,NP,1908908,non-integron,P,Inorganic ion transport and metabolism,,,,,0.6541330193785341,,,,,,,,
c_MHASMcontig_267147,NP,1908911,non-integron,G,Carbohydrate transport and metabolism,,,,,0.7896620229946061,,,,,,,,
c_MHASMcontig_267147,NP,1908912,non-integron,I,Lipid transport and metabolism,,,,,0.12812034419416735,,,,,,,,
c_MHASMcontig_269602,NP,1917131,non-integron,,,,,,,0.4508815504386851,,,,,,,,
c_MHASMcontig_269602,NP,1917132,non-integron,,,,,,,0.2293084153365396,,,,,,,,
c_MHASMcontig_269602,NP,1917133,integron,,,,,,,0.08002865323059495,,,,,,,,
c_MHASMcontig_269602,NP,1917134,non-integron,,,,,,,0.013111195131172957,,,,,,,,
c_MHASMcontig_271830,NP,1924572,non-integron,,,,,,,0.6799446462222941,,,,,,,,
c_MHASMcontig_271830,NP,1924575,integron,,,,,,,9.792938637064458,,,,,,,,
c_MHASMcontig_273516,NP,1929935,non-integron,L,"Replication, recombination and repair",,,,,0.01062966079671033,,,,,,,,
c_MHASMcontig_276033,NP,1938357,non-integron,,,,,,,0.015703981227796898,,,,,,,,
c_MHASMcontig_276033,NP,1938358,non-integron,,,,,,,0.0,,,,,,,,
c_MHASMcontig_276033,NP,1938359,integron,,,,,,,0.12063897364602183,,,,,,,,
c_MHASMcontig_276033,NP,1938360,integron,,,,,,,0.08989432601766982,,,,,,,,
c_MHASMcontig_276033,NP,1938362,non-integron,,,,,,,0.02245956739430852,,,,,,,,
c_MHASMcontig_277415,NP,1943195,non-integron,,,,0.0,,0.04168254479315031,0.04341204285427376,,,0.021637067617187943,,,0.062170323001088615,,0.0
c_MHASMcontig_277415,NP,1943196,non-integron,S,Function unknown,,,,,0.04998998326656194,,,,,,,,
c_MHASMcontig_277415,NP,1943199,integron,U,"Intracellular trafficking, secretion, and vesicular transport",,,,0.033140576684786885,0.23475052071573435,,,,,,,,
c_MHASMcontig_277415,NP,1943206,non-integron,C,Energy production and conversion,,,,,0.07207372842935653,,,0.001133657180459813,,,,,0.004339600830422146
c_MHASMcontig_277415,NP,1943207,non-integron,C,Energy production and conversion,,,,,0.0019738158704216933,,,0.006106500180588327,,,,,0.0022994564017840232
c_MHASMcontig_277415,NP,1943209,non-integron,C,Energy production and conversion,,,,,0.21432817641208085,,,,,,,,
c_MHASMcontig_277415,NP,1943210,non-integron,C,Energy production and conversion,,,,,0.022763226847879018,,,,0.007624723687780112,,,,0.0
c_MHASMcontig_277415,NP,1943211,non-integron,C,Energy production and conversion,,,,,0.05861985259384912,,,,0.0,,,,
c_MHASMcontig_277415,NP,1943212,non-integron,C,Energy production and conversion,,,,,0.0016176498550979168,,,,,,,,0.0018527436659090829
c_MHASMcontig_277415,NP,1943213,non-integron,,,,,,,,,,0.013813919453318951,,,,,
c_MHASMcontig_277415,NP,1943214,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,0.00048241848586841183,0.033947611336667814,,,,,,,,0.059769879344898136
c_MHASMcontig_277415,NP,1943218,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",,,,,0.10354681314801774,,,,,,,,
c_MHASMcontig_287159,NP,1975419,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",,,,,0.08683203504396199,,,,,,,,
c_MHASMcontig_295692,NP,2004144,integron,P,Inorganic ion transport and metabolism,,,,,0.473586457838941,,,,,,,,
c_MHASMcontig_296171,NP,2005622,non-integron,S,Function unknown,,,,,0.04207329851855189,,,,,,,,
c_MHASMcontig_296171,NP,2005623,integron,,,,,,,0.04055327734120262,,,,,,,,
c_MHASMcontig_296171,NP,2005625,integron,,,,,,,0.010267698793606271,,,,,,,,
c_MHASMcontig_296171,NP,2005628,integron,,,,,,,0.0,,,,,,,,
c_MHASMcontig_315234,NP,2068618,non-integron,,,,,,,2.2137037192714684,,,,,,,,
c_MHASMcontig_315234,NP,2068619,non-integron,K,Transcription,,,,,0.054179062569264816,,,,,,,,
c_MHASMcontig_315234,NP,2068626,non-integron,P,Inorganic ion transport and metabolism,,,,,0.1695779805190892,,,,,,,,
c_MHASMcontig_318237,NP,2079138,non-integron,E,Amino acid transport and metabolism,,,,0.038030130716351064,0.07904164960967701,,,0.04138540561765326,,,0.02130289645491195,,0.05593477719492986
c_MHASMcontig_318237,NP,2079139,integron,F,Nucleotide transport and metabolism,,,,,0.015407296791428696,,,,,,,,
c_MHASMcontig_318237,NP,2079140,integron,F,Nucleotide transport and metabolism,,,,,0.2828073555001787,,,,,,,,
c_MHASMcontig_318237,NP,2079141,integron,F,Nucleotide transport and metabolism,,,,,0.267600022321881,,,,,,,,
c_MHASMcontig_318237,NP,2079142,integron,,,,,,,0.5332436676427971,,,0.951032669931378,,,,,
c_MHASMcontig_318237,NP,2079143,non-integron,L,"Replication, recombination and repair",,,,,0.3381529301125801,,,,,,,,
c_MHASMcontig_318237,NP,2079144,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,0.014873527755341018,0.07361917788065811,,,0.05960190765049157,,,0.02988962789870529,,0.023533723230566333
c_MHASMcontig_318237,NP,2079145,non-integron,F,Nucleotide transport and metabolism,,,,0.01894807963183438,0.023711286911502955,,,0.013269203498966757,,,0.031185772053372963,,0.021208879953369432
c_MHASMcontig_318237,NP,2079146,non-integron,C,Energy production and conversion,,,,,0.3440890198875761,,,,,,,,
c_MHASMcontig_318237,NP,2079147,non-integron,S,Function unknown,,,,0.1713374077805008,0.025585820030268224,,,,,,,,
c_MHASMcontig_318237,NP,2079148,non-integron,I,Lipid transport and metabolism,,,,0.04499777074517488,0.0445381937890036,,,0.03876121439636505,,,0.02470936227007617,,0.012276492636665007
c_MHASMcontig_318237,NP,2079149,non-integron,I,Lipid transport and metabolism,,,,0.071859254706377,0.10074982707868636,,,,,,,,
c_MHASMcontig_318237,NP,2079150,non-integron,E,Amino acid transport and metabolism,,,,,0.03643703164939355,,,,,,,,
c_MHASMcontig_322768,NP,2094350,non-integron,,,,,,,0.0,,,,,,,,
c_MHASMcontig_331433,NP,2124433,integron,J,"Translation, ribosomal structure and biogenesis",,,,,,0.0,,,,,,,
c_MHASMcontig_331755,NP,2125664,integron,M,Cell wall/membrane/envelope biogenesis,,,,,,0.2000239286525382,,,,,,,
c_MHASMcontig_331755,NP,2125666,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,0.5688332438240568,,,,,,,
c_MHASMcontig_339782,NP,2154165,non-integron,M!!!O!!!M,"Cell wall/membrane/envelope biogenesis!!!Posttranslational modification, protein turnover, chaperones!!!Cell wall/membrane/envelope biogenesis",0.07340428910188918,,,,,0.09792261560546714,0.16003556443005112,,0.13119990646992313,0.06377913925769914,,,
c_MHASMcontig_347028,NP,2179600,non-integron,,,,,,,,,,,,,,0.3555861967465573,0.9064554784269041
c_MHASMcontig_347028,NP,2179601,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,0.09074581830390546
c_MHASMcontig_347028,NP,2179602,integron,M!!!O,"Cell wall/membrane/envelope biogenesis!!!Posttranslational modification, protein turnover, chaperones",,,,,,,,,0.11139399792224636,,,0.16651615033233194,
c_MHASMcontig_352827,NP,2199972,non-integron,R,General function prediction only,,,,,,,,,,,,0.020166015834610244,
c_MHASMcontig_352827,NP,2199973,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,0.13193126904929434,,,0.21350644671174773,
c_MHASMcontig_352827,NP,2199974,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,0.5126806252171388,,,0.6533242853554664,
c_MHASMcontig_352827,NP,2199975,non-integron,R,General function prediction only,,,,,,,,,0.22135969557252305,,,0.17951858770562915,
c_MHASMcontig_352827,NP,2199978,integron,,,,,,,,,,,,,,0.085064564610116,
c_MHASMcontig_352827,NP,2199979,integron,,,,,,,,,,,0.3096117386978093,,,0.20762754638893044,
c_MHASMcontig_352827,NP,2199980,integron,,,,,,,,,,,0.3590796171776564,,,0.5030006349362601,
c_MHASMcontig_356504,NP,2212770,non-integron,H,Coenzyme transport and metabolism,,,,,,0.04036575459688292,,,,0.04287070594975426,,0.05041698830234024,
c_MHASMcontig_357127,NP,2214911,integron,J,"Translation, ribosomal structure and biogenesis",,,,,,0.0,,,,,,,
c_MHASMcontig_359314,NP,2222980,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",,,,,,,,,0.06282621179674684,,,,
c_MHASMcontig_359314,NP,2222981,integron,E,Amino acid transport and metabolism,,,,,,,,,0.058211022610866026,,,,
c_MHASMcontig_359314,NP,2222982,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,0.12682378020542198,,,,
c_MHASMcontig_369337,NP,2258575,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,0.2398512125782509,,,,
c_MHASMcontig_369337,NP,2258577,integron,R,General function prediction only,,,,,,,,,0.3028355418127077,,,,
c_MHASMcontig_371119,NP,2264990,non-integron,,,0.2195173950544739,,,,,0.27236132473846325,,,,,,,
c_MHASMcontig_371119,NP,2264991,non-integron,E,Amino acid transport and metabolism,0.1418065506937501,,,,,0.15332551533003275,0.1303627768285904,,,0.07018662652276064,,,
c_MHASMcontig_380312,NP,2297712,integron,V,Defense mechanisms,,,,,,,0.146602566053671,,,,,,
c_MHASMcontig_387020,NP,2321834,non-integron,L,"Replication, recombination and repair",,,,,,,,,0.10947578808454968,,,0.2940122774572471,
c_MHASMcontig_387020,NP,2321835,integron,F,Nucleotide transport and metabolism,,,,,,,,,0.06023126621998134,,,0.10044420547736324,
c_MHASMcontig_387020,NP,2321836,non-integron,I,Lipid transport and metabolism,,,,,,,,,0.015065646926118944,,,0.2321211869199168,
c_MHASMcontig_393979,NP,2346752,non-integron,,,,,,,,0.0,,,,,,,
c_MHASMcontig_427627,NP,2459335,non-integron,,,,,,0.05054469340183591,,,,,,,,,
c_MHASMcontig_427627,NP,2459336,integron,,,,,,0.030508555256995962,,,,,,,0.020415214487323058,,
c_MHASMcontig_442764,NP,2506614,integron,C!!!H!!!R,Energy production and conversion!!!Coenzyme transport and metabolism!!!General function prediction only,,,,0.032934629487631394,0.03517560431222703,,,0.0587187587088058,,,0.024663568838499312,,
c_MHASMcontig_442764,NP,2506615,non-integron,C,Energy production and conversion,,,,0.041786348567890916,,,,,,,0.05207723269477573,,
c_MHASMcontig_443005,NP,2507414,non-integron,E,Amino acid transport and metabolism,,,,0.012551996442362628,,,,,,,0.021610808045270533,,
c_MHASMcontig_443005,NP,2507415,non-integron,E,Amino acid transport and metabolism,,,,0.06536079107985789,,,,,,,0.0647587052818764,,
c_MHASMcontig_443005,NP,2507416,integron,R,General function prediction only,,,,0.011856823544292672,,,,,,,0.009880010379795492,,
c_MHASMcontig_454087,NP,2542095,integron,L,"Replication, recombination and repair",,,,0.006328685311124787,,,,,,,0.0013482372689736805,,0.01693677311389389
c_MHASMcontig_457522,NP,2552759,non-integron,,,,,,0.0,,,,,,,,,
c_MHASMcontig_457522,NP,2552761,integron,,,,,,0.0,,,,,,,,,
c_MHASMcontig_457522,NP,2552763,non-integron,,,,,,0.0814502932163481,,,,,,,,,
c_MHASMcontig_465247,NP,2576765,non-integron,,,,,,0.2020477850473227,,,,,,,,,
c_MHASMcontig_465247,NP,2576766,non-integron,,,,,,1.1325400687940177,,,,,,,,,
c_MHASMcontig_469344,NP,2589599,non-integron,H,Coenzyme transport and metabolism,,,,0.07594307026776036,,,,,,,0.15955320715238994,,
c_MHASMcontig_469344,NP,2589600,integron,H,Coenzyme transport and metabolism,,,0.0891684700876646,0.14826951149881035,,,,,,,0.1945794229968976,,
c_MHASMcontig_475250,NP,2608271,integron,K,Transcription,,0.009571873281307831,0.0054153039875060975,0.010989092788215785,,,,,,,0.014987920568893512,,
c_MHASMcontig_478919,NP,2619594,integron,L,"Replication, recombination and repair",,,,0.0946244362596035,,,,,,,,,
c_MHASMcontig_478919,NP,2619595,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,0.30435047066959564,,,,,,,,,
c_MHASMcontig_480422,NP,2624292,integron,M!!!M,Cell wall/membrane/envelope biogenesis!!!Cell wall/membrane/envelope biogenesis,,,,0.04028731656702438,,,,,,,0.035037275569342996,,
c_MHASMcontig_480422,NP,2624293,integron,,,,,,0.09781489454650276,,,,,,,,,
c_MHASMcontig_481961,NP,2629062,non-integron,E,Amino acid transport and metabolism,,,,0.06470973651011461,0.1704193437657442,,,0.013462238582581748,,,,,
c_MHASMcontig_481961,NP,2629063,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,0.12050505690152875,0.04780569988643134,,,,,,,,
c_MHASMcontig_481961,NP,2629064,non-integron,,,,,,0.15579097956579746,,,,,,,,,
c_MHASMcontig_481961,NP,2629066,integron,J,"Translation, ribosomal structure and biogenesis",,,,,0.060601894188618326,,,0.04030631891933837,,,,,0.02959333874523789
c_MHASMcontig_483949,NP,2635314,non-integron,K,Transcription,,,,0.01625038890509155,,,,,,,,,0.0014985710862423741
c_MHASMcontig_483949,NP,2635316,non-integron,,,,,,0.26887059683870923,,,,,,,,,
c_MHASMcontig_483949,NP,2635317,non-integron,I,Lipid transport and metabolism,,,,0.039338385133028654,,,,,,,,,
c_MHASMcontig_483949,NP,2635318,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,0.03439355631767537,,,,,,,,,
c_MHASMcontig_483949,NP,2635319,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,0.0022438016667618247,,,,,,,,,
c_MHASMcontig_483949,NP,2635321,non-integron,,,,,,0.16038350341477647,,,,,,,,,
c_MHASMcontig_483949,NP,2635323,non-integron,T,Signal transduction mechanisms,,,,0.0907427204546338,,,,,,,,,
c_MHASMcontig_483949,NP,2635324,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,0.003668488940054247,,,,,,,,,
c_MHASMcontig_483949,NP,2635325,integron,L!!!S,"Replication, recombination and repair!!!Function unknown",,,,0.09567824829264787,,,,,,,,,
c_MHASMcontig_483949,NP,2635328,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,0.106076545702374,,,,,,,,,
c_MHASMcontig_483949,NP,2635329,non-integron,,,,,,0.01737930521902271,,,,,,,,,
c_MHASMcontig_483949,NP,2635331,non-integron,,,,,,0.049536598680356335,,,,,,,,,
c_MHASMcontig_485196,NP,2639114,non-integron,,,,,,0.23551904059688025,,,,,,,0.3125224025088636,,
c_MHASMcontig_509358,NP,2690303,non-integron,I,Lipid transport and metabolism,,,,,,,,,,,,,0.16213474343643253
c_MHASMcontig_509358,NP,2690304,integron,C!!!C,Energy production and conversion!!!Energy production and conversion,,,,,,,,,,,,,0.038765426926923904
c_MHASMcontig_510960,NP,2693745,integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,0.0,
c_MHASMcontig_510960,NP,2693746,integron,V,Defense mechanisms,,,,,,,,,,,,0.22590056879876674,
c_MHASMcontig_510960,NP,2693747,integron,V,Defense mechanisms,,,,,,,,,,,,0.10985936437892913,
c_MHASMcontig_510960,NP,2693748,integron,E,Amino acid transport and metabolism,,,,,,,,,,,,0.028301775361187564,
c_MHASMcontig_572354,NP,2827850,integron,J!!!O,"Translation, ribosomal structure and biogenesis!!!Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,0.09706842299985648,
c_MHASMcontig_572354,NP,2827853,non-integron,K,Transcription,,,,,,,,,,,,0.3380281690140836,
c_MHASMcontig_575979,NP,2837649,non-integron,,,,,,,,,,,,,,0.40897890786762253,
c_MHASMcontig_579137,NP,2845487,non-integron,C,Energy production and conversion,,,,,,,,,,,,0.0792624056949812,
c_MHASMcontig_579137,NP,2845489,non-integron,C,Energy production and conversion,,,,,,,,,,,,0.015663405748721316,
c_MHASMcontig_579137,NP,2845491,non-integron,C,Energy production and conversion,,,,,,,,,,,,0.0,
c_MHASMcontig_579137,NP,2845492,integron,C,Energy production and conversion,,,,,,,,,,,,0.060929465411855725,
c_MHASMcontig_584008,NP,2857885,non-integron,,,0.07567846962754858,,,,,,0.08252083978317654,,,0.08186170110451653,,,
c_MHASMcontig_584008,NP,2857886,integron,,,0.008919203793384123,,,,,,0.013217051838478341,,,0.034664832984077326,,,
c_MHASMcontig_587970,NP,2867653,non-integron,,,,,,,,,,,0.18850370076010486,,,1.8336122680949387,
c_MHASMcontig_587970,NP,2867657,non-integron,L,"Replication, recombination and repair",,,,,,,,,0.1785907347180487,,,0.10253057806448733,
c_MHASMcontig_587970,NP,2867658,integron,I,Lipid transport and metabolism,,,,,,,,,,,,0.0019910957214037467,
c_MHASMcontig_588592,NP,2869206,non-integron,,,,,,,,,,,,,,0.16864979710731567,
c_MHASMcontig_589518,NP,2871417,integron,H!!!R,Coenzyme transport and metabolism!!!General function prediction only,0.027355333280646887,,,,,,0.01581487629432742,,,,,0.068095313062641,
c_MHASMcontig_589518,NP,2871418,non-integron,,,0.0732330669222425,,,,,0.07864121677721196,0.07694926089375735,,,0.06544025658186968,,0.07653261589075483,
c_MHASMcontig_589518,NP,2871419,non-integron,T!!!K,Signal transduction mechanisms!!!Transcription,0.14983629545499674,,,,,0.1363986131268297,0.13818986439247055,,,0.11652984723479134,,0.1621278128148324,
c_MHASMcontig_589518,NP,2871420,integron,T,Signal transduction mechanisms,0.2107451934351229,,,,,,0.21161398265360928,,,,,0.2249111580648808,
c_MHASMcontig_594211,NP,2884268,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,0.04972194962381397,
c_MHASMcontig_597858,NP,2893181,non-integron,,,,,,,,,,,,,,2.3461993369531005,
c_MHASMcontig_598416,NP,2894575,non-integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,,,,,,,,,,,0.7137533830403779
c_MHASMcontig_599569,NP,2897721,integron,,,,,,,,,,,,,,1.3418262298313417,
c_MHASMcontig_601809,NP,2903116,non-integron,,,,,,,,,,,,,,0.4229013142770217,
c_MHASMcontig_610001,NP,2923747,non-integron,L,"Replication, recombination and repair",,,,,,,,,0.1390010274849138,,,0.0692653332470485,
c_MHASMcontig_610001,NP,2923752,integron,V,Defense mechanisms,,,,,,,,,,,,0.03712782383344215,
c_MHASMcontig_610001,NP,2923753,integron,V,Defense mechanisms,,,,,,,,,,,,0.047893051220732376,
c_MHASMcontig_610001,NP,2923755,integron,K,Transcription,,,,,,,,,0.05584133128940375,,,0.1699637818019498,
c_MHASMcontig_612094,NP,2929097,integron,,,,,,,,,,,0.08420346776511124,,,,
c_MHASMcontig_617837,NP,2943673,integron,,,,,,,,,0.23601594332485,,,,,,
c_MHASMcontig_621521,NP,2953919,integron,,,0.8915643795774615,,,,,,1.1760699194654258,,0.8713107512642023,,,0.835914054198295,
c_MHASMcontig_621954,NP,2955068,non-integron,I,Lipid transport and metabolism,0.1405844145021517,,,,,,0.0877161190106719,,,,,0.1165310267655172,
c_MHASMcontig_621954,NP,2955069,non-integron,,,0.036776716667227684,,,,,0.09686283362129773,0.16927733932403646,,,0.10249202852897007,,0.11772942286407932,
c_MHASMcontig_621954,NP,2955070,integron,E,Amino acid transport and metabolism,,,,,,0.04830366138669357,,,0.02692722954863373,0.08501403401956803,,0.12177939847430624,
c_MHASMcontig_621954,NP,2955071,integron,E!!!G,Amino acid transport and metabolism!!!Carbohydrate transport and metabolism,0.06164234548716858,,,,,0.055549325837276835,0.04723320079549667,,,0.0901033013509227,,0.048441682401124224,
c_MHASMcontig_625570,NP,2964568,integron,,,,,,,,,,,,,,0.05295891152840596,
c_MHASMcontig_629629,NP,2974902,integron,,,,,,,,,,,0.7284391242646461,,,,
c_MHASMcontig_631805,NP,2980582,non-integron,V,Defense mechanisms,,,,,,,,,,,,0.4469436407281971,
c_MHASMcontig_631805,NP,2980589,integron,,,,,,,,,,,,,,0.6106945664431425,
c_MHASMcontig_632013,NP,2981125,integron,,,,,,,,,,,0.520927250081619,,,,
c_MHASMcontig_672109,NP,3045445,integron,,,,,,0.5068366090869636,1.234839485082944,,,0.7704800651679882,0.5622517473616405,,0.6999710822710397,,1.0332322723412373
c_MHASMcontig_672257,NP,3045659,non-integron,E,Amino acid transport and metabolism,,,,,,,,,0.6103817600498466,,,0.1651012951604133,
c_MHASMcontig_672257,NP,3045660,non-integron,,,,,,,,,,,0.028722772039632312,,,0.042275643585065185,
c_MHASMcontig_672257,NP,3045661,non-integron,L,"Replication, recombination and repair",,,,,,,,,0.0044931864414390335,,,0.005403652090785772,
c_MHASMcontig_672257,NP,3045662,integron,,,,,,,,,,,0.1127519541663076,,,0.06815710114781671,
c_MHASMcontig_672257,NP,3045663,integron,R,General function prediction only,,,,,,,,,0.0009275408825966107,,,0.0042116111893950505,
c_MHASMcontig_756876,NP,3169053,non-integron,,,,,,,,,,,,,,0.08894584577389393,
c_MHASMcontig_756876,NP,3169054,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,0.01208562750778076,,,0.033676962092800494,
c_MHASMcontig_841590,NP,3295159,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,,0.06173322905951599
c_MHASMcontig_860744,NP,3390249,non-integron,,,,,,,0.11509703142343293,,,0.11461828211318932,,,,,0.08467855490515505
c_MHASMcontig_889133,NP,3540397,non-integron,,,,,,,,,,0.14571252775767127,,,,,
c_MHASMcontig_905950,NP,3614155,integron,,,,,,,0.03228613091632135,,,0.0384065869901817,,,,,0.028549626107268224
c_MHASMcontig_914453,NP,3637121,non-integron,T,Signal transduction mechanisms,,,,,,,,,,,,0.02383211516060315,
c_MHASMcontig_914453,NP,3637123,non-integron,,,,,,,,,,,0.0015892860790730347,,,0.006289315147435696,
c_MHASMcontig_922293,NP,3649377,non-integron,C,Energy production and conversion,,,,,,,,,,,,0.038181783384975,
c_MHASMcontig_942071,NP,3680625,non-integron,R,General function prediction only,,,,,,,,,,,,0.10855745721271333,
c_MHASMcontig_942071,NP,3680629,non-integron,,,,,,,,,,,,,,0.02892405371694594,
c_MHASMcontig_944005,NP,3683779,integron,T,Signal transduction mechanisms,,,,,,,,0.0919778699861682,,0.08278008298755139,,,
c_MHASMcontig_957066,NP,3704694,non-integron,,,,,,,,,,,0.2857218931517854,,,,
c_MHASMcontig_958983,NP,3707616,integron,E!!!E,Amino acid transport and metabolism!!!Amino acid transport and metabolism,,,,,,,,,0.0,,,,
c_MHASMcontig_960813,NP,3710638,non-integron,R,General function prediction only,,,,,,,,,,,,0.040025312450561734,
c_MHASMcontig_960813,NP,3710639,non-integron,C!!!R,Energy production and conversion!!!General function prediction only,,,,,,,,,,,,0.0051722138114202645,
c_MHASMcontig_960813,NP,3710640,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,0.03968718786868273,
c_MHASMcontig_960813,NP,3710641,non-integron,V,Defense mechanisms,,,,,,,,,,,,0.0,
c_MHASMcontig_963522,NP,3715269,non-integron,L,"Replication, recombination and repair",,,,,,,,,0.0022347776679989733,,,0.010973502948145709,
c_MHASMcontig_979760,NP,3741128,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,,0.17114421204424798,
c_MHASMcontig_981810,NP,3744781,non-integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,,,,,,,0.4070195365742832,,,,
c_MHASMcontig_985541,NP,3750825,integron,,,0.04985976496947393,,,,,,0.06790899847630487,,,,,,
c_MHASMcontig_989244,NP,3756892,non-integron,,,,,,,,,,,1.4527426101417844,,,,
c_MHASMcontig_989244,NP,3756893,non-integron,,,,,,,,,,,0.1335754023529065,,,,
c_MHASMcontig_991814,NP,3761719,integron,,,,,,,,,,,0.3893151578397319,,,,
c_MHASMcontig_1000891,NP,3785383,integron,,,,,,,,,,,0.2365412874711127,,,,
c_MHASMcontig_1000891,NP,3785384,integron,,,,,,,,,,,,,,0.11897443069520923,
c_MHASMcontig_1002738,NP,3790178,non-integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,,,0.043717521677902764,,0.2334101385176761,0.060931857539679765,0.2520348594959749,0.2349978511674742,,0.1887566697904108,0.07400225557444122
c_MHASMcontig_1002738,NP,3790179,integron,R,General function prediction only,,,,,,,,,0.2923938806279547,0.4066720207926522,,0.24386244631844395,
c_MHASMcontig_1004291,NP,3794569,non-integron,,,,,,,,,,,,,,0.056566277461719314,
c_MHASMcontig_1004291,NP,3794573,integron,,,,,,,,,,,,,,1.3032205497805172,
c_MHASMcontig_1011441,NP,3812984,integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,0.31644619116587713,,,,
c_MHASMcontig_1013677,NP,3818656,non-integron,L,"Replication, recombination and repair",,,,,,,,,0.04885087773032422,,,0.0491446424179639,
c_MHASMcontig_1017887,NP,3829611,non-integron,T,Signal transduction mechanisms,,,,,,,,,,,,0.06669897844157133,
c_MHASMcontig_1017887,NP,3829612,non-integron,N,Cell motility,,,,,,,,,,,,0.005613607825510922,
