contig,ocean,gene_callers_id,is_integron,COG_accession,COG_category,pnps_ERR598952,pnps_ERR599007,pnps_ERR598997,pnps_ERR599132,pnps_ERR599346,pnps_ERR594404,pnps_ERR599064,pnps_ERR599128,pnps_ERR598994,pnps_ERR594395,pnps_ERR599055,pnps_ERR599067,pnps_ERR599065,pnps_ERR599168,pnps_ERR594325,pnps_ERR598978,pnps_ERR599144,pnps_ERR599118,pnps_ERR599353,pnps_ERR598965,pnps_ERR599108,pnps_ERR598943,pnps_ERR598971,pnps_ERR599349,pnps_ERR594313,pnps_ERR598962
c_68578,CPC,597748,integron,,,,,,,,,,,,,,,,,,,,,,,,,6.59494289553238,,,
c_68848,CPC,602730,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,,,,0.052074409575088285,,,
c_68848,CPC,602731,non-integron,L,"Replication, recombination and repair",,,,0.11237966356066124,,,,,,,,,,,,,,,,,,,0.1493921690681101,,,
c_68848,CPC,602732,integron,F,Nucleotide transport and metabolism,,,,0.03525226402568318,,,,,,,,,,,,,,,,,,,0.10812710628842602,,,
c_68848,CPC,602733,non-integron,I,Lipid transport and metabolism,,,,0.13585151145521754,,,,,,,,,,,,,,,,,,,,,,
c_68848,CPC,602734,non-integron,I,Lipid transport and metabolism,,,,0.11185731743658714,,,,0.2062690405189528,,,,,,,,,,,,,,,0.06679436159791778,,,
c_68848,CPC,602735,non-integron,G,Carbohydrate transport and metabolism,,,,0.09852711106776646,,,,,,,,,,,,,,,,,,,0.08805740309707802,,,
c_69379,CPC,613227,non-integron,H,Coenzyme transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,0.2600688097249996,,,
c_69379,CPC,613228,integron,R,General function prediction only,,,,0.24138099730909146,,,,,,,,,,,,,,,,,,,0.2269554478159157,,,
c_69379,CPC,613229,integron,G,Carbohydrate transport and metabolism,,,,0.025786231960451617,,,,,,,,,,,,,,,,,,,0.0316178878501454,,,
c_86752,CPC,670758,non-integron,,,,0.03685073069121903,,,0.05961696525236384,,,,,,,,,,,0.03526043657073265,,,0.061241193977681525,,,,,0.058987943951468925,,
c_86752,CPC,670759,non-integron,,,,,,,0.0643593514744502,,,,,,,,,,,,,,0.07317087014556256,,,,,0.0638884467946061,,
c_86752,CPC,670760,integron,,,,,,,0.010518119790739851,,,,,,,,,,,,,,0.049157889178831835,,,,,0.06384598265023428,,
c_86752,CPC,670761,integron,,,,,,,0.0,,,,,,,,,,,,,,0.003893966085445596,,,,,,,
c_86752,CPC,670762,integron,,,,,,,0.03610343105491678,,,,,,,,,,,,,,0.04388625664781605,,,,,0.044277937720915664,,
c_86752,CPC,670764,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.14235379549772534,,
c_86752,CPC,670766,non-integron,,,,,,,0.01751346851800854,,,,,,,,,,,,,,0.0987136099819494,,,,,0.09347863751963574,,
c_86752,CPC,670768,non-integron,,,,,,,0.4117167318408802,,,,,,,,,,,,,,0.4616727098078796,,,,,0.2365529869535392,,
c_86752,CPC,670769,non-integron,,,,,,,0.02816366118052512,,,,,,,,,,,,,,0.026278027830787386,,,,,0.009003176462911851,,
c_86752,CPC,670770,non-integron,,,,,,,0.21176243675003367,,,,,,,,,,,,,,0.11863606137509812,,,,,0.17560263979548582,,
c_86752,CPC,670771,non-integron,,,,,,,0.3571998383901458,,,,,,,,,,,,,,0.22303127229209746,,,,,0.2833631286233161,,
c_86752,CPC,670772,non-integron,,,,,,,0.042107220424684635,,,,,,,,,,,,,,0.05057256490003851,,,,,0.049647486741867884,,
c_86752,CPC,670773,non-integron,,,,,,,0.00634926816368039,,,,,,,,,,,,,,0.0025902783844994662,,,,,0.004711777565793698,,
c_87102,CPC,676448,non-integron,,,,,,,0.1897032381517976,,,,,,,,,,,0.17970315930294384,,,,,,,,,,
c_87102,CPC,676449,non-integron,R,General function prediction only,,0.0,,,,,,,,,,,,,,0.17397390043420394,,,0.04852835550711022,,,,,,,
c_87102,CPC,676450,non-integron,,,,,,,,,,,,,,,,,,0.005340874326904965,,,,,,,,,,
c_87102,CPC,676451,non-integron,,,,,,,,,,,,,,,,,,0.13373608918466556,,,,,,,,,,
c_87102,CPC,676452,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,0.07091217778339605,,,,,,,,,,
c_87102,CPC,676453,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,,,0.04615085398839626,,,,,,,,,,
c_87102,CPC,676454,non-integron,,,,,,,,,,,,,,,,,,0.02052959555231443,,,,,,,,,,
c_87102,CPC,676455,non-integron,,,,,,,,,,,,,,,,,,0.003545098063674977,,,,,,,,,,
c_87102,CPC,676456,non-integron,,,,0.0,,,0.05190802913698511,,,,,,,,,,,0.028906987670000613,,,,,,,,,,
c_87102,CPC,676457,non-integron,L,"Replication, recombination and repair",,0.0,,,,,,,,,,,,,,0.008346455855810142,,,0.0,,,,,,,
c_87102,CPC,676458,non-integron,,,,,,,,,,,,,,,,,,0.0355920488444087,,,0.054052890196448516,,,,,,,
c_87102,CPC,676459,non-integron,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
c_87102,CPC,676461,non-integron,L,"Replication, recombination and repair",,0.06518768299809788,,,0.027973654640915464,,,,,,,,,,,0.017669519702834594,,,0.023983880810466804,,,,,,,
c_87102,CPC,676462,non-integron,,,,,,,,,,,,,,,,,,0.02658237703630075,,,,,,,,,,
c_87102,CPC,676463,non-integron,,,,,,,0.05050583568700485,,,,,,,,,,,0.013233767687133302,,,,,,,,,,
c_87102,CPC,676464,non-integron,,,,,,,0.05219146538851493,,,,,,,,,,,0.010712230899722588,,,,,,,,0.0,,
c_87102,CPC,676465,non-integron,,,,,,,,,,,,,,,,,,0.05493954037225579,,,,,,,,,,
c_87102,CPC,676466,non-integron,L,"Replication, recombination and repair",,0.017490143998796115,,,0.01656641683779976,,,,,,,,,,,0.012022835596188051,,,0.03403851101304168,,,,,,,
c_87102,CPC,676467,non-integron,,,,,,,0.0778675223357818,,,,,,,,,,,0.031908618203742946,,,,,,,,,,
c_87102,CPC,676468,non-integron,,,,,,,,,,,,,,,,,,0.027085895577506288,,,0.0,,,,,,,
c_87102,CPC,676469,non-integron,,,,,,,0.02217741675987445,,,,,,,,,,,0.09215389082081828,,,,,,,,,,
c_87102,CPC,676470,non-integron,,,,,,,,,,,,,,,,,,0.03807708196766197,,,,,,,,,,
c_87102,CPC,676471,integron,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
c_87102,CPC,676472,integron,,,,,,,,,,,,,,,,,,0.129147146521047,,,,,,,,,,
c_87102,CPC,676473,integron,,,,,,,0.13289127952566254,,,,,,,,,,,0.07250206182703921,,,0.0038852774695187584,,,,,,,
c_87102,CPC,676474,non-integron,,,,0.17554749485876395,,,0.0959366296997262,,,,,,,,0.09862804357497912,,,0.07563068928479746,,0.0999571363884259,0.07480357518577592,,,0.008021627367170998,,0.3318488591181528,,
c_87102,CPC,676475,non-integron,,,,,,,0.02277055278242895,,,,,,,,,,,,,,0.037462927125391135,,,,,,,
c_87459,CPC,682206,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.36488573753514336,,
c_87459,CPC,682208,integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.05045574472121977,,
c_87459,CPC,682209,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.5283119124672518,,
c_87459,CPC,682210,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
c_87459,CPC,682211,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
c_87459,CPC,682212,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.05812031169361871,,
c_87459,CPC,682213,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.21322068204121855,,
c_87459,CPC,682215,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.22173458334638546,,
c_87575,CPC,683945,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.042888910679581935,,
c_87575,CPC,684042,non-integron,C,Energy production and conversion,,,,,,,,,,,,,,,,,,,,,,,,0.1113472787332659,,
c_87575,CPC,684045,non-integron,C,Energy production and conversion,,,,,,,,,,,,,,,,,,,0.00675002103195685,,,,,0.036928867508712326,,
c_87575,CPC,684046,non-integron,C,Energy production and conversion,,,,,,,,,,,,,,,,,,,,,,,,0.09810697218919116,,
c_88053,CPC,691011,integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.013954579484159228,,
c_88053,CPC,691012,integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.5518961734691665,,
c_88562,CPC,698356,non-integron,,,,,,,0.09601844258830253,,,,,,,,,,,,,,0.12908436165552822,,,,,,,
c_88562,CPC,698357,non-integron,,,,,,,0.2509574261410249,,,,,,,,,,,,,,0.22978962333955466,,,,,,,
c_88562,CPC,698358,non-integron,,,,,,,0.15835347981380818,,,,,,,,,,,,,,0.16254306693306186,,,,,0.0599530593564938,,
c_88562,CPC,698359,non-integron,,,,,,,0.2787984151281711,,,,,,,,,,,,,,0.2075544241130169,,,,,,,
c_88562,CPC,698361,non-integron,,,,,,,0.030392153443869536,,,,,,,,,,,,,,0.04847324014340383,,,,,0.0072064977085330014,,
c_88562,CPC,698362,non-integron,,,,,,,0.18528734430845112,,,,,,,,,,,,,,0.15107462438849978,,,,,0.3862394029640124,,
c_88562,CPC,698363,non-integron,,,,,,,0.14080785697017642,,,,,,,,,,,,,,0.14710666372939726,,,,,0.1185373631374616,,
c_88562,CPC,698364,non-integron,,,,,,,0.08043674017666959,,,,,,,,,,,,,,0.053018277712173115,,,,,0.009947868407506277,,
c_88562,CPC,698365,integron,,,,,,,0.07284157657385801,,,,,,,,,,,,,,0.07473191820606123,,,,,,,
c_88562,CPC,698366,integron,,,,,,,0.19976740650425825,,,,,,,,,,,,,,0.13202289751955326,,,,,0.10854851643945423,,
c_88562,CPC,698367,integron,,,,,,,0.10442300847480056,,,,,,,,,,,,,,0.13352995889491434,,,,,,,
c_88562,CPC,698368,integron,,,,,,,0.03503993744292416,,,,,,,,,,,,,,,,,,,,,
c_88562,CPC,698371,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
c_88562,CPC,698375,non-integron,,,,,,,0.04353241084591989,,,,,,,,,,,,,,0.02695676210844585,,,,,0.030040585244243717,,
c_89374,CPC,710220,non-integron,,,,,,,0.09149837179758027,,,,,,,,,,,0.03275226340298097,,,0.09137017576916172,,,,,0.056823307966126564,,
c_89374,CPC,710221,non-integron,,,,,,,0.03161100192275365,,,,,,,,,,,,,,0.06901133759203544,,,,,0.029477861435221187,,
c_89374,CPC,710223,non-integron,,,,,,,0.07858968431090617,,,,,,,,,,,,,,0.03868204795472103,,,,,,,
c_89374,CPC,710225,non-integron,,,,,,,0.028123919573188418,,,,,,,,,,,,,,0.04759176120802463,,,,,,,
c_89374,CPC,710226,non-integron,,,,,,,0.04960167767520824,,,,,,,,,,,,,,0.05903141080326917,,,,,,,
c_89374,CPC,710227,integron,,,,,,,0.16200756032623229,,,,,,,,,,,,,,0.15705359073068784,,,,,,,
c_89374,CPC,710228,integron,,,,,,,0.05650249852867514,,,,,,,,,,,,,,0.062340451417075976,,,,,0.09062608470966864,,
c_89374,CPC,710229,integron,,,,,,,0.14795642209878834,,,,,,,,,,,,,,0.12121410107772132,,,,,,,
c_89374,CPC,710230,integron,,,,,,,0.14727392533476524,,,,,,,,,,,,,,0.1312168312597563,,,,,,,
c_89374,CPC,710231,integron,,,,,,,0.08290664173536523,,,,,,,,,,,,,,0.1080860818416042,,,,,0.015805433226574194,,
c_89374,CPC,710232,integron,,,,,,,0.05487534899299586,,,,,,,,,,,,,,,,,,,,,
c_89374,CPC,710233,integron,,,,,,,0.16198021897634673,,,,,,,,,,,,,,,,,,,,,
c_89374,CPC,710234,integron,,,,,,,0.08050005557012876,,,,,,,,,,,,,,0.019653692622504836,,,,,,,
c_89374,CPC,710239,non-integron,,,,,,,0.03534070096629415,,,,,,,,,,,,,,0.04111491837636312,,,,,,,
c_89374,CPC,710241,non-integron,,,,,,,0.6020178137631382,,,,,,,,,,,,,,0.30842686097691113,,,,,,,
c_89374,CPC,710242,non-integron,X!!!S,"Mobilome: prophages, transposons!!!Function unknown",,,,,0.052908034029613984,,,,,,,,,,,,,,0.05238391117554992,,,,,0.06321951303806311,,
c_89374,CPC,710243,non-integron,,,,,,,0.5988951754337778,,,,,,,,,,,,,,0.5998620538626984,,,,,,,
c_90427,CPC,725279,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,,,0.07896841263494474,,,,,,,
c_90427,CPC,725323,non-integron,P!!!P,Inorganic ion transport and metabolism!!!Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
c_90427,CPC,725324,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,,,0.20332215480246565,,,,,0.08548384753088033,,
c_90427,CPC,725346,non-integron,K!!!S,Transcription!!!Function unknown,,,,,,,,,,,,,,,,,,,,,,,,0.3134261515963937,,
c_90427,CPC,725353,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.3066430710017544,,
c_90777,CPC,729727,non-integron,I,Lipid transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
c_90777,CPC,729768,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,,,,,,,,0.06037800247450865,,
c_90777,CPC,729809,non-integron,S,Function unknown,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
c_90777,CPC,729810,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,,,,,,,,0.2346044350028836,,
c_90777,CPC,729852,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,0.008079112512075609,,
c_90777,CPC,729859,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
c_90777,CPC,729895,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,,,,,,,,0.04869469355487805,,
c_90777,CPC,729904,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,0.025440725358829158,,
c_90777,CPC,729905,non-integron,S,Function unknown,,,,,,,,,,,,,,,,,,,,,,,,0.08516123241192948,,
c_90777,CPC,729970,non-integron,R,General function prediction only,,,,,,,,,,,,,,,,,,,0.1178973267719254,,,,,,,
c_91236,CPC,736608,integron,,,,,,,,,0.3970159554575128,,,,,,,,,,,,,0.5129702702410293,,,,,,
c_91385,CPC,739686,non-integron,,,,,,,0.1151677852348997,,,,,,,,,,,,,,0.05877783741113589,,,,,,,
c_91385,CPC,739687,integron,,,,,,,0.05301944091133416,,,,,,,,,,,,,,0.04761865702428173,,,,,,,
c_91385,CPC,739688,integron,,,,,,,0.1169554491652078,,,,,,,,,,,,,,0.12078105282098778,,,,,,,
c_91385,CPC,739689,integron,,,,,,,,,,,,,,,,,,,,,0.2505069046309854,,,,,,,
c_91385,CPC,739690,non-integron,,,,,,,0.04081477734541646,,,,,,,,,,,,,,0.05327554735073377,,,,,,,
c_91385,CPC,739691,non-integron,,,,,,,0.051909060100842265,,,,,,,,,,,,,,0.043357533537619335,,,,,0.06855142656627661,,
c_91385,CPC,739692,non-integron,,,,,,,,,,,,,,,,,,,,,0.4340842143231367,,,,,,,
c_91385,CPC,739693,non-integron,L,"Replication, recombination and repair",,,,,0.004761714837760444,,,,,,,,,,,,,,0.03985707415209737,,,,,,,
c_92276,CPC,753853,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,,,,,,,,,0.039688826267501434,,,,,,
c_93198,CPC,767236,non-integron,,,,,,,0.0,,,,,,,,,,,,,,0.01596584849265931,,,,,,,
c_93198,CPC,767243,non-integron,L!!!L,"Replication, recombination and repair!!!Replication, recombination and repair",,,,,0.06173520425374277,,,,,,,,,,,,,,0.08893506484550052,,,,,,,
c_93198,CPC,767244,non-integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,,,0.07312881684050812,,,,,,,,,,,,,,0.06202462246004349,,,,,,,
c_93198,CPC,767249,non-integron,L,"Replication, recombination and repair",,,,,0.0765424799071552,,,,,,,,,,,,,,0.08742608431654253,,,,,,,
c_93198,CPC,767250,non-integron,F,Nucleotide transport and metabolism,,,,,0.007746119713271066,,,,,,,,,,,0.0,,,0.008836858043683412,,,,,,,
c_93467,CPC,771275,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,0.004601976842657357,,,
c_93467,CPC,771300,non-integron,K,Transcription,,,,,,,,,,,,,,,,,,,,,,,0.4972476249111564,,,
c_93467,CPC,771301,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,0.13714967203339284,,,
c_93761,CPC,774789,non-integron,,,,,,,0.11110692106433992,,,,,,,,0.09035644007269417,,,0.09787944870598156,,0.16511728045116714,0.11020354276229896,,0.0,,,,,
c_93761,CPC,774790,non-integron,,,,,,,0.13644073955856895,,,,,,,,,,,0.16534414291856112,,,0.14112864068165576,,,,,,,
c_93761,CPC,774791,non-integron,,,,,,,0.09409630449485193,,,,,,,,,,,,,,0.08928944238987989,,,,,,,
c_93761,CPC,774792,non-integron,,,,,,,0.3398294521858834,,,,,,,,,,,,,,0.3917446889243361,,,,,,,
c_93761,CPC,774793,non-integron,,,,,,,0.10843067984793553,,,,,,,,,,,,,,0.13628466464465333,,,,,,,
c_93761,CPC,774794,non-integron,,,,,,,0.2424120173373821,,,,,,,,,,,,,,0.2414267959482452,,,,,,,
c_93761,CPC,774795,non-integron,X,"Mobilome: prophages, transposons",,,,,0.08172015374043716,,,,,,,,,,,,,,0.09936390902514028,,,,,,,
c_93761,CPC,774796,non-integron,X,"Mobilome: prophages, transposons",,,,,0.06451831374377293,,,,,,,,,,,,,,0.029479476578552707,,,,,,,
c_93761,CPC,774797,non-integron,,,,,,,,,,,,,,,,,,,,,0.014563412854194406,,,,,,,
c_93761,CPC,774798,non-integron,,,,,,,0.7880923062568094,,,,,,,,,,,,,,0.23564642971620475,,,,,,,
c_93761,CPC,774800,integron,,,,,,,,,,,,,,,,,,,,,0.17271906304766754,,,,,,,
c_93761,CPC,774801,integron,,,,,,,0.04343224812299391,,,,,,,,,,,,,,0.07793372594867401,,,,,,,
c_93761,CPC,774802,integron,,,,,,,0.07699409868877552,,,,,,,,,,,,,,0.029407852278007775,,,,,,,
c_93899,CPC,776368,non-integron,R,General function prediction only,,,,,,,,,,,,,,,,,,,,,,,0.006901267922700543,,,
c_93983,CPC,777588,non-integron,I,Lipid transport and metabolism,,,,,0.02284174222818657,,,,,,,,,,,,,,,,,,,,,
c_93983,CPC,777592,non-integron,T,Signal transduction mechanisms,,,,,0.08826313425684032,,,,,,,,,,,,,,,,,,,,,
c_93983,CPC,777594,non-integron,L,"Replication, recombination and repair",,,,,0.3605916582799243,,,,,,,,,,,,,,,,,,,,,
c_93983,CPC,777595,non-integron,T,Signal transduction mechanisms,,,,,0.0586368316014028,,,,,,,,,,,,,,,,,,,,,
c_93983,CPC,777613,non-integron,X,"Mobilome: prophages, transposons",,,,,0.09697771865937722,,,,,,,,,,,,,,0.10898289906404436,,,,,,,
c_93983,CPC,777621,non-integron,T!!!K,Signal transduction mechanisms!!!Transcription,,,,,0.057540155360261865,,,,,,,,,,,,,,,,,,,,,
c_93983,CPC,777622,non-integron,T,Signal transduction mechanisms,,,,,0.19831153425158665,,,,,,,,,,,,,,,,,,,,,
c_93983,CPC,777625,non-integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,,,0.3273205088309722,,,,,,,,,,,,,,,,,,,,,
c_93983,CPC,777627,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,0.16927427124133984,,,,,,,,,,,,,,,,,,,,,
c_93983,CPC,777633,non-integron,N,Cell motility,,,,,0.03017730436306932,,,,,,,,,,,,,,0.0,,,,,,,
c_93983,CPC,777634,non-integron,S,Function unknown,,,,,0.025067914125161832,,,,,,,,,,,,,,,,,,,,,
c_93983,CPC,777635,non-integron,G,Carbohydrate transport and metabolism,,,,,0.17609941476376606,,,,,,,,,,,,,,,,,,,,,
c_93983,CPC,777639,non-integron,K,Transcription,,,,,0.10302479500551508,,,,,,,,,,,,,,,,,,,,,
c_93983,CPC,777671,non-integron,I,Lipid transport and metabolism,,,,,0.0868241354432017,,,,,,,,,,,,,,,,,,,,,
c_93983,CPC,777672,non-integron,V,Defense mechanisms,,,,,0.058951714759574864,,,,,,,,,,,,,,,,,,,,,
c_93983,CPC,777678,non-integron,,,,,,,0.1560127610592697,,,,,,,,,,,,,,,,,,,,,
c_93983,CPC,777680,non-integron,T,Signal transduction mechanisms,,,,,0.003354502445031457,,,,,,,,,,,,,,,,,,,,,
c_93983,CPC,777681,non-integron,N!!!W,Cell motility!!!Extracellular structures,,,,,0.09409966966046973,,,,,,,,,,,,,,,,,,,,,
c_93983,CPC,777684,non-integron,P,Inorganic ion transport and metabolism,,,,,0.05764955919714178,,,,,,,,,,,,,,,,,,,,,
c_93983,CPC,777685,non-integron,S,Function unknown,,,,,0.17406599618550364,,,,,,,,,,,,,,,,,,,,,
c_93983,CPC,777686,non-integron,R,General function prediction only,,,,,0.055056970533156384,,,,,,,,,,,,,,,,,,,,,
c_93983,CPC,777698,non-integron,G,Carbohydrate transport and metabolism,,,,,0.034100032860217684,,,,,,,,,,,,,,,,,,,,,
c_93983,CPC,777699,non-integron,G,Carbohydrate transport and metabolism,,,,,0.03412717219284921,,,,,,,,,,,,,,,,,,,,,
c_93983,CPC,777700,non-integron,G,Carbohydrate transport and metabolism,,,,,0.09123222373185087,,,,,,,,,,,,,,,,,,,,,
c_93983,CPC,777702,non-integron,L,"Replication, recombination and repair",,,,,0.04639945681414979,,,,,,,,,,,,,,,,,,,,,
c_93983,CPC,777703,non-integron,L,"Replication, recombination and repair",,,,,0.23719267849813425,,,,,,,,,,,,,,,,,,,,,
c_93983,CPC,777704,non-integron,M!!!V!!!O,"Cell wall/membrane/envelope biogenesis!!!Defense mechanisms!!!Posttranslational modification, protein turnover, chaperones",,,,,0.2292395958489432,,,,,,,,,,,,,,,,,,,,,
c_93983,CPC,777717,non-integron,I,Lipid transport and metabolism,,,,,0.08680736259422303,,,,,,,,,,,,,,,,,,,,,
c_93983,CPC,777726,non-integron,E,Amino acid transport and metabolism,,,,,0.2325713748303005,,,,,,,,,,,,,,,,,,,,,
c_93983,CPC,777727,non-integron,E,Amino acid transport and metabolism,,,,,0.04115994124499589,,,,,,,,,,,,,,,,,,,,,
c_93983,CPC,777728,non-integron,E,Amino acid transport and metabolism,,,,,0.0075464442229699145,,,,,,,,,,,,,,,,,,,,,
c_93983,CPC,777752,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,0.061692260605652326,,,,,,,,,,,,,,,,,,,,,
c_93983,CPC,777773,non-integron,I,Lipid transport and metabolism,,,,,0.06405972639667,,,,,,,,,,,,,,,,,,0.09713145514122916,,,
c_93983,CPC,777780,non-integron,K,Transcription,,,,,0.14145083032656772,,,,,,,,,,,,,,,,,,,,,
c_94293,CPC,781625,non-integron,,,,,,,,,,,,,,,,,,,,,0.005852106964434279,,,,,,,
c_94293,CPC,781626,integron,X,"Mobilome: prophages, transposons",,,,,0.04885360046598748,,,,,,,,,,,,,,0.04264633515404069,,,,,,,
c_94293,CPC,781651,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,,,,,,0.0,,,,,,,
c_94293,CPC,781654,non-integron,,,,,,,0.002783047159778805,,,,,,,,,,,,,,0.005362029393497282,,,,,,,
c_94293,CPC,781655,non-integron,,,,,,,,,,,,,,,,,,,,,0.3876801428988837,,,,,,,
c_94293,CPC,781659,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
c_94293,CPC,781661,non-integron,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
c_94551,CPC,784779,integron,X,"Mobilome: prophages, transposons",,,,,0.2694618859493336,,,,,,,,,,,,,,0.0998291773753828,,,,,,,
c_96141,CPC,804038,integron,L!!!L,"Replication, recombination and repair!!!Replication, recombination and repair",,,,,,0.03447979883372268,,,,0.08432902100502626,,,,,0.08890290311705522,,,,0.06373219477528477,,,,,,,
c_96141,CPC,804039,integron,,,,,,,,0.0663737020594865,,,,0.0941014142807868,,,,,,,,,,,,,,,,
c_98117,CPC,820418,integron,V,Defense mechanisms,,,,,,,0.06304152487967166,,,,,,,,,,,,,,,,0.06470750627624294,,,
c_98117,CPC,820419,integron,V,Defense mechanisms,,,,,,,0.06839022041838666,,,,,,,,,,,,,,,,,,,
c_98117,CPC,820423,non-integron,E,Amino acid transport and metabolism,,,,,,,0.7273584103766519,,,,,,,,,,,,,,,,,,,
c_102614,CPC,839164,non-integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,,,,,,,,,,,,,,,,0.17406640086866412,,,,,0.09123425316988973,,,
c_104279,CPC,845262,integron,X,"Mobilome: prophages, transposons",,0.0014569478376361465,,0.01716869589297898,,,,0.0,,,0.011920990599528685,0.01453357838729665,0.007786466213397794,0.0033402790488124595,,,,,,,0.0,,0.03216182873740415,,,
c_104279,CPC,845263,integron,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
c_104279,CPC,845266,integron,,,,,,,,,,,,,,,,,,,,,,,,,0.2799035679633992,,,
c_104279,CPC,845272,non-integron,I,Lipid transport and metabolism,,,,0.0695714632301278,,,,,,,,,,,,,,,,,,,0.04488768066091759,,,
c_104827,CPC,847355,non-integron,P!!!P,Inorganic ion transport and metabolism!!!Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,0.03879657048404103,,,
c_106473,CPC,852923,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.07759270769018066,,
c_107628,CPC,859985,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,,,,,,,0.0029516715652962155,,,
c_107628,CPC,859986,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,0.08574034571522017,,,
c_107628,CPC,859987,non-integron,F,Nucleotide transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,0.003909357116031633,,,
c_107628,CPC,859988,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,,,,,,,,,,0.06193915422690195,,,
c_107628,CPC,859989,non-integron,L!!!L,"Replication, recombination and repair!!!Replication, recombination and repair",,,,,,,,,,,,,,,,,,,,,,,0.034079759543084315,,,
c_107628,CPC,859990,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,0.06375716177738343,,,
c_107628,CPC,859991,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,0.08804497620196561,,,
c_107628,CPC,859993,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,0.012193473357226692,,,
c_107628,CPC,859997,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,0.06874959485210269,,,
c_107628,CPC,859998,non-integron,S,Function unknown,,,,,,,,,,,,,,,,,,,,,,,0.0642362990468952,,,
c_107628,CPC,860000,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,0.023425377343462145,,,
c_107628,CPC,860001,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,,,,0.0011899807689113688,,,,,,
c_107628,CPC,860002,non-integron,P,Inorganic ion transport and metabolism,,,,,,,0.000999862897455418,,,,,,,,,,,,,0.0006718071956720045,,,,,,
c_117737,CPC,943396,non-integron,F!!!K,Nucleotide transport and metabolism!!!Transcription,,,,,,,,,,,,,,,,,,,,,,,0.05926135933640238,,,
