contig,ocean,gene_callers_id,is_integron,COG_accession,COG_category,pnps_ERR599079,pnps_ERR598948,pnps_ERR599128,pnps_ERR599083,pnps_ERR599055,pnps_ERR598999,pnps_ERR599042,pnps_ERR599132,pnps_ERR599014,pnps_ERR599093,pnps_ERR598992,pnps_ERR598957,pnps_ERR598962,pnps_ERR599085,pnps_ERR599072,pnps_ERR599096,pnps_ERR598943,pnps_ERR599039,pnps_ERR599033,pnps_ERR599168,pnps_ERR598954,pnps_ERR599020,pnps_ERR599120,pnps_ERR598978,pnps_ERR599071
c_161466,SP,3066407,non-integron,,,,0.04629965724082285,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066408,non-integron,P,Inorganic ion transport and metabolism,,0.0182245531440878,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066409,non-integron,,,,0.06781242220510507,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066410,non-integron,,,,0.029262762852237906,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066411,non-integron,,,,0.01806766437390469,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066412,non-integron,S,Function unknown,,0.0006211017198284103,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066413,non-integron,,,,0.011533845129602135,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066414,non-integron,,,,0.008595531746662666,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066416,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,0.011439721514270845,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066417,non-integron,,,,0.0013524008569056032,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066418,non-integron,,,,0.0377399650883132,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066419,non-integron,,,,0.03848887032172911,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066420,non-integron,,,,0.07224272769033864,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066421,non-integron,,,,0.024441108222524332,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066422,non-integron,,,,0.037539849385968535,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066423,non-integron,,,,0.051731477614331285,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066424,non-integron,,,,0.053288269257851135,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066426,non-integron,,,,0.24789915966386455,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066427,non-integron,,,,0.11279619702610187,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066428,non-integron,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066429,non-integron,T,Signal transduction mechanisms,,0.3273606408953177,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066430,non-integron,,,,0.2676318428219915,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066431,non-integron,,,,0.15921696701965146,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066432,non-integron,,,,0.2532136367463125,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066433,integron,R,General function prediction only,,0.24262370502519984,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066437,non-integron,,,,0.11188095716110506,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066438,non-integron,,,,0.03846353900606344,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066439,non-integron,,,,0.06893519274883192,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066440,non-integron,,,,0.0682837560320121,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066441,non-integron,G,Carbohydrate transport and metabolism,,0.3785964901047785,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066445,non-integron,,,,0.5586665507649508,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066446,non-integron,,,,0.06427633096516946,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066447,non-integron,,,,1.3383309654551212,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066448,non-integron,,,,0.005447095408992534,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066449,non-integron,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066450,non-integron,,,,0.00832201851990013,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066451,non-integron,,,,0.002059132110969954,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066452,non-integron,,,,0.02120033254838455,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066453,non-integron,,,,0.01841974691839903,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066454,non-integron,,,,0.002110282391223797,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066456,non-integron,V,Defense mechanisms,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066457,non-integron,,,,0.03305997565459401,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066458,non-integron,,,,0.02949837234220452,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066459,non-integron,,,,0.005044115831371044,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066460,non-integron,,,,0.1229502985768276,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066461,non-integron,,,,0.00040064912581611403,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066462,non-integron,,,,0.058325512532742874,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066463,non-integron,,,,0.04427326926881223,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066464,non-integron,,,,0.03394657187042702,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066465,non-integron,,,,0.15623775610333693,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066467,non-integron,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066468,non-integron,,,,0.05221795076919159,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066469,non-integron,,,,0.0028816413911994213,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066470,non-integron,,,,0.024469485333397496,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066471,non-integron,,,,0.01839186454263748,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066472,non-integron,,,,0.12638527385723292,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066473,non-integron,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066474,non-integron,,,,0.17075609474725545,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066475,non-integron,,,,0.1284939771424643,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066476,non-integron,,,,0.0008078758584086856,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066477,non-integron,,,,0.02456718843300493,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066478,non-integron,,,,0.0030942027595016945,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066479,non-integron,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066480,non-integron,,,,0.03354345835446069,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066481,non-integron,,,,0.0016964670072616875,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066483,non-integron,,,,0.04071847559205085,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066484,non-integron,,,,0.12945720931174173,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131935,non-integron,,,,0.1217735451837394,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131936,non-integron,,,,0.14629639996957006,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131937,non-integron,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131938,non-integron,,,,0.005692106815127237,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131939,non-integron,,,,0.0037233968992107006,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131940,non-integron,,,,0.36425282742033693,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131941,non-integron,,,,0.0008960534757436687,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131942,non-integron,,,,0.15300772429225093,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131943,non-integron,,,,0.04267744833782538,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131946,non-integron,,,,0.003147338098794425,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131947,non-integron,,,,0.0017715242103711372,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131948,non-integron,R,General function prediction only,,0.004004507237583399,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131949,non-integron,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131950,non-integron,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131951,non-integron,,,,0.1844344192806092,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131954,non-integron,T,Signal transduction mechanisms,,0.04020849084678449,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131955,non-integron,,,,0.004097142609418347,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131956,non-integron,,,,0.32770911972512906,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131959,non-integron,,,,0.0010442995604528881,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131960,non-integron,,,,0.055658549686194325,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131961,non-integron,,,,0.02255298070250297,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131962,non-integron,,,,0.06748391169881764,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131963,non-integron,,,,0.003467353941728387,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131964,non-integron,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131965,non-integron,,,,0.03268544264695303,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131967,non-integron,,,,0.019661870516125,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131968,non-integron,,,,0.12591583682633134,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131969,non-integron,,,,0.053512995420634285,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131970,non-integron,,,,0.004072976088797012,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131971,non-integron,,,,0.0007859768527165062,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131972,non-integron,,,,0.09853118292682532,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131973,non-integron,S,Function unknown,,0.03667439579563299,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131974,non-integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,0.01879644014487656,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131975,non-integron,R,General function prediction only,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131976,non-integron,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131977,non-integron,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131978,non-integron,R,General function prediction only,,0.05110641304772098,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131979,non-integron,H!!!T,Coenzyme transport and metabolism!!!Signal transduction mechanisms,,0.07885000716439855,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131981,non-integron,,,,0.04294478750467262,,,,,,,,,,,,,,,,,,,,,,,
c_164010,SP,3131982,non-integron,R,General function prediction only,,0.0022595405791812234,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133946,non-integron,,,,0.13268156424580962,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133947,non-integron,,,,0.07857186456307266,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133948,non-integron,,,,0.02714635440981624,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133949,non-integron,,,,0.003192856703569446,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133950,non-integron,,,,0.15584086136339115,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133951,non-integron,,,,0.002264756506321892,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133952,non-integron,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133953,non-integron,,,,0.1617082904346184,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133955,non-integron,,,,0.08337546457952119,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133956,non-integron,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133957,non-integron,,,,0.03925845327949875,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133960,non-integron,,,,0.06846751570829697,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133961,non-integron,,,,0.0011220100144490044,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133962,non-integron,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133964,non-integron,,,,0.005449719742968174,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133966,non-integron,,,,0.029255579040727026,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133967,non-integron,,,,0.0012740544364844852,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133968,non-integron,,,,0.0006555454160126872,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133969,non-integron,,,,0.02533457445985437,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133970,non-integron,,,,0.25035250987027663,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133971,non-integron,,,,0.11482559671454595,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133972,non-integron,,,,0.05449499052261093,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133973,non-integron,,,,0.06404052884434494,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133974,non-integron,,,,0.07411873840445353,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133975,non-integron,,,,0.2306813495295847,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133977,non-integron,,,,0.17814360885490094,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133978,non-integron,,,,0.17296476557776572,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133980,non-integron,,,,0.31452887478880664,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133981,non-integron,,,,0.3561470271653823,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133983,non-integron,,,,0.16904791400983735,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133984,non-integron,,,,0.028748276570154562,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133985,non-integron,,,,0.0050838215786278475,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133986,non-integron,,,,0.2135409764700237,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133987,non-integron,H,Coenzyme transport and metabolism,,0.09586848358237277,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133988,non-integron,,,,0.13287741773671433,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133989,non-integron,,,,0.056746059544547575,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133991,non-integron,L!!!S,"Replication, recombination and repair!!!Function unknown",,0.037467620757643705,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133992,non-integron,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133993,non-integron,,,,0.000831834666857142,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133994,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,0.0016318804958460388,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133995,non-integron,,,,0.049124805956096786,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133997,non-integron,,,,0.03550145635370603,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3133998,non-integron,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134004,non-integron,,,,0.045718654434250584,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134005,non-integron,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134006,non-integron,,,,0.026047221565627054,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134007,non-integron,,,,0.18251264674737067,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134008,non-integron,T!!!M,Signal transduction mechanisms!!!Cell wall/membrane/envelope biogenesis,,0.015318512106005053,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134009,non-integron,,,,0.054148914209004265,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134010,non-integron,,,,0.1980653697999002,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134011,non-integron,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134012,non-integron,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134013,non-integron,,,,0.1681910018389616,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134014,non-integron,,,,0.3603521864081452,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134015,non-integron,,,,0.003564906129008689,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134016,non-integron,H!!!T,Coenzyme transport and metabolism!!!Signal transduction mechanisms,,0.15399684023552115,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134017,non-integron,,,,0.20499812755394894,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134018,non-integron,,,,0.03412174939427014,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134019,non-integron,,,,0.07212023787513902,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134020,non-integron,,,,0.009615153225035023,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134021,non-integron,V,Defense mechanisms,,0.1336063507311487,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134022,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,0.2417394564726277,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134025,non-integron,R,General function prediction only,,0.4489299433047128,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134028,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,0.13400945684705814,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134029,non-integron,,,,0.13542055280910711,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134031,non-integron,,,,0.3291623767952384,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134034,non-integron,,,,2.009343611305757,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134041,non-integron,,,,0.8230588235294076,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134042,non-integron,R,General function prediction only,,0.09902786531446447,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134043,non-integron,,,,0.27132260715459633,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134047,non-integron,,,,0.06030874206067426,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134048,non-integron,,,,0.020913010989963562,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134049,non-integron,,,,0.018179696573136717,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134050,non-integron,,,,0.03293638469948073,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134051,non-integron,,,,0.03693417200067341,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134052,non-integron,,,,0.09868457300275583,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134053,non-integron,,,,0.262391009299042,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134054,non-integron,,,,0.22356271805051806,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134057,non-integron,,,,0.016595815281986153,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134058,non-integron,,,,0.1300476707752204,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134059,non-integron,,,,0.059813981072557476,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134060,non-integron,,,,0.07146516746515201,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134062,non-integron,H!!!T,Coenzyme transport and metabolism!!!Signal transduction mechanisms,,0.1208141056204736,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134063,non-integron,,,,0.08441351573115881,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134064,non-integron,,,,0.05219528736716423,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134065,non-integron,,,,0.1349679297639097,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134066,non-integron,,,,0.06488597522282888,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134067,non-integron,,,,0.06656371415908928,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134068,non-integron,,,,0.036720017631450094,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134070,non-integron,,,,0.06640002200370683,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134072,non-integron,,,,0.05613625957415065,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134073,non-integron,,,,0.031210873065942706,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134074,non-integron,K,Transcription,,0.00315893631089722,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134076,non-integron,,,,0.2807954238384287,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134077,non-integron,,,,0.09717504946363456,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134078,non-integron,G,Carbohydrate transport and metabolism,,0.04586879827234711,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134079,non-integron,H,Coenzyme transport and metabolism,,0.16509763573802133,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134080,non-integron,,,,0.18826929330697265,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134081,non-integron,,,,0.05443588975614149,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134082,non-integron,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134083,non-integron,,,,0.13817989845193734,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134084,non-integron,,,,0.5734138481070422,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134085,non-integron,,,,0.025988050902667287,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134086,non-integron,,,,0.0019868678478067846,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134087,non-integron,,,,0.1218521841835138,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134089,non-integron,,,,0.02587669228881258,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134091,non-integron,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134092,non-integron,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134096,non-integron,,,,0.043721538369757035,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134102,non-integron,V,Defense mechanisms,,0.07029042228393156,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134103,non-integron,,,,0.012085536270758266,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134104,non-integron,,,,0.14361579311937125,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134105,non-integron,G,Carbohydrate transport and metabolism,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134106,non-integron,T,Signal transduction mechanisms,,0.09296406527514488,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134107,non-integron,,,,0.02627654178795951,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134108,non-integron,,,,0.1746531512786479,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134109,non-integron,,,,0.04096113132555672,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134110,non-integron,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134111,non-integron,,,,0.029428072316344582,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134112,non-integron,,,,0.030114130933522512,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134113,non-integron,,,,0.1116814303128804,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134114,non-integron,,,,0.1058186636585166,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134117,non-integron,,,,0.01805670802302969,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134118,non-integron,,,,0.03820398556356987,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134119,non-integron,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134120,non-integron,,,,0.00046967139593963206,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134121,non-integron,,,,0.07355074434713249,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134124,non-integron,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134126,non-integron,,,,0.002298061975974798,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134128,non-integron,L,"Replication, recombination and repair",,0.07070534309365893,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134130,non-integron,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134132,non-integron,,,,0.0016121742485554692,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134136,non-integron,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134138,non-integron,J,"Translation, ribosomal structure and biogenesis",,0.06856692839165023,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134139,non-integron,,,,0.04835773855432682,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134140,non-integron,,,,0.08850450044370532,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134142,non-integron,,,,0.15679238202457904,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134143,non-integron,T!!!T,Signal transduction mechanisms!!!Signal transduction mechanisms,,0.1737737797583185,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134144,non-integron,,,,0.06395926249932324,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134147,non-integron,,,,0.09804773827816582,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134148,non-integron,T,Signal transduction mechanisms,,0.11272030467220172,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134149,non-integron,F!!!R,Nucleotide transport and metabolism!!!General function prediction only,,0.18439800341977294,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134150,non-integron,,,,0.053036372840446135,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134151,non-integron,J,"Translation, ribosomal structure and biogenesis",,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134152,non-integron,,,,0.05596087326854268,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134153,non-integron,,,,0.10440815987369577,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134154,non-integron,,,,0.05967753529231554,,,,,,,,,,,,,,,,,,,,,,,
c_164112,SP,3134155,non-integron,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
