gene_caller_id,pnps,gene_category,contig,start,stop,direction,COG20_CATEGORY,COG20_CATEGORY (ACCESSION),COG20_PATHWAY,COG20_PATHWAY (ACCESSION),COG20_FUNCTION,COG20_FUNCTION (ACCESSION)
923092,0.527029952,protein_CALIN,k127_4062998,4370,4652,f,,,,,,
923093,0.358803658,protein_CALIN,k127_4062998,4942,5050,f,,,,,,
942361,0.086430408,protein_CALIN,k127_2393095,0,105,f,,,,,,
942362,0.14871903,protein_CALIN,k127_2393095,365,716,f,Carbohydrate transport and metabolism,G,,,"Mannose-6-phosphate isomerase, cupin superfamily (ManC) (PDB:1IPJ)",COG0662
942363,0.822597708,protein_CALIN,k127_2393095,973,1375,f,Function unknown,S,,,Uncharacterized conserved protein (PDB:1X6M),COG3791
942364,0.004741548,protein_CALIN,k127_2393095,1585,3106,f,Lipid transport and metabolism,I,Menaquinone biosynthesis,COG0318,O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming) (MenE/FadK) (PDB:5EY9) (PUBMED:25151136;27455459),COG0318
942367,0.394923113,protein_CALIN,k127_2393095,4225,4849,r,,,,,,
954909,0.122422819,protein_CALIN,k127_2954338,2,500,r,"Translation, ribosomal structure and biogenesis!!!Posttranslational modification, protein turnover, chaperones",J!!!O,,,"Protein N-acetyltransferase, RimJ/RimL family (RimL) (PDB:1S7F)",COG1670
954911,0.198034168,protein_CALIN,k127_2954338,1146,1695,r,Function unknown,S,,,"Uncharacterized pentameric protein YbjQ, UPF0145 family (YbjQ) (PDB:1VR4) (PUBMED:23935051)",COG0393
954912,0.344449782,protein_CALIN,k127_2954338,1823,2189,r,General function prediction only,R,,,"Lactoylglutathione lyase-related enzyme, vicinal oxygen chelate (VOC) family (VOC) (PDB:3OXH) (PUBMED:31710815)",COG3324
957433,0.382335124,intI_In0,k127_1278792,2,938,r,"Replication, recombination and repair",L,,,Site-specific recombinase XerD (XerD) (PDB:1A0P),COG4974
959275,0.422440377,intI_In0,k127_6846023,2338,3307,r,"Replication, recombination and repair",L,,,Site-specific recombinase XerD (XerD) (PDB:1A0P),COG4974
973590,0.386969807,protein_CALIN,k127_7972382,142,511,f,,,,,,
973591,0.960945746,protein_CALIN,k127_7972382,629,857,f,,,,,,
973592,0.167340193,protein_CALIN,k127_7972382,1006,1261,f,,,,,,
973593,0.137435279,protein_CALIN,k127_7972382,1395,1884,f,"Translation, ribosomal structure and biogenesis!!!Posttranslational modification, protein turnover, chaperones",J!!!O,,,"Protein N-acetyltransferase, RimJ/RimL family (RimL) (PDB:1S7F)",COG1670
973594,0.16852959,protein_CALIN,k127_7972382,2057,2297,f,,,,,,
973595,0.252939809,protein_CALIN,k127_7972382,2416,2638,f,"Replication, recombination and repair",L,,,"Endonuclease YncB, thermonuclease family (YncB)",COG1525
976789,,protein_CALIN,k127_9641967,451,736,f,,,,,,
976790,0.446611298,protein_CALIN,k127_9641967,859,1318,f,General function prediction only,R,,,"Lactoylglutathione lyase-related enzyme, vicinal oxygen chelate (VOC) family (VOC) (PDB:3OXH) (PUBMED:31710815)",COG3324
981104,0.058346579,intI_In0,k127_7974216,4509,5151,r,"Replication, recombination and repair",L,,,Site-specific recombinase XerD (XerD) (PDB:1A0P),COG4974
983286,,protein_CALIN,k127_5746949,1215,1452,r,,,,,,
983293,0.688229281,protein_CALIN,k127_5746949,9517,9952,f,,,,,,
985979,0.484680291,attC_CALIN,k127_172132,1840,1987,f,,,,,,
985980,0.497919359,protein_CALIN,k127_172132,2039,2630,f,,,,,,
985981,0.110002748,protein_CALIN,k127_172132,2918,3341,f,,,,,,
989611,0.317097753,protein_CALIN,k127_1853570,2,971,f,,,,,,
989612,0.229523238,protein_CALIN,k127_1853570,971,1340,r,,,,,,
989613,0.233143829,protein_CALIN,k127_1853570,1872,2526,f,,,,,,
989614,0.545740246,protein_CALIN,k127_1853570,2684,3179,f,Transcription,K,,,"Barstar, RNAse (barnase) inhibitor (BarS) (PDB:1A19)",COG2732
989619,,protein_CALIN,k127_1853570,7480,7897,f,,,,,,
989620,1.001689748,protein_CALIN,k127_1853570,8241,8502,f,,,,,,
990117,,protein_CALIN,k127_5184509,12638,12890,r,,,,,,
990118,0.091923597,protein_CALIN,k127_5184509,13160,13883,r,General function prediction only,R,,,Predicted nucleotide-binding protein containing TIR -like domain,COG4271
1002350,0.065932942,protein_CALIN,k127_9096671,6018,6483,r,"Translation, ribosomal structure and biogenesis!!!Posttranslational modification, protein turnover, chaperones",J!!!O,,,"Protein N-acetyltransferase, RimJ/RimL family (RimL) (PDB:1S7F)",COG1670
1002351,0.261118303,protein_CALIN,k127_9096671,6493,6940,r,,,,,,
1003199,0.209202231,protein_CALIN,k127_4079969,1395,1848,f,,,,,,
1003200,,protein_CALIN,k127_4079969,2278,2878,f,,,,,,
1003201,0.331030514,protein_CALIN,k127_4079969,3006,4290,f,,,,,,
1003202,inf,protein_CALIN,k127_4079969,4412,4589,f,,,,,,
1003203,0.044375667,protein_CALIN,k127_4079969,4520,5147,r,General function prediction only,R,,,"Predicted metal-dependent phosphohydrolase, HD superfamily",COG4339
1007665,0.493411203,intI_In0,k127_2965390,418,1240,f,"Replication, recombination and repair",L,,,Site-specific recombinase XerD (XerD) (PDB:1A0P),COG4974
1011332,1.468577235,protein_CALIN,k127_2966190,28,625,f,,,,,,
1011333,1.562398286,protein_CALIN,k127_2966190,697,934,f,,,,,,
1011334,0.236002481,protein_CALIN,k127_2966190,1033,2365,f,,,,,,
1011335,0.42664805,protein_CALIN,k127_2966190,2516,3005,f,Transcription,K,,,"Transcriptional regulator, contains XRE-family HTH domain (HipB) (PDB:1ADR)",COG1396
1011336,0.14706835,protein_CALIN,k127_2966190,3117,3369,f,,,,,,
1013667,0.25785556,protein_complete,k127_4082018,175,628,r,,,,,,
1013668,0.021713304,protein_complete,k127_4082018,689,1028,r,,,,,,
1013669,0.9489021,protein_complete,k127_4082018,1128,1377,r,,,,,,
1013670,0.292266954,intI_complete,k127_4082018,1714,2701,f,"Replication, recombination and repair",L,,,Site-specific recombinase XerD (XerD) (PDB:1A0P),COG4974
1024594,0.260121399,protein_CALIN,k127_5756043,608,1589,f,,,,,,
1024595,0.279146302,protein_CALIN,k127_5756043,1713,2013,f,,,,,,
1024596,0.072136654,protein_CALIN,k127_5756043,2146,2611,f,,,,,,
1024597,0.081764983,protein_CALIN,k127_5756043,2706,2871,f,,,,,,
1029622,0.033127809,intI_In0,k127_5756745,14794,15760,r,"Replication, recombination and repair",L,,,Site-specific recombinase XerD (XerD) (PDB:1A0P),COG4974
1032597,,protein_CALIN,k127_9653303,1,370,r,,,,,,
1032598,0.11781894,protein_CALIN,k127_9653303,828,1305,f,,,,,,
1032599,1.07007198,protein_CALIN,k127_9653303,1469,2717,f,,,,,,
1032600,0.157509718,protein_CALIN,k127_9653303,2661,2847,f,,,,,,
1032601,0.086320093,protein_CALIN,k127_9653303,2944,3361,f,General function prediction only,R,,,Predicted ester cyclase (PDB:3EHC),COG5485
1032602,0.010814782,protein_CALIN,k127_9653303,3500,3665,f,,,,,,
1033110,2.171502564,intI_In0,k127_742834,0,906,f,"Replication, recombination and repair",L,,,Site-specific recombinase XerD (XerD) (PDB:1A0P),COG4974
1036427,,CALIN_transposase,k127_11882688,1,118,f,"Mobilome: prophages, transposons!!!Mobilome: prophages, transposons",X!!!X,,,Transposase InsO and inactivated derivatives (Tra5)!!!Transposase InsE and inactivated derivatives (InsE) (PDB:2JN6) (PUBMED:23818957),COG2801!!!COG2963
1036428,0.04191659,protein_CALIN,k127_11882688,343,670,r,,,,,,
1036429,0.374092048,protein_CALIN,k127_11882688,808,1210,r,,,,,,
1036430,0.063962396,protein_CALIN,k127_11882688,1273,1795,r,,,,,,
1036431,0.128699302,protein_CALIN,k127_11882688,1903,2170,r,,,,,,
1042769,8.075372439,attC_CALIN,k127_5196122,220,370,f,,,,,,
1042772,0.312577733,attC_CALIN,k127_5196122,1851,2097,r,,,,,,
1045942,0.064693176,intI_In0,k127_2973257,4650,5661,r,"Replication, recombination and repair",L,,,Site-specific recombinase XerD (XerD) (PDB:1A0P),COG4974
1066721,1.697162114,protein_CALIN,k127_1870351,221,1439,r,,,,,,
1066722,1.066742388,protein_CALIN,k127_1870351,1616,1868,r,,,,,,
1074805,0.683843175,protein_complete,k127_752412,61854,62127,r,,,,,,
1074806,0.152145623,protein_complete,k127_752412,62230,64234,r,,,,,,
1074807,0.138067287,intI_complete,k127_752412,64469,65429,f,"Replication, recombination and repair",L,,,Site-specific recombinase XerD (XerD) (PDB:1A0P),COG4974
1098813,0.310759184,protein_CALIN,k127_8000130,46,910,f,Defense mechanisms,V,,,"Predicted restriction endonuclease, HNH family (PDB:6GHC)",COG3183
1098814,,protein_CALIN,k127_8000130,967,1672,f,Defense mechanisms,V,,,"Predicted restriction endonuclease, HNH family (PDB:6GHC)",COG3183
1098815,0.43743585,protein_CALIN,k127_8000130,1776,2415,f,,,,,,
1098816,0.229918523,protein_CALIN,k127_8000130,2502,2853,f,,,,,,
1110586,1.313266212,protein_CALIN,k127_5775012,1347,1905,f,Carbohydrate transport and metabolism,G,Pentose phosphate pathway,COG0698,Ribose 5-phosphate isomerase RpiB (RpiB) (PDB:1NN4),COG0698
1110587,0.903746531,protein_CALIN,k127_5775012,2022,2940,f,Coenzyme transport and metabolism,H,Pantothenate/CoA biosynthesis,COG1893,Ketopantoate reductase (PanE) (PDB:1BG6),COG1893
1110588,1.179913378,protein_CALIN,k127_5775012,3063,3879,f,Coenzyme transport and metabolism,H,Biotin biosynthesis,COG2226,Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG (UbiE) (PDB:4OBW),COG2226
1110589,0.998116607,protein_CALIN,k127_5775012,4030,4531,f,,,,,,
1110590,1.347921405,protein_CALIN,k127_5775012,4687,5767,f,General function prediction only,R,,,"NAD(P)H-dependent flavin oxidoreductase YrpB, nitropropane dioxygenase family (YrpB)",COG2070
1111862,4.461348988,protein_CALIN,k127_4103951,287,1334,r,,,,,,
1111863,0.19523881,protein_CALIN,k127_4103951,1455,2532,r,,,,,,
1111864,0.027316538,protein_CALIN,k127_4103951,2649,2865,r,,,,,,
1117692,1.286783506,protein_CALIN,k127_4105026,0,330,f,Function unknown,S,,,"Uncharacterized conserved protein, DUF1643 domain",COG4333
1117693,1.117748955,protein_CALIN,k127_4105026,483,900,f,,,,,,
1117694,0.223870499,protein_CALIN,k127_4105026,986,2291,f,Carbohydrate transport and metabolism,G,,,"UDP:flavonoid glycosyltransferase YjiC, YdhE family (YjiC) (PDB:2ACV) (PUBMED:23974133)",COG1819
1117695,0.343253724,protein_CALIN,k127_4105026,2320,2767,f,,,,,,
1117696,1.271197514,protein_CALIN,k127_4105026,2863,2965,f,,,,,,
1154330,0.384653804,protein_CALIN,k127_11910604,20,251,f,,,,,,
1154331,,protein_CALIN,k127_11910604,389,989,f,,,,,,
1154332,0.46822346,protein_CALIN,k127_11910604,1084,1540,f,,,,,,
1154333,0.114547129,protein_CALIN,k127_11910604,1705,1942,f,,,,,,
1154334,0.099648045,protein_CALIN,k127_11910604,2089,2176,f,,,,,,
1156378,0.31668899,protein_CALIN,k127_6886592,34,859,r,"Posttranslational modification, protein turnover, chaperones",O,,,"Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain (DegQ) (PDB:2HGA) (PUBMED:29686141)",COG0265
1156379,0.632888875,protein_CALIN,k127_6886592,947,2426,r,"Posttranslational modification, protein turnover, chaperones",O,,,DnaJ-class molecular chaperone with C-terminal Zn finger domain (DnaJ) (PDB:1BQ0),COG0484
1156380,1.140878332,protein_CALIN,k127_6886592,2521,2698,r,,,,,,
1164162,0.053746888,intI_In0,k127_8562789,175693,176836,r,"Replication, recombination and repair",L,,,Site-specific recombinase XerD (XerD) (PDB:1A0P),COG4974
1165671,0.28747267,protein_CALIN,k127_13030309,0,99,r,,,,,,
1165672,0.446373299,protein_CALIN,k127_13030309,221,1112,r,,,,,,
1165673,0.279402434,protein_CALIN,k127_13030309,1104,1842,r,"Posttranslational modification, protein turnover, chaperones",O,,,DnaJ-class molecular chaperone with C-terminal Zn finger domain (DnaJ) (PDB:1BQ0),COG0484
1165674,0.511440998,protein_CALIN,k127_13030309,1930,2224,r,,,,,,
1165677,0.772485509,protein_CALIN,k127_13030309,3767,3947,f,,,,,,
1198658,0.400270017,intI_In0,k127_9140315,1086,2136,f,"Replication, recombination and repair",L,,,Site-specific recombinase XerD (XerD) (PDB:1A0P),COG4974
