gene_callers_id,contig,start,stop,direction,partial,call_type,accession,gene_function,e_value,category,element,cassette_begin,cassette_end,type_molecule,from_integron_type
843630,k127_11298543,2886,3807,r,0,1,,,,,k127_11298543_6,2887,3807,protein,CALIN
844360,k127_5153341,4357,4657,r,0,1,,,,,k127_5153341_6,4358,4657,protein,CALIN
844361,k127_5153341,4794,5352,r,0,1,,,,,k127_5153341_7,4795,5352,protein,CALIN
844362,k127_5153341,5437,5755,r,0,1,COG2076,Multidrug transporter EmrE and related cation transporters (EmrE) (PDB:2I68),1.9e-43,Defense mechanisms,k127_5153341_8,5438,5755,protein,CALIN
849760,k127_4600938,15,1497,f,0,1,COG1228,Imidazolonepropionase or related amidohydrolase (HutI) (PDB:3OOQ),1.2999999999999993e-256,"Secondary metabolites biosynthesis, transport and catabolism",k127_4600938_1,16,1497,protein,CALIN
849761,k127_4600938,1505,1808,r,0,1,COG3668,Plasmid stabilization system protein ParE (ParE) (PDB:3KXE),9.699999999999999e-45,"Mobilome: prophages, transposons",k127_4600938_2,1506,1808,protein,CALIN
849762,k127_4600938,1804,2047,r,0,1,COG3609,"Transcriptional regulator, contains Arc/MetJ-type RHH (ribbon-helix-helix) DNA-binding domain (ParD) (PDB:3KXE)",2.0000000000000002e-24,Transcription,k127_4600938_3,1805,2047,protein,CALIN
849763,k127_4600938,2080,3265,f,0,1,COG1637,"Endonuclease NucS, RecB family (NucS) (PDB:2VLD)",1.0999999999999996e-173,"Replication, recombination and repair",k127_4600938_4,2081,3265,protein,CALIN
849764,k127_4600938,3382,3502,f,1,1,,,,,k127_4600938_5,3383,3502,protein,CALIN
854082,k127_143107,2,179,f,1,1,COG4774,Outer membrane receptor for monomeric catechols (Fiu),2.1000000000000002e-20,Inorganic ion transport and metabolism,k127_143107_1,3,179,protein,CALIN
854083,k127_143107,742,2503,r,0,1,,,,,k127_143107_2,743,2503,protein,CALIN
854084,k127_143107,2670,3144,r,0,1,,,,,k127_143107_3,2671,3144,protein,CALIN
854086,k127_143107,4267,4459,f,1,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),3.3000000000000005e-14,"Replication, recombination and repair",k127_143107_5,4268,4459,protein,CALIN
860268,k127_1258396,2309,2666,f,0,1,,,,,k127_1258396_3,2310,2666,protein,CALIN
860269,k127_1258396,2756,3122,f,0,1,,,,,k127_1258396_4,2757,3122,protein,CALIN
863803,k127_12966213,2015,2861,f,0,1,COG4271,Predicted nucleotide-binding protein containing TIR -like domain,3.3e-50,General function prediction only,k127_12966213_4,2016,2861,protein,CALIN
863804,k127_12966213,3021,3423,f,0,1,,,,,k127_12966213_5,3022,3423,protein,CALIN
863805,k127_12966213,3556,3943,f,0,1,,,,,k127_12966213_6,3557,3943,protein,CALIN
863806,k127_12966213,3929,4052,f,0,1,,,,,k127_12966213_7,3930,4052,protein,CALIN
863807,k127_12966213,4074,4728,f,0,1,,,,,k127_12966213_8,4075,4728,protein,CALIN
867278,k127_11846842,200,635,f,0,1,,,,,k127_11846842_1,201,635,protein,CALIN
867279,k127_11846842,779,1307,f,0,1,COG0563,Adenylate kinase or related kinase (Adk) (PDB:1AK2),5.3e-46,Nucleotide transport and metabolism,k127_11846842_2,780,1307,protein,CALIN
867282,k127_11846842,2362,2473,r,1,1,,,,,k127_11846842_5,2363,2473,protein,CALIN
881683,k127_8504410,0,174,f,1,1,,,,,k127_8504410_1,1,174,protein,CALIN
881687,k127_8504410,2750,2867,f,1,1,,,,,k127_8504410_5,2751,2867,protein,CALIN
897210,k127_713217,0,492,f,1,1,COG2020,Protein-S-isoprenylcysteine O-methyltransferase Ste14 (STE14) (PDB:5V7P),6.4e-38,"Posttranslational modification, protein turnover, chaperones",k127_713217_1,1,492,protein,CALIN
897211,k127_713217,1040,1559,f,0,1,COG2020,Protein-S-isoprenylcysteine O-methyltransferase Ste14 (STE14) (PDB:5V7P),4.7e-23,"Posttranslational modification, protein turnover, chaperones",k127_713217_2,1041,1559,protein,CALIN
897212,k127_713217,1770,2217,f,0,1,,,,,k127_713217_3,1771,2217,protein,CALIN
897305,k127_6277783,2005,2449,f,0,1,,,,,k127_6277783_4,2006,2449,protein,CALIN
897306,k127_6277783,2542,2827,f,0,1,,,,,k127_6277783_5,2543,2827,protein,CALIN
897307,k127_6277783,2823,3099,f,0,1,COG5304,"Predicted DNA binding protein, CopG/RHH family",1.3e-32,Transcription,k127_6277783_6,2824,3099,protein,CALIN
897308,k127_6277783,3163,3442,f,0,1,,,,,k127_6277783_7,3164,3442,protein,CALIN
897309,k127_6277783,3565,3958,f,0,1,,,,,k127_6277783_8,3566,3958,protein,CALIN
897310,k127_6277783,4027,4240,f,1,1,,,,,k127_6277783_9,4028,4240,protein,CALIN
898189,k127_1834362,1458,1791,r,0,1,,,,,k127_1834362_4,1459,1791,protein,CALIN
898190,k127_1834362,1914,2118,r,0,1,,,,,k127_1834362_5,1915,2118,protein,CALIN
898191,k127_1834362,2202,2622,r,0,1,,,,,k127_1834362_6,2203,2622,protein,CALIN
902734,k127_1835174,358,631,r,0,1,,,,,k127_1835174_1,359,631,protein,CALIN
902735,k127_1835174,741,1266,r,0,1,,,,,k127_1835174_2,742,1266,protein,CALIN
904717,k127_7957537,561,1041,f,0,1,,,,,k127_7957537_1,562,1041,protein,CALIN
906089,k127_715364,1936,2227,r,0,1,,,,,k127_715364_4,1937,2227,protein,CALIN
906090,k127_715364,2590,2788,r,0,1,,,,,k127_715364_5,2591,2788,protein,CALIN
906091,k127_715364,2894,3194,r,0,1,,,,,k127_715364_6,2895,3194,protein,CALIN
907880,k127_3500375,0,186,f,1,1,,,,,k127_3500375_1,1,186,protein,CALIN
907881,k127_3500375,100,268,r,0,1,,,,,k127_3500375_1,1,186,protein,CALIN
907881,k127_3500375,100,268,r,0,1,,,,,k127_3500375_2,101,268,protein,CALIN
907882,k127_3500375,486,1725,r,0,1,COG0775,"Nucleoside phosphorylase/nucleosidase, includes 5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase MtnN and futalosine hydrolase MqnB (MtnN) (PDB:1T8R) (PUBMED:18801996)",9.8e-51,Nucleotide transport and metabolism!!!Coenzyme transport and metabolism,k127_3500375_3,487,1725,protein,CALIN
907883,k127_3500375,2245,2521,r,0,1,,,,,k127_3500375_4,2246,2521,protein,CALIN
907884,k127_3500375,2836,3274,r,0,1,,,,,k127_3500375_5,2837,3274,protein,CALIN
907885,k127_3500375,3438,3999,r,0,1,COG3128,Predicted 2-oxoglutarate- and Fe(II)-dependent dioxygenase YbiX (PiuC) (PDB:3DKQ),1.3000000000000002e-18,General function prediction only,k127_3500375_6,3439,3999,protein,CALIN
908939,k127_1269054,598,928,r,0,1,COG1077,"Cell shape-determining ATPase MreB, actin-like superfamily (MreB) (PDB:1JCE)",1.1e-09,"Cell cycle control, cell division, chromosome partitioning!!!Cytoskeleton",k127_1269054_2,599,928,protein,CALIN
908940,k127_1269054,1584,2454,r,0,1,,,,,k127_1269054_3,1585,2454,protein,CALIN
909386,k127_9628500,72,861,r,0,1,,,,,k127_9628500_1,73,861,protein,complete
909396,k127_9628500,12153,13128,r,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),3.5999999999999996e-109,"Replication, recombination and repair",k127_9628500_11,12154,13128,protein,complete
909397,k127_9628500,13402,13657,f,0,1,,,,,k127_9628500_12,13403,13657,protein,complete
909398,k127_9628500,13626,13995,f,0,1,COG4226,"Predicted nuclease of the RNAse H fold, HicB family (HicB)",7.2e-34,General function prediction only,k127_9628500_13,13627,13995,protein,complete
909399,k127_9628500,14077,14503,f,0,1,,,,,k127_9628500_14,14078,14503,protein,complete
910415,k127_3501052,1289,2525,r,0,1,,,,,k127_3501052_3,1290,2525,protein,CALIN
910416,k127_3501052,2619,3423,r,0,1,,,,,k127_3501052_4,2620,3423,protein,CALIN
910417,k127_3501052,3523,4117,r,0,1,,,,,k127_3501052_5,3524,4117,protein,CALIN
910418,k127_3501052,4216,4660,r,0,1,,,,,k127_3501052_6,4217,4660,protein,CALIN
910419,k127_3501052,4741,4891,r,1,1,,,,,k127_3501052_7,4742,4891,protein,CALIN
912544,k127_9629214,1044,1806,r,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),5.6e-57,"Replication, recombination and repair",k127_9629214_3,1045,1806,protein,complete
912545,k127_9629214,2132,2951,f,0,1,,,,,k127_9629214_4,2133,2951,protein,complete
912546,k127_9629214,3063,3387,f,0,1,,,,,k127_9629214_5,3064,3387,protein,complete
914099,k127_6281108,1,355,r,1,1,COG3344,Retron-type reverse transcriptase (YkfC),5.5e-31,"Mobilome: prophages, transposons",k127_6281108_1,2,355,protein,CALIN
914100,k127_6281108,461,716,f,0,1,,,,,k127_6281108_2,462,716,protein,CALIN
914101,k127_6281108,823,988,r,0,1,,,,,k127_6281108_3,824,988,protein,CALIN
914102,k127_6281108,1207,1828,f,0,1,COG2226,Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG (UbiE) (PDB:4OBW),3.599999999999999e-102,Coenzyme transport and metabolism,k127_6281108_4,1208,1828,protein,CALIN
914103,k127_6281108,1898,2990,r,0,1,COG3344,Retron-type reverse transcriptase (YkfC),1.8999999999999995e-130,"Mobilome: prophages, transposons",k127_6281108_5,1899,2990,protein,CALIN
914104,k127_6281108,3160,4153,r,1,1,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),2.4e-07,"Mobilome: prophages, transposons",k127_6281108_6,3161,4153,protein,CALIN
917543,k127_2388496,0,237,f,1,1,,,,,k127_2388496_1,1,237,protein,complete
917548,k127_2388496,4788,5778,r,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),2.2999999999999993e-95,"Replication, recombination and repair",k127_2388496_6,4789,5778,protein,complete
917549,k127_2388496,6144,6696,f,0,1,COG3253,Coproheme decarboxylase/chlorite dismutase (HemQ) (PDB:1T0T) (PUBMED:15965735;25602700;27758026;31423350),5.4e-09,Coenzyme transport and metabolism!!!Inorganic ion transport and metabolism,k127_2388496_7,6145,6696,protein,complete
923088,k127_4062998,0,2262,f,1,1,COG1629,"Outer membrane receptor protein, Fe transport (CirA) (PDB:1BY3)",9.799999999999995e-275,Inorganic ion transport and metabolism,k127_4062998_1,1,2262,protein,CALIN
923092,k127_4062998,4370,4652,f,0,1,,,,,k127_4062998_5,4371,4652,protein,CALIN
923093,k127_4062998,4942,5050,f,1,1,,,,,k127_4062998_6,4943,5050,protein,CALIN
942361,k127_2393095,0,105,f,1,1,,,,,k127_2393095_1,1,105,protein,CALIN
942362,k127_2393095,365,716,f,0,1,COG0662,"Mannose-6-phosphate isomerase, cupin superfamily (ManC) (PDB:1IPJ)",4.1e-31,Carbohydrate transport and metabolism,k127_2393095_2,366,716,protein,CALIN
942363,k127_2393095,973,1375,f,0,1,COG3791,Uncharacterized conserved protein (PDB:1X6M),7.8e-26,Function unknown,k127_2393095_3,974,1375,protein,CALIN
942364,k127_2393095,1585,3106,f,0,1,COG0318,O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming) (MenE/FadK) (PDB:5EY9) (PUBMED:25151136;27455459),2.699999999999999e-159,Lipid transport and metabolism,k127_2393095_4,1586,3106,protein,CALIN
942367,k127_2393095,4225,4849,r,1,1,,,,,k127_2393095_7,4226,4849,protein,CALIN
954909,k127_2954338,2,500,r,0,1,COG1670,"Protein N-acetyltransferase, RimJ/RimL family (RimL) (PDB:1S7F)",3.4999999999999993e-68,"Translation, ribosomal structure and biogenesis!!!Posttranslational modification, protein turnover, chaperones",k127_2954338_1,3,500,protein,CALIN
954911,k127_2954338,1146,1695,r,0,1,COG0393,"Uncharacterized pentameric protein YbjQ, UPF0145 family (YbjQ) (PDB:1VR4) (PUBMED:23935051)",1.8000000000000002e-20,Function unknown,k127_2954338_3,1147,1695,protein,CALIN
954912,k127_2954338,1823,2189,r,0,1,COG3324,"Lactoylglutathione lyase-related enzyme, vicinal oxygen chelate (VOC) family (VOC) (PDB:3OXH) (PUBMED:31710815)",3.8999999999999997e-48,General function prediction only,k127_2954338_4,1824,2189,protein,CALIN
973590,k127_7972382,142,511,f,0,1,,,,,k127_7972382_1,143,511,protein,CALIN
973591,k127_7972382,629,857,f,0,1,,,,,k127_7972382_2,630,857,protein,CALIN
973592,k127_7972382,1006,1261,f,0,1,,,,,k127_7972382_3,1007,1261,protein,CALIN
973593,k127_7972382,1395,1884,f,0,1,COG1670,"Protein N-acetyltransferase, RimJ/RimL family (RimL) (PDB:1S7F)",2.2e-46,"Translation, ribosomal structure and biogenesis!!!Posttranslational modification, protein turnover, chaperones",k127_7972382_4,1396,1884,protein,CALIN
973594,k127_7972382,2057,2297,f,0,1,,,,,k127_7972382_5,2058,2297,protein,CALIN
973595,k127_7972382,2416,2638,f,0,1,COG1525,"Endonuclease YncB, thermonuclease family (YncB)",8.7e-11,"Replication, recombination and repair",k127_7972382_6,2417,2638,protein,CALIN
976789,k127_9641967,451,736,f,0,1,,,,,k127_9641967_1,452,736,protein,CALIN
976790,k127_9641967,859,1318,f,0,1,COG3324,"Lactoylglutathione lyase-related enzyme, vicinal oxygen chelate (VOC) family (VOC) (PDB:3OXH) (PUBMED:31710815)",3.3e-36,General function prediction only,k127_9641967_2,860,1318,protein,CALIN
983286,k127_5746949,1215,1452,r,0,1,,,,,k127_5746949_1,1216,1452,protein,CALIN
983293,k127_5746949,9517,9952,f,1,1,,,,,k127_5746949_8,9518,9952,protein,CALIN
985979,k127_172132,1840,1987,f,0,1,,,,,k127_172132_4,1841,1987,protein,CALIN
985980,k127_172132,2039,2630,f,0,1,,,,,k127_172132_5,2040,2630,protein,CALIN
985981,k127_172132,2918,3341,f,0,1,,,,,k127_172132_6,2919,3341,protein,CALIN
989611,k127_1853570,2,971,f,1,1,,,,,k127_1853570_1,3,971,protein,CALIN
989612,k127_1853570,971,1340,r,0,1,,,,,k127_1853570_2,972,1340,protein,CALIN
989613,k127_1853570,1872,2526,f,0,1,,,,,k127_1853570_3,1873,2526,protein,CALIN
989614,k127_1853570,2684,3179,f,0,1,COG2732,"Barstar, RNAse (barnase) inhibitor (BarS) (PDB:1A19)",2.6e-15,Transcription,k127_1853570_4,2685,3179,protein,CALIN
989619,k127_1853570,7480,7897,f,0,1,,,,,k127_1853570_9,7481,7897,protein,CALIN
989620,k127_1853570,8241,8502,f,1,1,,,,,k127_1853570_10,8242,8502,protein,CALIN
990117,k127_5184509,12638,12890,r,0,1,,,,,k127_5184509_13,12639,12890,protein,CALIN
990118,k127_5184509,13160,13883,r,0,1,COG4271,Predicted nucleotide-binding protein containing TIR -like domain,2.9999999999999995e-36,General function prediction only,k127_5184509_14,13161,13883,protein,CALIN
1002350,k127_9096671,6018,6483,r,0,1,COG1670,"Protein N-acetyltransferase, RimJ/RimL family (RimL) (PDB:1S7F)",3.2999999999999994e-68,"Translation, ribosomal structure and biogenesis!!!Posttranslational modification, protein turnover, chaperones",k127_9096671_10,6019,6483,protein,CALIN
1002351,k127_9096671,6493,6940,r,0,1,,,,,k127_9096671_11,6494,6940,protein,CALIN
1003199,k127_4079969,1395,1848,f,0,1,,,,,k127_4079969_3,1396,1848,protein,CALIN
1003200,k127_4079969,2278,2878,f,0,1,,,,,k127_4079969_4,2279,2878,protein,CALIN
1003201,k127_4079969,3006,4290,f,0,1,,,,,k127_4079969_5,3007,4290,protein,CALIN
1003202,k127_4079969,4412,4589,f,0,1,,,,,k127_4079969_6,4413,4589,protein,CALIN
1003203,k127_4079969,4520,5147,r,0,1,COG4339,"Predicted metal-dependent phosphohydrolase, HD superfamily",3.3999999999999996e-36,General function prediction only,k127_4079969_7,4521,5147,protein,CALIN
1011332,k127_2966190,28,625,f,0,1,,,,,k127_2966190_1,29,625,protein,CALIN
1011333,k127_2966190,697,934,f,0,1,,,,,k127_2966190_2,698,934,protein,CALIN
1011334,k127_2966190,1033,2365,f,0,1,,,,,k127_2966190_3,1034,2365,protein,CALIN
1011335,k127_2966190,2516,3005,f,0,1,COG1396,"Transcriptional regulator, contains XRE-family HTH domain (HipB) (PDB:1ADR)",4.2999999999999996e-10,Transcription,k127_2966190_4,2517,3005,protein,CALIN
1011336,k127_2966190,3117,3369,f,1,1,,,,,k127_2966190_5,3118,3369,protein,CALIN
1013667,k127_4082018,175,628,r,0,1,,,,,k127_4082018_1,176,628,protein,complete
1013668,k127_4082018,689,1028,r,0,1,,,,,k127_4082018_2,690,1028,protein,complete
1013669,k127_4082018,1128,1377,r,0,1,,,,,k127_4082018_3,1129,1377,protein,complete
1013670,k127_4082018,1714,2701,f,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),1.0999999999999997e-89,"Replication, recombination and repair",k127_4082018_4,1715,2701,protein,complete
1024594,k127_5756043,608,1589,f,0,1,,,,,k127_5756043_2,609,1589,protein,CALIN
1024595,k127_5756043,1713,2013,f,0,1,,,,,k127_5756043_3,1714,2013,protein,CALIN
1024596,k127_5756043,2146,2611,f,0,1,,,,,k127_5756043_4,2147,2611,protein,CALIN
1024597,k127_5756043,2706,2871,f,1,1,,,,,k127_5756043_5,2707,2871,protein,CALIN
1032597,k127_9653303,1,370,r,1,1,,,,,k127_9653303_1,2,370,protein,CALIN
1032598,k127_9653303,828,1305,f,0,1,,,,,k127_9653303_2,829,1305,protein,CALIN
1032599,k127_9653303,1469,2717,f,0,1,,,,,k127_9653303_3,1470,2717,protein,CALIN
1032600,k127_9653303,2661,2847,f,0,1,,,,,k127_9653303_4,2662,2847,protein,CALIN
1032601,k127_9653303,2944,3361,f,0,1,COG5485,Predicted ester cyclase (PDB:3EHC),1.1999999999999998e-45,General function prediction only,k127_9653303_5,2945,3361,protein,CALIN
1032602,k127_9653303,3500,3665,f,1,1,,,,,k127_9653303_6,3501,3665,protein,CALIN
1036427,k127_11882688,1,118,f,1,1,COG2801!!!COG2963,Transposase InsO and inactivated derivatives (Tra5)!!!Transposase InsE and inactivated derivatives (InsE) (PDB:2JN6) (PUBMED:23818957),8.9e-07,"Mobilome: prophages, transposons!!!Mobilome: prophages, transposons",k127_11882688_1,2,118,protein,CALIN
1036428,k127_11882688,343,670,r,0,1,,,,,k127_11882688_2,344,670,protein,CALIN
1036429,k127_11882688,808,1210,r,0,1,,,,,k127_11882688_3,809,1210,protein,CALIN
1036430,k127_11882688,1273,1795,r,0,1,,,,,k127_11882688_4,1274,1795,protein,CALIN
1036431,k127_11882688,1903,2170,r,0,1,,,,,k127_11882688_5,1904,2170,protein,CALIN
1066721,k127_1870351,221,1439,r,0,1,,,,,k127_1870351_1,222,1439,protein,CALIN
1066722,k127_1870351,1616,1868,r,0,1,,,,,k127_1870351_2,1617,1868,protein,CALIN
1074805,k127_752412,61854,62127,r,0,1,,,,,k127_752412_55,61855,62127,protein,complete
1074806,k127_752412,62230,64234,r,0,1,,,,,k127_752412_56,62231,64234,protein,complete
1074807,k127_752412,64469,65429,f,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),9.099999999999999e-113,"Replication, recombination and repair",k127_752412_57,64470,65429,protein,complete
1098813,k127_8000130,46,910,f,0,1,COG3183,"Predicted restriction endonuclease, HNH family (PDB:6GHC)",4e-27,Defense mechanisms,k127_8000130_1,47,910,protein,CALIN
1098814,k127_8000130,967,1672,f,0,1,COG3183,"Predicted restriction endonuclease, HNH family (PDB:6GHC)",7.1e-30,Defense mechanisms,k127_8000130_2,968,1672,protein,CALIN
1098815,k127_8000130,1776,2415,f,0,1,,,,,k127_8000130_3,1777,2415,protein,CALIN
1098816,k127_8000130,2502,2853,f,0,1,,,,,k127_8000130_4,2503,2853,protein,CALIN
1110586,k127_5775012,1347,1905,f,0,1,COG0698,Ribose 5-phosphate isomerase RpiB (RpiB) (PDB:1NN4),3.3999999999999994e-51,Carbohydrate transport and metabolism,k127_5775012_2,1348,1905,protein,CALIN
1110587,k127_5775012,2022,2940,f,0,1,COG1893,Ketopantoate reductase (PanE) (PDB:1BG6),6.099999999999999e-66,Coenzyme transport and metabolism,k127_5775012_3,2023,2940,protein,CALIN
1110588,k127_5775012,3063,3879,f,0,1,COG2226,Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG (UbiE) (PDB:4OBW),2.7999999999999996e-62,Coenzyme transport and metabolism,k127_5775012_4,3064,3879,protein,CALIN
1110589,k127_5775012,4030,4531,f,0,1,,,,,k127_5775012_5,4031,4531,protein,CALIN
1110590,k127_5775012,4687,5767,f,0,1,COG2070,"NAD(P)H-dependent flavin oxidoreductase YrpB, nitropropane dioxygenase family (YrpB)",5.299999999999999e-85,General function prediction only,k127_5775012_6,4688,5767,protein,CALIN
1111862,k127_4103951,287,1334,r,0,1,,,,,k127_4103951_1,288,1334,protein,CALIN
1111863,k127_4103951,1455,2532,r,0,1,,,,,k127_4103951_2,1456,2532,protein,CALIN
1111864,k127_4103951,2649,2865,r,0,1,,,,,k127_4103951_3,2650,2865,protein,CALIN
1117692,k127_4105026,0,330,f,1,1,COG4333,"Uncharacterized conserved protein, DUF1643 domain",6.2000000000000004e-21,Function unknown,k127_4105026_1,1,330,protein,CALIN
1117693,k127_4105026,483,900,f,0,1,,,,,k127_4105026_2,484,900,protein,CALIN
1117694,k127_4105026,986,2291,f,0,1,COG1819,"UDP:flavonoid glycosyltransferase YjiC, YdhE family (YjiC) (PDB:2ACV) (PUBMED:23974133)",2.1999999999999993e-133,Carbohydrate transport and metabolism,k127_4105026_3,987,2291,protein,CALIN
1117695,k127_4105026,2320,2767,f,0,1,,,,,k127_4105026_4,2321,2767,protein,CALIN
1117696,k127_4105026,2863,2965,f,1,1,,,,,k127_4105026_5,2864,2965,protein,CALIN
1154330,k127_11910604,20,251,f,0,1,,,,,k127_11910604_1,21,251,protein,CALIN
1154331,k127_11910604,389,989,f,0,1,,,,,k127_11910604_2,390,989,protein,CALIN
1154332,k127_11910604,1084,1540,f,0,1,,,,,k127_11910604_3,1085,1540,protein,CALIN
1154333,k127_11910604,1705,1942,f,0,1,,,,,k127_11910604_4,1706,1942,protein,CALIN
1154334,k127_11910604,2089,2176,f,1,1,,,,,k127_11910604_5,2090,2176,protein,CALIN
1156378,k127_6886592,34,859,r,0,1,COG0265,"Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain (DegQ) (PDB:2HGA) (PUBMED:29686141)",3.399999999999999e-124,"Posttranslational modification, protein turnover, chaperones",k127_6886592_1,35,859,protein,CALIN
1156379,k127_6886592,947,2426,r,0,1,COG0484,DnaJ-class molecular chaperone with C-terminal Zn finger domain (DnaJ) (PDB:1BQ0),9.899999999999999e-50,"Posttranslational modification, protein turnover, chaperones",k127_6886592_2,948,2426,protein,CALIN
1156380,k127_6886592,2521,2698,r,1,1,,,,,k127_6886592_3,2522,2698,protein,CALIN
1165671,k127_13030309,0,99,r,1,1,,,,,k127_13030309_1,1,99,protein,CALIN
1165672,k127_13030309,221,1112,r,0,1,,,,,k127_13030309_2,222,1112,protein,CALIN
1165673,k127_13030309,1104,1842,r,0,1,COG0484,DnaJ-class molecular chaperone with C-terminal Zn finger domain (DnaJ) (PDB:1BQ0),1.3e-31,"Posttranslational modification, protein turnover, chaperones",k127_13030309_3,1105,1842,protein,CALIN
1165674,k127_13030309,1930,2224,r,0,1,,,,,k127_13030309_4,1931,2224,protein,CALIN
1165677,k127_13030309,3767,3947,f,1,1,,,,,k127_13030309_7,3768,3947,protein,CALIN
1211687,k127_1902329,2786,3149,r,0,1,,,,,k127_1902329_7,2787,3149,protein,CALIN
1211688,k127_1902329,3252,3408,r,0,1,,,,,k127_1902329_8,3253,3408,protein,CALIN
1211689,k127_1902329,3575,4250,r,0,1,COG3183,"Predicted restriction endonuclease, HNH family (PDB:6GHC)",3.4000000000000003e-29,Defense mechanisms,k127_1902329_9,3576,4250,protein,CALIN
1213979,k127_13041380,131,566,f,0,1,,,,,k127_13041380_1,132,566,protein,CALIN
1213980,k127_13041380,669,972,f,0,1,,,,,k127_13041380_2,670,972,protein,CALIN
1213981,k127_13041380,1136,1481,f,0,1,,,,,k127_13041380_3,1137,1481,protein,CALIN
1213982,k127_13041380,2079,2166,f,1,1,,,,,k127_13041380_4,2080,2166,protein,CALIN
1220313,k127_4679237,1,451,f,1,1,,,,,k127_4679237_1,2,451,protein,CALIN
1220314,k127_4679237,933,1992,f,0,1,COG4188,Predicted dienelactone hydrolase,7.599999999999999e-44,General function prediction only,k127_4679237_2,934,1992,protein,CALIN
1229160,k127_9147101,1050,2433,f,0,1,COG3488,"Uncharacterized conserved protein with two CxxC motifs, DUF1111 family",9.999999999999999e-118,General function prediction only,k127_9147101_2,1051,2433,protein,CALIN
1229161,k127_9147101,2666,2957,f,0,1,COG2929,"Uncharacterized conserved protein, DUF497 family (PDB:3U97)",2.5e-29,Function unknown,k127_9147101_3,2667,2957,protein,CALIN
1229162,k127_9147101,2953,3169,f,0,1,COG3514,"Uncharacterized conserved protein, DUF4415 family",1.5e-23,Function unknown,k127_9147101_4,2954,3169,protein,CALIN
1241425,k127_11931095,5142,5472,f,0,1,,,,,k127_11931095_5,5143,5472,protein,CALIN
1241426,k127_11931095,5581,6004,f,0,1,,,,,k127_11931095_6,5582,6004,protein,CALIN
1241427,k127_11931095,6008,6659,r,0,1,,,,,k127_11931095_7,6009,6659,protein,CALIN
1241974,k127_229271,3860,4253,r,0,1,,,,,k127_229271_6,3861,4253,protein,CALIN
1241975,k127_229271,4440,4746,r,0,1,COG3153,Predicted N-acetyltransferase YhbS (yhbS) (PDB:4ZBG),1.4e-22,General function prediction only,k127_229271_7,4441,4746,protein,CALIN
1241976,k127_229271,4852,5152,r,0,1,COG3093,"Plasmid maintenance system antidote protein VapI, contains XRE-type HTH domain (VapI) (PDB:4MCT)",5.3e-27,Defense mechanisms,k127_229271_8,4853,5152,protein,CALIN
1241977,k127_229271,5160,5439,r,0,1,COG3549,Plasmid maintenance system killer protein (HigB),1.1e-29,Defense mechanisms,k127_229271_9,5161,5439,protein,CALIN
1241978,k127_229271,5603,5999,r,0,1,COG3791,Uncharacterized conserved protein (PDB:1X6M),7.899999999999999e-47,Function unknown,k127_229271_10,5604,5999,protein,CALIN
1241979,k127_229271,6110,6578,r,0,1,COG1764,Organic hydroperoxide reductase OsmC/OhrA (OsmC) (PDB:1QWI),1.0999999999999999e-74,Defense mechanisms,k127_229271_11,6111,6578,protein,CALIN
1241980,k127_229271,6683,7136,r,0,1,COG1917,Cupin domain protein related to quercetin dioxygenase (QdoI) (PDB:2H0V),4.799999999999999e-56,General function prediction only,k127_229271_12,6684,7136,protein,CALIN
1241981,k127_229271,7297,7837,r,0,1,,,,,k127_229271_13,7298,7837,protein,CALIN
1269856,k127_7474409,1328,4079,r,0,1,COG0613!!!COG1196,"5'-3' exoribonuclease TrpH/YciV (RNase AM), contains PHP domain (YciV) (PDB:3E0F) (PUBMED:25871919)!!!Chromosome segregation ATPase Smc (Smc) (PDB:5XG3)",3.699999999999998e-223,"Nucleotide transport and metabolism!!!Cell cycle control, cell division, chromosome partitioning",k127_7474409_3,1329,4079,protein,CALIN
1269857,k127_7474409,4180,5215,r,0,1,COG1715,Restriction endonuclease Mrr (Mrr),1.8e-18,Defense mechanisms,k127_7474409_4,4181,5215,protein,CALIN
1269858,k127_7474409,5292,5949,r,1,1,,,,,k127_7474409_5,5293,5949,protein,CALIN
