bin,depth,Percent Complete,Percent Contamination,Strain Heterogeneity,GC_content,contigs count,Max. contig length (bp),N50 contig length (bp),Mean contig length (bp),bin_size(Mbp),Coding density,Data repository hosting the genome assembly reported in this study,GenBank Accession ID for newly reported draft genomes,Matches Delmont et al. (2017) genome,Matches Tully et al. (2017) genome,Domain,Phylum,Class,Order,Family,Genus,Species,Phylogeny source method,ocean,Total ORFs,Transposases,Integrases,Percent Transposases,Percent Integrases,Highest Relative Abundance,complete genome size (Mbp),tara_station,size_fraction,biofilm_count,percent_biofilm,defense_count,percent_defense,prot,prot_normalized,bact,bact_over_prot,lifestyle
NAT-222,SRF,71.66,3.7,0.0,33.83,25,"221,779","76,603","47,588",1.19,94.38,NCBI Assembly,PAJB00000000,n.a.,n.a.,Bacteria,Chloroflexi,novelClass_F,,,,,Hug et al. phylogenetic marker set,NAT,1177,0,3,0.0,0.002548853,tara145_bact_surface,1.660619593,tara145,bact,0,0.0,16,0.013593882752761258,0.15934919000000003,4.252873722394743,3.3599935680000006,4.252873722394743,mixed
NAT-224,SRF,92.12,6.23,27.5,28.3,43,"275,962","71,914","38,187",1.64,96.75,NCBI Assembly,PAJD00000000,n.a.,n.a.,Bacteria,Marinimicrobia,,,,,,Hug et al. phylogenetic marker set,NAT,1501,0,22,0.0,0.014656895,tara145_bact_surface,1.780286583,tara145,bact,1,0.0006662230000000001,23,0.015323117921385743,0.085713356,11.80742087786553,5.017757189,11.80742087786553,free_living
NAT-225,SRF,89.51,5.91,91.18,43.94,121,"103,699","35,699","27,316",3.31,89.88,NCBI Assembly,PAJE00000000,TARA_ANE_MAG_00022,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,,,,Hug et al. phylogenetic marker set,NAT,2877,0,3,0.0,0.001042753,tara145_bact_surface,3.6979108480000003,tara145,bact,2,0.0006951689999999999,71,0.024678484532499132,0.19330950100000005,2.443003249760558,2.341441667,2.443003249760558,mixed
NAT-23,SRF,100.0,7.26,6.67,52.73,60,"810,364","230,483","116,920",7.02,92.71,NCBI Assembly,PAAG00000000,n.a.,n.a.,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,,,Hug et al. phylogenetic marker set,NAT,5915,17,2,0.002874049,0.000338123,tara148_prot_surface,7.02,tara148,prot,7,0.0011834319999999999,114,0.019273034657650043,0.15337046399999998,0.3540965200166969,0.269258541,0.3540965200166969,mixed
NAT-231,SRF,78.11,2.92,18.18,37.8,65,"74,631","26,827","22,886",1.49,94.89,NCBI Assembly,PAAD00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,,,Alternative phylogenetic marker set,NAT,1297,0,3,0.0,0.00231303,tara004_bact_surface,1.9075662530000002,tara004,bact,1,0.00077101,23,0.017733230531996914,0.640711146,1.9323892248586152,6.138510237,1.9323892248586152,mixed
NAT-232,SRF,70.65,2.87,46.67,34.71,26,"156,565","76,073","48,414",1.26,94.46,NCBI Assembly,PAAC00000000,TARA_ANE_MAG_00048,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,,Hug et al. phylogenetic marker set,NAT,1234,0,3,0.0,0.002431118,tara146_bact_surface,1.78343949,tara146,bact,2,0.0016207460000000002,16,0.012965964343598054,0.21016075300000003,6.397736174377959,6.666287518,6.397736174377959,mixed
NAT-237,DCM,85.65,8.45,5.88,43.99,71,"93,261","40,044","26,569",1.89,94.15,NCBI Assembly,NZZX00000000,n.a.,n.a.,Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,,,Hug et al. phylogenetic marker set,NAT,1739,0,13,0.0,0.0074755609999999995,tara004_bact_dcm,2.2066549909999997,tara004,bact,1,0.000575043,17,0.0097757331799885,0.10974102499999999,3.7282899593667804,2.028545679,3.7282899593667804,mixed
NAT-238,SRF,82.87,7.6,66.67,34.73,70,"85,771","33,444","26,965",1.89,95.61,NCBI Assembly,NZZW00000000,n.a.,n.a.,Archaea,Euryarchaeota,,,novelFamily_A,,,Hug et al. phylogenetic marker set,NAT,1538,0,1,0.0,0.000650195,tara146_bact_surface,2.280680584,tara146,bact,0,0.0,12,0.007802340702210663,0.334334879,1.6992078248697142,2.816659074,1.6992078248697142,mixed
NAT-239,SRF,78.3,2.14,0.0,68.13,226,"93,712","22,123","19,279",4.36,91.44,NCBI Assembly,NZZV00000000,n.a.,n.a.,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_E,,Hug et al. phylogenetic marker set,NAT,4121,14,2,0.0033972340000000003,0.000485319,tara148_prot_surface,5.568326947999999,tara148,prot,10,0.002426595,133,0.032273719970880854,1.3071644809999998,0.03330100510794996,0.21582098900000002,0.03330100510794996,particle
NAT-24,MES,72.33,0.52,0.0,61.11,141,"65,462","22,096","18,980",2.68,91.61,NCBI Assembly,NZZU00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,,,Hug et al. phylogenetic marker set,NAT,2560,20,2,0.0078125,0.00078125,tara149_prot_meso,3.705239873,tara149,prot,9,0.003515625,69,0.026953125,7.488513177,0.19609276521806154,7.280534550999999,0.19609276521806154,mixed
NAT-241,SRF,84.41,7.69,0.0,37.56,85,"79,407","32,328","24,059",2.05,89.53,NCBI Assembly,NZZS00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,,Hug et al. phylogenetic marker set,NAT,1957,1,5,0.000510986,0.002554931,tara145_bact_surface,2.428622201,tara145,bact,3,0.001532959,26,0.013285641287685232,0.04950010900000001,3.3911214546481068,0.8322534380000001,3.3911214546481068,mixed
NAT-242,SRF,74.32,2.03,33.33,41.19,128,"97,533","23,643","21,578",2.76,94.47,NCBI Assembly,NZZR00000000,n.a.,n.a.,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,novelFamily_D,,,Hug et al. phylogenetic marker set,NAT,2229,0,2,0.0,0.000897263,tara149_prot_surface,3.7136706139999998,tara149,prot,0,0.0,29,0.01301031852848811,1.388644014,1.098171366078113,7.560789379999999,1.098171366078113,mixed
NAT-245,DCM,72.81,2.06,8.7,31.34,47,"101,032","29,393","25,375",1.19,97.04,NCBI Assembly,NZZP00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_B,,,,Hug et al. phylogenetic marker set,NAT,1300,0,20,0.0,0.015384615,tara150_bact_dcm,1.63439088,tara150,bact,1,0.0007692310000000001,17,0.013076923076923076,0.15038502799999998,4.659901634795876,3.474461058,4.659901634795876,mixed
NAT-248,SRF,85.66,6.25,67.39,33.12,48,"128,638","50,973","36,824",1.77,94.66,NCBI Assembly,NZZM00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Formosa,,Hug et al. phylogenetic marker set,NAT,1612,0,14,0.0,0.008684864,tara152_bact_surface,2.066308662,tara152,bact,1,0.0006203469999999999,28,0.017369727047146403,0.336247452,3.7205103504959847,6.202512058,3.7205103504959847,mixed
NAT-249,DCM,72.12,2.04,44.44,52.33,103,"52,400","15,232","15,605",1.61,89.91,NCBI Assembly,NZZL00000000,n.a.,n.a.,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,,,16S rRNA - SILVA SSURef128,NAT,1649,0,2,0.0,0.001212856,tara152_prot_dcm,2.23239046,tara152,prot,4,0.002425713,24,0.014554275318374773,1.2658074810000002,0.36717016871337477,2.304311277,0.36717016871337477,mixed
NAT-252,DCM,77.43,3.68,28.57,31.15,79,"49,994","21,147","18,266",1.44,95.21,NCBI Assembly,NZZH00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_G,,Hug et al. phylogenetic marker set,NAT,1321,0,3,0.0,0.0022710070000000002,tara151_bact_dcm,1.859744285,tara151,bact,0,0.0,26,0.01968205904617714,0.16421188400000003,13.70570713778535,11.158662170999998,13.70570713778535,free_living
NAT-253,MES,87.72,7.12,3.7,70.81,199,"99,057","26,474","21,693",4.32,91.76,NCBI Assembly,NZZG00000000,n.a.,n.a.,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Pimelobacter,,Hug et al. phylogenetic marker set,NAT,4030,19,0,0.00471464,0.0,tara152_prot_meso,4.924760602,tara152,prot,15,0.003722084,105,0.026054590570719603,0.611902479,0.11375989954699013,0.3451258670000001,0.11375989954699013,mixed
NAT-255,DCM,90.6,7.45,92.31,42.61,78,"109,333","28,641","25,155",1.96,95.52,NCBI Assembly,NZZE00000000,n.a.,n.a.,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_B,,Hug et al. phylogenetic marker set,NAT,1923,0,1,0.0,0.000520021,tara151_bact_dcm,2.163355408,tara151,bact,0,0.0,47,0.024440977639105563,0.462248798,3.973692041309964,9.107015907000003,3.973692041309964,mixed
NAT-258,SRF,88.51,8.33,3.7,40.99,178,"86,093","22,029","19,484",3.47,94.93,NCBI Assembly,NZZC00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Crocinitomicaceae,,,Hug et al. phylogenetic marker set,NAT,3283,0,20,0.0,0.006091989,tara141_bact_surface,3.920460965,tara141,bact,1,0.000304599,33,0.010051781906792567,0.058870135000000004,2.4360541927145993,0.711030246,2.4360541927145993,mixed
NAT-259,SRF,79.18,2.04,70.0,42.6,82,"110,518","24,999","21,435",1.76,93.03,NCBI Assembly,NZZB00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,,,Alternative phylogenetic marker set,NAT,1574,0,0,0.0,0.0,tara145_bact_surface,2.222783531,tara145,bact,0,0.0,25,0.01588310038119441,0.57011859,2.0920880793438252,5.913590742999999,2.0920880793438252,mixed
NAT-26,DCM,72.51,0.0,0.0,52.53,185,"52,104","18,151","17,375",3.21,88.85,NCBI Assembly,NZZA00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,,,Hug et al. phylogenetic marker set,NAT,2871,7,3,0.002438175,0.001044932,tara150_prot_dcm,4.42697559,tara150,prot,8,0.002786486,70,0.024381748519679555,8.533600393,0.03751932939837746,1.5874259210000001,0.03751932939837746,particle
NAT-269,SRF,71.2,3.83,37.5,30.66,72,"60,150","23,024","19,940",1.44,97.08,NCBI Assembly,NZYQ00000000,TARA_ANE_MAG_00070,n.a.,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Flammeovirgaceae,novelGenus_B,,Hug et al. phylogenetic marker set,NAT,1307,0,2,0.0,0.0015302220000000001,tara004_bact_surface,2.02247191,tara004,bact,0,0.0,26,0.019892884468247895,0.10911717,13.921248632599042,7.531428924999999,13.921248632599042,free_living
NAT-271,SRF,77.72,4.23,100.0,30.9,31,"165,998","64,687","35,442",1.1,96.81,NCBI Assembly,NZYO00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_B,,,,Hug et al. phylogenetic marker set,NAT,1199,0,0,0.0,0.0,tara146_bact_surface,1.4153371080000001,tara146,bact,4,0.003336113,16,0.013344453711426188,0.100910434,22.555788620692596,11.284964263,22.555788620692596,free_living
NAT-272,DCM,83.82,9.01,13.33,30.33,50,"61,226","26,600","23,510",1.18,96.91,NCBI Assembly,NZYN00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_F,,Hug et al. phylogenetic marker set,NAT,1065,0,2,0.0,0.001877934,tara004_bact_dcm,1.407778573,tara004,bact,0,0.0,23,0.0215962441314554,0.85940448,6.144161640344515,26.179801176999995,6.144161640344515,mixed
NAT-276,MES,91.78,8.43,28.57,64.39,130,"151,519","33,670","27,230",3.54,89.74,NCBI Assembly,NZYJ00000000,TARA_ANW_MAG_00036,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,,Hug et al. phylogenetic marker set,NAT,3259,14,2,0.004295796,0.000613685,tara142_bact_meso,3.8570494660000003,tara142,bact,10,0.003068426,91,0.027922675667382633,0.34641364299999994,1.657295084936736,2.8464327540000003,1.657295084936736,mixed
NAT-278,DCM,70.44,2.64,20.0,37.06,90,"70,564","22,509","19,760",1.78,91.56,NCBI Assembly,NZYH00000000,n.a.,n.a.,Bacteria,Proteobacteria,Nitrospinae,Nitrospinales,Nitrospinaceae,Nitrospina,,Hug et al. phylogenetic marker set,NAT,1704,0,2,0.0,0.001173709,tara151_bact_dcm,2.526973311,tara151,bact,2,0.001173709,26,0.015258215962441314,0.15106418099999996,3.950919559413516,2.959141864,3.950919559413516,mixed
NAT-28,SRF,99.13,0.43,0.0,55.21,43,"2,086,245","2,086,245","92,393",3.97,91.41,NCBI Assembly,NZYF00000000,n.a.,TMED2,Bacteria,Proteobacteria,Alphaproteobacteria,unclassifiedAlphaproteobacteria,,,,Hug et al. phylogenetic marker set,NAT,3710,4,2,0.0010781669999999999,0.000539084,tara004_bact_surface,4.004842127,tara004,bact,7,0.0018867920000000002,88,0.02371967654986523,0.48560358000000003,3.5093705421689605,8.449231397,3.5093705421689605,mixed
NAT-280,DCM,76.6,4.4,0.0,54.46,82,"70,559","31,313","22,957",1.88,93.58,NCBI Assembly,NZYE00000000,n.a.,n.a.,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,novel_genus,,Alternative phylogenetic marker set,NAT,1666,0,9,0.0,0.005402161,tara142_bact_dcm,2.454308094,tara142,bact,3,0.00180072,49,0.029411764705882353,0.16620152000000005,9.390048279439775,7.737647031999999,9.390048279439775,mixed
NAT-282,MES,80.96,5.84,70.59,39.86,155,"105,230","20,654","19,417",3.01,92.24,NCBI Assembly,NZYC00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cytophagaceae,Leeuwenhoekiella,,Hug et al. phylogenetic marker set,NAT,2628,0,2,0.0,0.000761035,tara142_bact_meso,3.717885375,tara142,bact,6,0.002283105,72,0.0273972602739726,2.3901539590000005,1.2237248026158576,14.501593830999997,1.2237248026158576,mixed
NAT-284,DCM,93.59,7.26,0.0,50.74,31,"293,761","125,665","80,646",2.5,93.95,NCBI Assembly,NZYA00000000,n.a.,TMED224,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_A,,Hug et al. phylogenetic marker set,NAT,2425,0,2,0.0,0.0008247419999999999,tara151_bact_dcm,2.671225558,tara151,bact,0,0.0,46,0.018969072164948454,0.8213683419999999,2.5246902507474718,10.281397754000002,2.5246902507474718,mixed
NAT-288,SRF,76.53,0.0,0.0,45.65,43,"139,844","51,214","38,912",1.67,95.93,NCBI Assembly,NZXZ00000000,n.a.,n.a.,Archaea,Euryarchaeota,,,novelFamily_D,,,Hug et al. phylogenetic marker set,NAT,1361,0,9,0.0,0.006612785,tara146_bact_surface,2.1821507909999998,tara146,bact,0,0.0,16,0.011756061719324026,0.040952899,8.950218336787168,1.817290592,8.950218336787168,mixed
NAT-290,SRF,97.27,0.61,0.0,57.06,14,"2,698,294","1,017,722","483,450",6.77,91.75,NCBI Assembly,NZXX00000000,n.a.,n.a.,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,,,Hug et al. phylogenetic marker set,NAT,6085,6,7,0.000986031,0.00115037,tara148_prot_surface,6.960008225,tara148,prot,22,0.003615448,156,0.025636811832374692,0.056481032,0.4585725801789787,0.12841531,0.4585725801789787,mixed
NAT-291,SRF,96.12,1.65,12.5,60.31,68,"316,157","122,625","63,623",4.33,90.67,NCBI Assembly,NZXW00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Nitratireductor,,Hug et al. phylogenetic marker set,NAT,4120,13,0,0.00315534,0.0,tara148_prot_surface,4.504785685,tara148,prot,9,0.002184466,83,0.020145631067961165,0.190420056,0.7060601281219002,0.6665925779999999,0.7060601281219002,mixed
NAT-3,SRF,97.57,6.26,4.17,63.26,120,"260,965","69,816","47,472",5.7,90.29,NCBI Assembly,NZXU00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ahrensia,,Hug et al. phylogenetic marker set,NAT,5417,15,3,0.00276906,0.000553812,tara148_prot_surface,5.841959619,tara148,prot,9,0.001661436,112,0.020675650729185896,0.547514648,0.12438453585603089,0.33765114800000007,0.12438453585603089,mixed
NAT-30,MES,97.41,1.08,0.0,63.92,88,"326,312","76,478","56,212",4.95,87.51,NCBI Assembly,NZXT00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,Hug et al. phylogenetic marker set,NAT,4202,6,1,0.0014278910000000001,0.000237982,tara152_bact_meso,5.081613797,tara152,bact,23,0.005473584,89,0.021180390290337935,0.572896564,0.5762089445345691,1.636674482,0.5762089445345691,mixed
NAT-33,DCM,97.6,0.43,55.56,70.87,71,"456,168","170,517","73,264",5.2,85.55,NCBI Assembly,NZXQ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Hug et al. phylogenetic marker set,NAT,4352,22,13,0.005055147,0.002987132,tara152_prot_dcm,5.327868852,tara152,prot,5,0.001148897,92,0.021139705882352942,18.398899657999998,0.012025707026269775,1.0970049019999997,0.012025707026269775,particle
NAT-39,SRF,81.62,4.38,34.48,41.67,148,"60,424","20,291","18,533",2.74,91.82,NCBI Assembly,NZXI00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,novel_genusE10,,Hug et al. phylogenetic marker set,NAT,2567,0,17,0.0,0.006622517,tara145_bact_surface,3.3570203380000003,tara145,bact,1,0.00038956,39,0.015192832099727308,2.5133408180000005,1.7133192444793328,21.349896579000003,1.7133192444793328,mixed
NAT-4,SRF,98.15,2.78,20.0,57.41,69,"340,022","96,350","70,946",4.9,90.9,NCBI Assembly,NZXG00000000,TARA_ANW_MAG_00019,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,,,Hug et al. phylogenetic marker set,NAT,4284,42,2,0.009803922,0.00046685300000000004,tara148_prot_surface,4.992358635,tara148,prot,7,0.0016339870000000002,113,0.026377217553688142,0.574527825,0.253499070071694,0.7220936660000001,0.253499070071694,mixed
NAT-40,SRF,91.98,3.94,95.0,58.87,73,"130,990","39,340","30,319",2.21,90.14,NCBI Assembly,NZXF00000000,n.a.,n.a.,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,Hug et al. phylogenetic marker set,NAT,2437,0,17,0.0,0.00697579,tara149_prot_surface,2.4026962380000003,tara149,prot,4,0.0016413620000000002,34,0.013951579811243332,3.1976219049999997,0.30436048455562104,4.825268398,0.30436048455562104,mixed
NAT-41,DCM,96.69,9.56,22.73,31.16,77,"98,534","44,468","30,290",2.33,95.73,NCBI Assembly,NZXE00000000,TARA_ANE_MAG_00026,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_F,,Hug et al. phylogenetic marker set,NAT,2094,0,3,0.0,0.001432665,tara150_bact_dcm,2.409763161,tara150,bact,0,0.0,48,0.022922636103151862,0.318906092,7.61224127933349,12.035980044,7.61224127933349,mixed
NAT-417,DCM,88.45,3.96,100.0,31.35,22,"187,180","99,430","61,040",1.34,95.7,NCBI Assembly,NZXD00000000,n.a.,n.a.,Bacteria,Chloroflexi,SAR202,,,,,16S rRNA - SILVA SSURef128,NAT,1293,0,28,0.0,0.021655066,tara142_bact_dcm,1.514980215,tara142,bact,1,0.000773395,15,0.01160092807424594,0.07148009200000001,15.109080944095288,5.354627311,15.109080944095288,free_living
NAT-422,MES,89.01,2.2,0.0,32.8,57,"107,756","40,042","31,986",1.82,96.21,NCBI Assembly,NZXC00000000,n.a.,n.a.,Bacteria,Marinimicrobia,,,,,,Hug et al. phylogenetic marker set,NAT,1599,0,0,0.0,0.0,tara145_bact_meso,2.044714077,tara145,bact,1,0.000625391,28,0.017510944340212633,0.099721031,14.377380977921105,7.108412781,14.377380977921105,free_living
NAT-43,DCM,78.83,1.69,50.0,44.16,104,"75,850","24,026","19,944",2.07,90.6,NCBI Assembly,NZXB00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,novel_genusE3,,Hug et al. phylogenetic marker set,NAT,1842,0,0,0.0,0.0,tara151_prot_dcm,2.625903844,tara151,prot,0,0.0,32,0.01737242128121607,1.768979669,0.8443382050436683,7.4053464380000005,0.8443382050436683,mixed
NAT-430,SRF,76.47,4.67,22.22,29.79,30,"116,383","41,412","31,276",0.94,96.92,NCBI Assembly,NZXA00000000,TARA_RED_MAG_00009,n.a.,Bacteria,SBR1093,,,,,,Hug et al. phylogenetic marker set,NAT,970,0,1,0.0,0.001030928,tara142_bact_surface,1.229240225,tara142,bact,0,0.0,10,0.010309278350515464,0.025448356000000002,108.31501062595767,13.666410963999999,108.31501062595767,free_living
NAT-441,MES,71.05,4.27,30.0,30.67,37,"134,738","78,687","38,589",1.43,94.15,NCBI Assembly,NZWY00000000,n.a.,n.a.,Bacteria,Chloroflexi,SAR202-2,novelOrder_B,,,,Hug et al. phylogenetic marker set,NAT,1455,0,2,0.0,0.00137457,tara145_bact_meso,2.012667136,tara145,bact,0,0.0,15,0.010309278350515464,0.23546023100000002,5.492768603361338,6.412316755999998,5.492768603361338,mixed
NAT-45,SRF,92.0,1.61,0.0,30.81,53,"97,102","44,351","31,401",1.66,95.89,NCBI Assembly,NZWX00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_F,,,Hug et al. phylogenetic marker set,NAT,1489,0,2,0.0,0.001343183,tara146_bact_surface,1.8043478259999999,tara146,bact,0,0.0,15,0.010073875083948958,0.082282662,6.726732186544209,2.7442177489999997,6.726732186544209,mixed
NAT-453,SRF,71.29,2.2,100.0,40.06,43,"172,960","42,036","33,376",1.44,94.71,NCBI Assembly,NZWW00000000,n.a.,n.a.,Bacteria,Chloroflexi,Dehalococcoidetes,,,,,CheckM,NAT,1426,0,1,0.0,0.000701262,tara146_bact_surface,2.019918642,tara146,bact,0,0.0,17,0.011921458625525946,0.22766130999999995,11.111432562257434,12.541959193000002,11.111432562257434,free_living
NAT-501,DCM,70.69,3.45,50.0,30.75,59,"55,706","21,620","20,172",1.19,96.31,NCBI Assembly,NZWM00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,,,,CheckM,NAT,1067,0,2,0.0,0.001874414,tara142_bact_dcm,1.6834064219999998,tara142,bact,0,0.0,14,0.013120899718837863,0.09631045400000002,3.362372074624036,1.6055554100000002,3.362372074624036,mixed
NAT-509,SRF,85.78,5.76,28.57,32.51,26,"180,014","53,461","40,646",1.06,96.49,NCBI Assembly,NZWJ00000000,n.a.,n.a.,Bacteria,SBR1093,,,,,,Hug et al. phylogenetic marker set,NAT,1082,0,7,0.0,0.006469501,tara145_bact_surface,1.235719282,tara145,bact,1,0.0009242139999999999,14,0.012939001848428836,0.032307389000000006,18.26530984825522,2.9257351059999994,18.26530984825522,free_living
NAT-510,SRF,81.3,2.24,33.33,32.24,21,"170,328","79,283","48,017",1.01,96.32,NCBI Assembly,NZWH00000000,n.a.,n.a.,Bacteria,SBR1093,,,,,,Hug et al. phylogenetic marker set,NAT,1031,0,1,0.0,0.000969932,tara145_bact_surface,1.242312423,tara145,bact,0,0.0,10,0.009699321047526674,0.040412233,19.662245032411505,3.939599289,19.662245032411505,free_living
NAT-52,DCM,89.21,1.1,0.0,35.98,84,"69,519","29,120","23,062",1.94,96.06,NCBI Assembly,NZWG00000000,n.a.,n.a.,Bacteria,Marinimicrobia,,,,,,Hug et al. phylogenetic marker set,NAT,1688,0,2,0.0,0.0011848339999999998,tara151_bact_dcm,2.174644098,tara151,bact,0,0.0,26,0.015402843601895734,0.09198898400000001,20.167273520311195,9.197909004999998,20.167273520311195,free_living
NAT-53,SRF,84.45,1.68,100.0,30.44,25,"136,069","68,085","41,266",1.03,97.08,NCBI Assembly,NZWF00000000,n.a.,n.a.,Bacteria,SBR1093,,,,,,Hug et al. phylogenetic marker set,NAT,1063,0,2,0.0,0.0018814679999999999,tara141_bact_surface,1.219656602,tara141,bact,0,0.0,14,0.01317027281279398,0.17439618599999998,17.407055857413138,15.051105634999999,17.407055857413138,free_living
NAT-535,SRF,79.14,0.85,0.0,32.35,33,"150,646","74,485","47,436",1.57,93.8,NCBI Assembly,NZWE00000000,n.a.,n.a.,Bacteria,Actinobacteria,Actinobacteria,,,,,CheckM,NAT,1428,0,2,0.0,0.00140056,tara152_bact_surface,1.983826131,tara152,bact,0,0.0,13,0.009103641456582634,0.40094836399999995,1.6782533538357212,3.3361999200000003,1.6782533538357212,mixed
NAT-54,DCM,74.27,0.0,0.0,51.42,45,"97,443","34,542","26,504",1.19,95.81,NCBI Assembly,NZWD00000000,n.a.,n.a.,Archaea,Euryarchaeota,,,,,,CheckM,NAT,1031,0,1,0.0,0.000969932,tara151_bact_dcm,1.602262017,tara151,bact,0,0.0,14,0.013579049466537343,0.07910183800000001,5.637584809873386,2.2109848220000003,5.637584809873386,mixed
NAT-55,SRF,82.89,3.23,25.0,30.18,89,"154,370","23,339","22,211",1.98,96.74,NCBI Assembly,NZWA00000000,TARA_ANE_MAG_00051,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_F,,,Hug et al. phylogenetic marker set,NAT,1928,0,2,0.0,0.001037344,tara141_bact_surface,2.388707926,tara141,bact,0,0.0,24,0.012448132780082987,0.197255937,5.916541784294274,5.786342248,5.916541784294274,mixed
NAT-575,MES,78.57,0.2,100.0,58.89,106,"66,598","23,333","19,765",2.1,87.49,NCBI Assembly,NZVX00000000,n.a.,n.a.,Bacteria,Chloroflexi,novelClass_E,novelOrder_A,,,,Hug et al. phylogenetic marker set,NAT,2030,0,1,0.0,0.000492611,tara145_bact_meso,2.672775869,tara145,bact,2,0.000985222,35,0.017241379310344827,0.22532235199999998,7.653101552779968,8.549640433000002,7.653101552779968,mixed
NAT-6,MES,97.54,8.47,73.68,71.29,69,"396,638","131,994","72,004",4.97,91.04,NCBI Assembly,NZVU00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Rhodothermaceae,,,Hug et al. phylogenetic marker set,NAT,4270,8,2,0.001873536,0.000468384,tara149_prot_meso,5.095345499,tara149,prot,14,0.0032786890000000004,85,0.01990632318501171,1.958833928,0.17414481652983926,1.6912751500000005,0.17414481652983926,mixed
NAT-60,MES,80.59,3.93,66.67,60.72,125,"56,678","23,068","20,468",2.56,92.06,NCBI Assembly,NZVT00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,novel_genusE9,,Hug et al. phylogenetic marker set,NAT,2497,4,2,0.0016019220000000002,0.0008009610000000001,tara149_prot_meso,3.1765727760000004,tara149,prot,8,0.003203845,68,0.02723267921505807,9.049828032999999,0.49039160487282624,22.003382659000003,0.49039160487282624,mixed
