gene_callers_id,contig,start,stop,direction,partial,call_type,accession,gene_function,e_value,category,element,cassette_begin,cassette_end,type_molecule,from_integron_type,ocean
1147971,c_108037,4897,5092,r,0,1,,,,,108037_10,4898,5092,protein,CALIN,SAT
1147972,c_108037,5242,5542,r,0,1,,,,,108037_11,5243,5542,protein,CALIN,SAT
1147973,c_108037,5662,6439,r,0,1,COG2968,"Uncharacterized conserved protein YggE, contains kinase-interacting SIMPL domain (YggE) (PDB:4HVZ)",7.3e-28,Function unknown,108037_12,5663,6439,protein,CALIN,SAT
1147974,c_108037,6514,6928,r,0,1,COG1396,"Transcriptional regulator, contains XRE-family HTH domain (HipB) (PDB:1ADR)",6.6e-52,Transcription,108037_13,6515,6928,protein,CALIN,SAT
1147975,c_108037,7347,8283,f,0,1,COG3547,Transposase,3.999999999999998e-113,"Mobilome: prophages, transposons",108037_14,7348,8283,protein,CALIN,SAT
1147976,c_108037,8378,8621,f,0,1,COG3609,"Transcriptional regulator, contains Arc/MetJ-type RHH (ribbon-helix-helix) DNA-binding domain (ParD) (PDB:3KXE)",1.2e-24,Transcription,108037_15,8379,8621,protein,CALIN,SAT
1147977,c_108037,8927,10391,r,1,1,COG1228,Imidazolonepropionase or related amidohydrolase (HutI) (PDB:3OOQ),3.199999999999996e-258,"Secondary metabolites biosynthesis, transport and catabolism",108037_16,8928,10391,protein,CALIN,SAT
1178337,c_111589,40857,42852,f,0,1,COG1278!!!COG3063,"Cold shock protein, CspA family (CspC) (PDB:1C9O)!!!Type IV pilus assembly protein PilF/PilW (PilF) (PDB:2VQ2) (PUBMED:16403447)",4.5e-21,Transcription!!!Cell motility!!!Extracellular structures,111589_41,40858,42852,protein,CALIN,SAT
1178338,c_111589,42947,43892,f,0,1,,,,,111589_42,42948,43892,protein,CALIN,SAT
1178339,c_111589,43976,44408,f,0,1,,,,,111589_43,43977,44408,protein,CALIN,SAT
1186850,c_112681,842,1331,f,0,1,,,,,112681_2,843,1331,protein,CALIN,SAT
1186851,c_112681,1417,1729,f,0,1,,,,,112681_3,1418,1729,protein,CALIN,SAT
1197541,c_114013,45262,46045,r,0,1,,,,,114013_43,45263,46045,protein,CALIN,SAT
1197542,c_114013,48229,49048,r,0,1,,,,,114013_44,48230,49048,protein,CALIN,SAT
1197543,c_114013,49132,49831,r,0,1,,,,,114013_45,49133,49831,protein,CALIN,SAT
1206217,c_115140,2,152,r,1,1,,,,,115140_1,3,152,protein,CALIN,SAT
1206232,c_115140,6945,7359,r,0,1,,,,,115140_16,6946,7359,protein,CALIN,SAT
1206233,c_115140,7450,7789,r,0,1,,,,,115140_17,7451,7789,protein,CALIN,SAT
1206234,c_115140,7872,8295,r,0,1,,,,,115140_18,7873,8295,protein,CALIN,SAT
1206235,c_115140,8302,8503,r,1,1,,,,,115140_19,8303,8503,protein,CALIN,SAT
1210719,c_115687,221,509,r,0,1,COG2944,"DNA-binding transcriptional regulator YiaG, XRE-type HTH domain (YiaG) (PDB:5JAA)",4.9e-46,Transcription,115687_1,222,509,protein,complete,SAT
1210720,c_115687,1020,1182,r,0,1,,,,,115687_2,1021,1182,protein,complete,SAT
1210721,c_115687,1365,2310,f,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),2.2e-87,"Replication, recombination and repair",115687_3,1366,2310,protein,complete,SAT
1210724,c_115687,3286,4159,f,1,1,COG0422,4-amino-2-methyl-5-hydroxymethylpyrimidine (HMP) synthase ThiC (ThiC) (PDB:3EPN) (PUBMED:15326535),3.999999999999999e-139,Coenzyme transport and metabolism,115687_6,3287,4159,protein,complete,SAT
1230564,c_118273,799,1291,f,0,1,,,,,118273_2,800,1291,protein,CALIN,SAT
1230565,c_118273,2225,2717,f,0,1,,,,,118273_3,2226,2717,protein,CALIN,SAT
1230566,c_118273,2852,3236,f,0,1,,,,,118273_4,2853,3236,protein,CALIN,SAT
1230567,c_118273,3784,4204,f,0,1,COG3755,"Uncharacterized conserved protein YecT, DUF1311 family (YecT) (PDB:3GI7)",4.7e-13,Function unknown,118273_5,3785,4204,protein,CALIN,SAT
1230568,c_118273,4453,4657,f,0,1,,,,,118273_6,4454,4657,protein,CALIN,SAT
1230569,c_118273,4781,5078,f,0,1,,,,,118273_7,4782,5078,protein,CALIN,SAT
1230570,c_118273,5202,5577,f,0,1,,,,,118273_8,5203,5577,protein,CALIN,SAT
1232582,c_118492,27667,28549,r,0,1,COG0451,Nucleoside-diphosphate-sugar epimerase (WcaG) (PDB:2X4G),2.199999999999999e-113,Cell wall/membrane/envelope biogenesis,118492_26,27668,28549,protein,CALIN,SAT
1232583,c_118492,28680,29205,r,0,1,,,,,118492_27,28681,29205,protein,CALIN,SAT
1232584,c_118492,29278,29923,r,0,1,,,,,118492_28,29279,29923,protein,CALIN,SAT
1232585,c_118492,30045,30417,r,0,1,,,,,118492_29,30046,30417,protein,CALIN,SAT
1232586,c_118492,30497,30728,r,0,1,,,,,118492_30,30498,30728,protein,CALIN,SAT
1265393,c_122212,2056,2374,f,0,1,,,,,122212_5,2057,2374,protein,CALIN,SAT
1265394,c_122212,2498,2891,f,0,1,,,,,122212_6,2499,2891,protein,CALIN,SAT
1265395,c_122212,3006,3858,f,0,1,,,,,122212_7,3007,3858,protein,CALIN,SAT
1291602,c_125282,207,624,f,0,1,,,,,125282_1,208,624,protein,CALIN,SAT
1291603,c_125282,767,989,f,0,1,COG1525,"Endonuclease YncB, thermonuclease family (YncB)",8.7e-11,"Replication, recombination and repair",125282_2,768,989,protein,CALIN,SAT
1291604,c_125282,1160,1283,r,0,1,,,,,125282_3,1161,1283,protein,CALIN,SAT
1291605,c_125282,1586,1862,f,0,1,,,,,125282_4,1587,1862,protein,CALIN,SAT
1291606,c_125282,2012,2363,f,0,1,,,,,125282_5,2013,2363,protein,CALIN,SAT
1291609,c_125282,3939,4056,r,1,1,,,,,125282_8,3940,4056,protein,CALIN,SAT
1340956,c_131210,27834,28437,r,0,1,,,,,131210_33,27835,28437,protein,CALIN,SAT
1340957,c_131210,28560,29040,r,0,1,,,,,131210_34,28561,29040,protein,CALIN,SAT
1340958,c_131210,29029,29566,r,0,1,COG1670,"Protein N-acetyltransferase, RimJ/RimL family (RimL) (PDB:1S7F)",7.499999999999999e-48,"Translation, ribosomal structure and biogenesis!!!Posttranslational modification, protein turnover, chaperones",131210_35,29030,29566,protein,CALIN,SAT
1340959,c_131210,29653,30202,r,0,1,COG1670,"Protein N-acetyltransferase, RimJ/RimL family (RimL) (PDB:1S7F)",8.599999999999997e-84,"Translation, ribosomal structure and biogenesis!!!Posttranslational modification, protein turnover, chaperones",131210_36,29654,30202,protein,CALIN,SAT
1340960,c_131210,30310,30679,r,0,1,,,,,131210_37,30311,30679,protein,CALIN,SAT
1354316,c_133025,1843,2311,f,0,1,,,,,133025_4,1844,2311,protein,CALIN,SAT
1354317,c_133025,2358,2940,f,0,1,COG0655,"Multimeric flavodoxin WrbA, includes NAD(P)H:quinone oxidoreductase (WrbA) (PDB:4DY4)",2.0999999999999996e-56,Energy production and conversion,133025_5,2359,2940,protein,CALIN,SAT
1354318,c_133025,3028,3337,f,0,1,,,,,133025_6,3029,3337,protein,CALIN,SAT
1354319,c_133025,3415,3943,f,0,1,,,,,133025_7,3416,3943,protein,CALIN,SAT
1354320,c_133025,4065,4380,f,0,1,,,,,133025_8,4066,4380,protein,CALIN,SAT
1386441,c_136330,2893,3295,f,0,1,,,,,136330_4,2894,3295,protein,CALIN,SAT
1386442,c_136330,3419,4115,f,0,1,,,,,136330_5,3420,4115,protein,CALIN,SAT
1386443,c_136330,4296,5439,f,0,1,COG1225,Peroxiredoxin (Bcp) (PDB:5IPH),2.6e-21,"Posttranslational modification, protein turnover, chaperones",136330_6,4297,5439,protein,CALIN,SAT
1386444,c_136330,5939,6257,f,0,1,,,,,136330_7,5940,6257,protein,CALIN,SAT
1404994,c_137709,13547,14351,r,0,1,COG3183,"Predicted restriction endonuclease, HNH family (PDB:6GHC)",1.899999999999999e-132,Defense mechanisms,137709_13,13548,14351,protein,CALIN,SAT
1404995,c_137709,14583,15090,r,0,1,,,,,137709_14,14584,15090,protein,CALIN,SAT
1404996,c_137709,15193,15778,r,0,1,,,,,137709_15,15194,15778,protein,CALIN,SAT
1414172,c_138391,316,550,f,0,1,,,,,138391_1,317,550,protein,CALIN,SAT
1414173,c_138391,521,1238,f,0,1,COG1028,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)",6.899999999999997e-81,Lipid transport and metabolism,138391_2,522,1238,protein,CALIN,SAT
1414174,c_138391,1327,1945,f,0,1,,,,,138391_3,1328,1945,protein,CALIN,SAT
1414175,c_138391,2026,2728,f,0,1,,,,,138391_4,2027,2728,protein,CALIN,SAT
1414176,c_138391,2857,3397,f,0,1,,,,,138391_5,2858,3397,protein,CALIN,SAT
1414177,c_138391,3474,3843,f,0,1,,,,,138391_6,3475,3843,protein,CALIN,SAT
1414178,c_138391,3875,4199,f,0,1,,,,,138391_7,3876,4199,protein,CALIN,SAT
1414179,c_138391,4202,4886,f,0,1,COG1670,"Protein N-acetyltransferase, RimJ/RimL family (RimL) (PDB:1S7F)",7.799999999999999e-42,"Translation, ribosomal structure and biogenesis!!!Posttranslational modification, protein turnover, chaperones",138391_8,4203,4886,protein,CALIN,SAT
1414182,c_138391,5927,6215,f,0,1,COG3093,"Plasmid maintenance system antidote protein VapI, contains XRE-type HTH domain (VapI) (PDB:4MCT)",1.1e-45,Defense mechanisms,138391_11,5928,6215,protein,CALIN,SAT
1439098,c_140005,0,219,f,1,1,COG1680,"CubicO group peptidase, beta-lactamase class C family (AmpC) (PDB:1BLS)",1.8000000000000002e-16,Defense mechanisms,140005_1,1,219,protein,CALIN,SAT
1439108,c_140005,4248,4638,f,0,1,COG3654,Prophage maintenance system killer protein (Doc),1.6e-28,"Mobilome: prophages, transposons",140005_11,4249,4638,protein,CALIN,SAT
1439109,c_140005,4767,4962,f,0,1,COG5450,Transcription regulator of the Arc/MetJ class (VapB6) (PDB:6A7V),6.700000000000001e-23,Transcription,140005_12,4768,4962,protein,CALIN,SAT
1439110,c_140005,4958,5360,f,0,1,COG1487,"Ribonuclease/mRNA interferase VapC, contains PIN domain (VapC) (PDB:3TND)",1.2e-58,Defense mechanisms,140005_13,4959,5360,protein,CALIN,SAT
1439111,c_140005,5480,5903,f,0,1,COG1569,"Predicted nucleic acid-binding protein, contains PIN domain",5.3e-73,General function prediction only,140005_14,5481,5903,protein,CALIN,SAT
1439112,c_140005,5907,6132,f,0,1,,,,,140005_15,5908,6132,protein,CALIN,SAT
1439113,c_140005,6222,6567,r,0,1,,,,,140005_16,6223,6567,protein,CALIN,SAT
1439114,c_140005,6642,6936,r,0,1,,,,,140005_17,6643,6936,protein,CALIN,SAT
1439115,c_140005,7109,7439,f,0,1,COG1396,"Transcriptional regulator, contains XRE-family HTH domain (HipB) (PDB:1ADR)",4.5e-27,Transcription,140005_18,7110,7439,protein,CALIN,SAT
1439116,c_140005,7550,9047,r,0,1,COG0484,DnaJ-class molecular chaperone with C-terminal Zn finger domain (DnaJ) (PDB:1BQ0),1.1e-43,"Posttranslational modification, protein turnover, chaperones",140005_19,7551,9047,protein,CALIN,SAT
1439122,c_140005,12832,13087,r,0,1,,,,,140005_25,12833,13087,protein,CALIN,SAT
1439123,c_140005,13230,13524,r,0,1,COG3636,"Uncharacterized Zn-binding protein, DUF971 domain (PA5055) (PDB:3LUU)",1.7e-33,"Mobilome: prophages, transposons",140005_26,13231,13524,protein,CALIN,SAT
1439124,c_140005,13619,13823,r,0,1,COG3657,Putative component of the toxin-antitoxin plasmid stabilization module,5.9e-22,Defense mechanisms,140005_27,13620,13823,protein,CALIN,SAT
1439125,c_140005,14026,14539,r,0,1,COG0456,Ribosomal protein S18 acetylase RimI and related acetyltransferases (RimI) (PDB:1GHE),3.7e-52,"Translation, ribosomal structure and biogenesis",140005_28,14027,14539,protein,CALIN,SAT
1439126,c_140005,14622,15141,r,0,1,,,,,140005_29,14623,15141,protein,CALIN,SAT
1439127,c_140005,15276,15918,r,0,1,,,,,140005_30,15277,15918,protein,CALIN,SAT
1439128,c_140005,16063,16363,f,0,1,COG2929,"Uncharacterized conserved protein, DUF497 family (PDB:3U97)",2.999999999999999e-46,Function unknown,140005_31,16064,16363,protein,CALIN,SAT
1439129,c_140005,16349,16622,f,0,1,COG5304,"Predicted DNA binding protein, CopG/RHH family",6.900000000000001e-42,Transcription,140005_32,16350,16622,protein,CALIN,SAT
1460369,c_141587,2588,2954,f,0,1,,,,,141587_4,2589,2954,protein,CALIN,SAT
1460370,c_141587,3063,3756,f,0,1,,,,,141587_5,3064,3756,protein,CALIN,SAT
1468802,c_142263,739,1012,f,0,1,COG4115,"Toxin component of the Txe-Axe toxin-antitoxin module, Txe/YoeB family (PDB:2A6Q)",2.7000000000000004e-46,Defense mechanisms,142263_3,740,1012,protein,CALIN,SAT
1468803,c_142263,1090,2080,r,0,1,COG1680,"CubicO group peptidase, beta-lactamase class C family (AmpC) (PDB:1BLS)",5.199999999999998e-63,Defense mechanisms,142263_4,1091,2080,protein,CALIN,SAT
1468804,c_142263,2177,2390,r,0,1,,,,,142263_5,2178,2390,protein,CALIN,SAT
1468805,c_142263,2641,3640,f,0,1,COG4584,Transposase,4.999999999999998e-106,"Mobilome: prophages, transposons",142263_6,2642,3640,protein,CALIN,SAT
1517316,c_146197,881,1826,r,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),1.2999999999999996e-87,"Replication, recombination and repair",146197_2,882,1826,protein,complete,SAT
1517317,c_146197,2050,2404,f,0,1,COG4319,Ketosteroid isomerase homolog YybH (YybH) (PDB:2GXF),8.4e-48,General function prediction only,146197_3,2051,2404,protein,complete,SAT
1517318,c_146197,2558,2786,f,0,1,,,,,146197_4,2559,2786,protein,complete,SAT
1517319,c_146197,2890,3511,f,0,1,,,,,146197_5,2891,3511,protein,complete,SAT
1517320,c_146197,3593,3911,f,0,1,,,,,146197_6,3594,3911,protein,complete,SAT
1517321,c_146197,3907,4549,f,0,1,,,,,146197_7,3908,4549,protein,complete,SAT
1517322,c_146197,4704,5040,f,0,1,,,,,146197_8,4705,5040,protein,complete,SAT
1519744,c_146374,39667,40630,r,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),1.8999999999999996e-118,"Replication, recombination and repair",146374_37,39668,40630,protein,complete,SAT
1519745,c_146374,40895,41570,f,0,1,COG1814,"Predicted Fe2+/Mn2+ transporter, VIT1/CCC1 family (Ccc1) (PDB:6IU3)",1.6e-87,Inorganic ion transport and metabolism,146374_38,40896,41570,protein,complete,SAT
1519746,c_146374,41637,41976,f,0,1,,,,,146374_39,41638,41976,protein,complete,SAT
1519747,c_146374,42222,43431,f,0,1,,,,,146374_40,42223,43431,protein,complete,SAT
1536537,c_147883,3656,3992,r,0,1,,,,,147883_5,3657,3992,protein,CALIN,SAT
1536538,c_147883,4502,4871,r,0,1,,,,,147883_6,4503,4871,protein,CALIN,SAT
1537162,c_147941,11539,12490,r,0,1,,,,,147941_9,11540,12490,protein,CALIN,SAT
1537163,c_147941,12483,14463,r,0,1,,,,,147941_10,12484,14463,protein,CALIN,SAT
1537164,c_147941,14468,15065,r,0,1,,,,,147941_11,14469,15065,protein,CALIN,SAT
1537165,c_147941,15335,15473,r,0,1,,,,,147941_12,15336,15473,protein,CALIN,SAT
1537166,c_147941,15712,15922,r,0,1,,,,,147941_13,15713,15922,protein,CALIN,SAT
1539578,c_148136,107964,108468,r,0,1,,,,,148136_102,107965,108468,protein,CALIN,SAT
1542169,c_148367,2748,3012,f,0,1,COG2026,"mRNA-degrading endonuclease RelE, toxin component of the RelBE toxin-antitoxin system (RelE) (PDB:1WMI)",1.8e-26,Defense mechanisms,148367_5,2749,3012,protein,CALIN,SAT
1542170,c_148367,3130,4030,f,0,1,,,,,148367_6,3131,4030,protein,CALIN,SAT
1542171,c_148367,4166,4328,f,0,1,,,,,148367_7,4167,4328,protein,CALIN,SAT
1542172,c_148367,4437,4728,f,0,1,,,,,148367_8,4438,4728,protein,CALIN,SAT
1542173,c_148367,4860,5208,f,0,1,,,,,148367_9,4861,5208,protein,CALIN,SAT
1556063,c_149725,7609,8212,r,1,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),2.3e-74,"Replication, recombination and repair",149725_6,7610,8212,protein,In0,SAT
1564406,c_150529,1296,1584,r,0,1,,,,,150529_3,1297,1584,protein,CALIN,SAT
1564407,c_150529,1717,2128,r,0,1,,,,,150529_4,1718,2128,protein,CALIN,SAT
1564408,c_150529,2128,2278,r,0,1,,,,,150529_5,2129,2278,protein,CALIN,SAT
1564409,c_150529,2462,2693,r,0,1,COG3514,"Uncharacterized conserved protein, DUF4415 family",3.099999999999999e-27,Function unknown,150529_6,2463,2693,protein,CALIN,SAT
1564410,c_150529,2692,2977,r,0,1,COG2929,"Uncharacterized conserved protein, DUF497 family (PDB:3U97)",3e-32,Function unknown,150529_7,2693,2977,protein,CALIN,SAT
1564411,c_150529,3115,4108,r,0,1,,,,,150529_8,3116,4108,protein,CALIN,SAT
1567470,c_150837,434,1403,f,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),8.199999999999994e-146,"Replication, recombination and repair",150837_1,435,1403,protein,In0,SAT
1582342,c_152326,544,934,r,0,1,,,,,152326_1,545,934,protein,complete,SAT
1582343,c_152326,1724,2711,f,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),3.099999999999999e-92,"Replication, recombination and repair",152326_2,1725,2711,protein,complete,SAT
1585321,c_152670,30844,31375,f,0,1,,,,,152670_30,30845,31375,protein,CALIN,SAT
1585322,c_152670,31503,32328,f,0,1,,,,,152670_31,31504,32328,protein,CALIN,SAT
1585323,c_152670,32429,32636,f,0,1,,,,,152670_32,32430,32636,protein,CALIN,SAT
1585324,c_152670,32749,33001,f,0,1,,,,,152670_33,32750,33001,protein,CALIN,SAT
1585325,c_152670,33011,33257,f,0,1,,,,,152670_34,33012,33257,protein,CALIN,SAT
1585326,c_152670,33260,34016,f,0,1,,,,,152670_35,33261,34016,protein,CALIN,SAT
1585327,c_152670,34107,34872,f,0,1,COG1432,"NYN domain, predicted PIN-related RNAse, tRNA/rRNA maturation (LabA) (PDB:2QIP)",1.2999999999999995e-85,General function prediction only,152670_36,34108,34872,protein,CALIN,SAT
1585328,c_152670,34897,35536,f,0,1,,,,,152670_37,34898,35536,protein,CALIN,SAT
1594724,c_153629,11601,12036,f,0,1,,,,,153629_10,11602,12036,protein,CALIN,SAT
1594725,c_153629,12146,12398,f,0,1,,,,,153629_11,12147,12398,protein,CALIN,SAT
1602786,c_154500,11929,12316,f,0,1,,,,,154500_13,11930,12316,protein,CALIN,SAT
1602787,c_154500,12481,12832,f,0,1,,,,,154500_14,12482,12832,protein,CALIN,SAT
1602788,c_154500,12977,13274,f,0,1,COG2202,PAS domain (PAS) (PDB:2MWG),3.4000000000000004e-18,Signal transduction mechanisms,154500_15,12978,13274,protein,CALIN,SAT
1604295,c_154661,230,785,r,0,1,COG0110,"Acetyltransferase, isoleucine patch superfamily (WbbJ)",1.399999999999999e-76,General function prediction only,154661_1,231,785,protein,CALIN,SAT
1604296,c_154661,880,2572,r,0,1,COG5293,"Uncharacterized conserved protein YydD, contains DUF2326 domain (YydB)",4.8e-24,Function unknown,154661_2,881,2572,protein,CALIN,SAT
1635727,c_157177,2838,3636,f,0,1,COG4588,"Accessory colonization factor AcfC, contains ABC-type periplasmic domain (AcfC) (PDB:4JB7)",2.3999999999999986e-135,Cell wall/membrane/envelope biogenesis,157177_4,2839,3636,protein,CALIN,SAT
1635728,c_157177,3811,4054,f,0,1,COG2161,"Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family (StbD) (PDB:2A6Q)",3.4999999999999997e-37,Defense mechanisms,157177_5,3812,4054,protein,CALIN,SAT
1635729,c_157177,4050,4314,f,0,1,COG4115,"Toxin component of the Txe-Axe toxin-antitoxin module, Txe/YoeB family (PDB:2A6Q)",7.399999999999998e-41,Defense mechanisms,157177_6,4051,4314,protein,CALIN,SAT
1635730,c_157177,4400,5402,r,0,1,COG4977,"Transcriptional regulator GlxA, contains an amidase domain and an AraC-type DNA-binding HTH domain (GlxA)",1.9999999999999997e-70,Transcription,157177_7,4401,5402,protein,CALIN,SAT
1694136,c_162832,409,1015,f,0,1,,,,,162832_1,410,1015,protein,CALIN,SAT
1694137,c_162832,1082,1556,f,0,1,,,,,162832_2,1083,1556,protein,CALIN,SAT
1694138,c_162832,1704,3339,f,0,1,,,,,162832_3,1705,3339,protein,CALIN,SAT
1696328,c_163014,25876,26065,r,0,1,,,,,163014_24,25877,26065,protein,CALIN,SAT
1696329,c_163014,26295,27231,r,0,1,,,,,163014_25,26296,27231,protein,CALIN,SAT
1696330,c_163014,27321,27549,r,0,1,,,,,163014_26,27322,27549,protein,CALIN,SAT
1696331,c_163014,27631,27916,r,0,1,,,,,163014_27,27632,27916,protein,CALIN,SAT
1706449,c_163610,4143,4839,r,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),3.8e-60,"Replication, recombination and repair",163610_5,4144,4839,protein,complete,SAT
1706450,c_163610,4926,5094,f,0,1,,,,,163610_6,4927,5094,protein,complete,SAT
1706451,c_163610,5347,5704,f,0,1,,,,,163610_7,5348,5704,protein,complete,SAT
1706452,c_163610,5822,6167,f,0,1,COG2764,"Zn-dependent glyoxalase, PhnB family (PhnB) (PDB:5KEF) (PUBMED:28034013)",3.5e-14,Energy production and conversion,163610_8,5823,6167,protein,complete,SAT
1706453,c_163610,6283,6490,r,0,1,,,,,163610_9,6284,6490,protein,complete,SAT
1706454,c_163610,6790,7135,f,0,1,COG2764,"Zn-dependent glyoxalase, PhnB family (PhnB) (PDB:5KEF) (PUBMED:28034013)",5.9e-14,Energy production and conversion,163610_10,6791,7135,protein,complete,SAT
1706455,c_163610,7599,8247,f,0,1,,,,,163610_11,7600,8247,protein,complete,SAT
1706456,c_163610,8364,8910,f,0,1,,,,,163610_12,8365,8910,protein,complete,SAT
1706457,c_163610,9040,9466,f,0,1,COG0810,"Periplasmic protein TonB, links inner and outer membranes (TonB) (PDB:1IHR)",1.3e-18,Cell wall/membrane/envelope biogenesis,163610_13,9041,9466,protein,complete,SAT
1706458,c_163610,9558,10161,f,0,1,COG4106,Trans-aconitate methyltransferase (Tam) (PDB:2P35),6.799999999999998e-90,Energy production and conversion,163610_14,9559,10161,protein,complete,SAT
1706459,c_163610,10302,10584,f,0,1,,,,,163610_15,10303,10584,protein,complete,SAT
1706460,c_163610,10702,11125,f,0,1,,,,,163610_16,10703,11125,protein,complete,SAT
1706461,c_163610,11251,11815,f,0,1,COG0412,Dienelactone hydrolase (DLH) (PDB:4ZV9),1.6e-40,"Secondary metabolites biosynthesis, transport and catabolism",163610_17,11252,11815,protein,complete,SAT
1730028,c_165426,1645,4207,f,0,1,COG4694,Wobble nucleotide-excising tRNase (RloC) (PUBMED:18681940),2.0999999999999982e-196,"Translation, ribosomal structure and biogenesis",165426_4,1646,4207,protein,CALIN,SAT
1730029,c_165426,4309,4831,f,0,1,COG1729,"Cell division protein CpoB, coordinates peptidoglycan biosynthesis and outer membrane constriction (CpoB) (PDB:2WZ7) (PUBMED:25951518)",4.1e-35,"Cell cycle control, cell division, chromosome partitioning",165426_5,4310,4831,protein,CALIN,SAT
1730030,c_165426,4900,5209,f,0,1,,,,,165426_6,4901,5209,protein,CALIN,SAT
1734542,c_165782,56818,57781,r,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),1.2999999999999994e-130,"Replication, recombination and repair",165782_48,56819,57781,protein,In0,SAT
1734730,c_165795,21264,21516,r,0,1,,,,,165795_25,21265,21516,protein,CALIN,SAT
1734731,c_165795,21626,22049,r,0,1,,,,,165795_26,21627,22049,protein,CALIN,SAT
1734732,c_165795,22173,22479,r,0,1,,,,,165795_27,22174,22479,protein,CALIN,SAT
1742298,c_166429,700,1618,r,0,1,COG1715,Restriction endonuclease Mrr (Mrr),6.599999999999997e-153,Defense mechanisms,166429_4,701,1618,protein,CALIN,SAT
1742299,c_166429,1771,2335,r,0,1,COG0110,"Acetyltransferase, isoleucine patch superfamily (WbbJ)",9.899999999999999e-67,General function prediction only,166429_5,1772,2335,protein,CALIN,SAT
1742300,c_166429,2490,2886,r,0,1,,,,,166429_6,2491,2886,protein,CALIN,SAT
1742301,c_166429,3017,3398,r,0,1,,,,,166429_7,3018,3398,protein,CALIN,SAT
1756157,c_167685,725,1271,f,0,1,,,,,167685_3,726,1271,protein,CALIN,SAT
1756158,c_167685,1383,1758,f,0,1,,,,,167685_4,1384,1758,protein,CALIN,SAT
1756159,c_167685,1750,2242,f,0,1,,,,,167685_5,1751,2242,protein,CALIN,SAT
1759310,c_168001,276,1227,f,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),1.9999999999999994e-96,"Replication, recombination and repair",168001_1,277,1227,protein,In0,SAT
1763823,c_168372,6127,6664,r,0,1,,,,,168372_12,6128,6664,protein,CALIN,SAT
1763824,c_168372,6756,7029,r,0,1,,,,,168372_13,6757,7029,protein,CALIN,SAT
1763825,c_168372,7144,7753,r,0,1,,,,,168372_14,7145,7753,protein,CALIN,SAT
1769889,c_168939,192,555,r,0,1,,,,,168939_1,193,555,protein,CALIN,SAT
1769890,c_168939,682,1117,r,0,1,,,,,168939_2,683,1117,protein,CALIN,SAT
1769891,c_168939,1196,1346,r,0,1,,,,,168939_3,1197,1346,protein,CALIN,SAT
1769892,c_168939,1956,2616,r,0,1,,,,,168939_4,1957,2616,protein,CALIN,SAT
1769893,c_168939,2660,3023,r,0,1,,,,,168939_5,2661,3023,protein,CALIN,SAT
1769894,c_168939,3150,3585,r,0,1,,,,,168939_6,3151,3585,protein,CALIN,SAT
1769895,c_168939,3664,4111,r,0,1,,,,,168939_7,3665,4111,protein,CALIN,SAT
1769896,c_168939,4424,5084,r,0,1,,,,,168939_8,4425,5084,protein,CALIN,SAT
1769897,c_168939,5128,5491,r,0,1,,,,,168939_9,5129,5491,protein,CALIN,SAT
1769898,c_168939,5567,6851,r,1,1,COG4249,"Uncharacterized conserved protein, contains caspase domain (PDB:3UO8)",1.9999999999999993e-139,General function prediction only,168939_10,5568,6851,protein,CALIN,SAT
1772116,c_169192,8060,9035,r,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),7.599999999999997e-83,"Replication, recombination and repair",169192_7,8061,9035,protein,complete,SAT
1772117,c_169192,9642,10200,f,0,1,,,,,169192_8,9643,10200,protein,complete,SAT
1772118,c_169192,10273,10558,f,0,1,,,,,169192_9,10274,10558,protein,complete,SAT
1772119,c_169192,10648,11173,f,0,1,,,,,169192_10,10649,11173,protein,complete,SAT
1772120,c_169192,11265,11742,f,0,1,,,,,169192_11,11266,11742,protein,complete,SAT
1772121,c_169192,11867,12230,f,1,1,,,,,169192_12,11868,12230,protein,complete,SAT
1774425,c_169412,2,884,r,1,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),4.7999999999999984e-76,"Replication, recombination and repair",169412_1,3,884,protein,complete,SAT
1774427,c_169412,1748,2174,f,0,1,,,,,169412_3,1749,2174,protein,complete,SAT
1774428,c_169412,2258,2606,f,0,1,,,,,169412_4,2259,2606,protein,complete,SAT
1774429,c_169412,2727,3042,f,0,1,,,,,169412_5,2728,3042,protein,complete,SAT
1774430,c_169412,3132,3396,f,0,1,,,,,169412_6,3133,3396,protein,complete,SAT
1774431,c_169412,3562,3949,f,0,1,,,,,169412_7,3563,3949,protein,complete,SAT
1774432,c_169412,4115,5801,f,0,1,,,,,169412_8,4116,5801,protein,complete,SAT
