magId,domain,phylum,Class,Order,Family,Genus,Species,Completeness,Contamination,genomeSize,contigCount,N50,meanContigLen,minContigLen,maxContigLen,complete genome size (Mbp),is_tara
mp-deep_mag-0519,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,undef,70.53,1.35,2342612,405,7749,5784,2002,75025,3.321440522,Deep_Malaspina
mp-deep_mag-0523,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,Methylophaga,Methylophaga sp002354555,88.4,7.56,3012316,181,24949,16643,2002,113759,3.407597285,Deep_Malaspina
mp-deep_mag-0524,Bacteria,Acidobacteriota,Bin61,Bin61,undef,undef,undef,50.43,1.71,1981193,157,19611,12619,2008,70664,3.92860004,Deep_Malaspina
mp-deep_mag-0526,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,UBA59,UBA59 sp002505495,52.61,0,1042456,245,4924,4255,2006,14980,1.981478806,Deep_Malaspina
mp-deep_mag-0527,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Nevskiaceae,Polycyclovorans,Polycyclovorans sp002706265,99.46,2.36,3064145,75,156627,40855,2005,500317,3.080781219,Deep_Malaspina
mp-deep_mag-0528,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Maritimibacter,Maritimibacter alkaliphilus,99.7,3.33,4152113,19,449478,218532,3954,1117574,4.16460682,Deep_Malaspina
mp-deep_mag-0531,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,98.38,1.15,3358994,169,30687,19876,2056,105006,3.414305753,Deep_Malaspina
mp-deep_mag-0533,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus sp002294185,96.97,0.62,3511586,41,162614,85648,3994,512321,3.621311746,Deep_Malaspina
mp-deep_mag-0534,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011-AR4,GCA-2688925,undef,78.12,1.87,1142374,135,11986,8462,2011,42816,1.462332309,Deep_Malaspina
mp-deep_mag-0535,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA11791,UBA11791 sp002714255,91.46,2.8,3189164,165,46565,19328,2001,129505,3.486949486,Deep_Malaspina
mp-deep_mag-0539,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,undef,undef,93.87,6.76,10984052,826,19111,13298,2024,74136,11.70134441,Deep_Malaspina
mp-deep_mag-0542,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,Pseudooceanicola atlanticus,92.07,0.9,4197046,57,127484,73632,2311,365145,4.558538069,Deep_Malaspina
mp-deep_mag-0545,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Henriciella,undef,94.46,2.39,3547295,46,208629,77115,2001,417404,3.755340885,Deep_Malaspina
mp-deep_mag-0548,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alteromonas,Alteromonas sp002691125,95.3,1.62,4302651,197,44103,21841,2103,170636,4.514848898,Deep_Malaspina
mp-deep_mag-0549,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp002498525,76.34,2.57,1407112,115,17612,12236,2013,73879,1.843217186,Deep_Malaspina
mp-deep_mag-0553,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium sp002457415,98.15,7.14,4055704,99,77143,40967,2084,213907,4.132148752,Deep_Malaspina
mp-deep_mag-0554,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,undef,undef,67.05,0.73,2744797,622,4992,4413,2000,16580,4.093656972,Deep_Malaspina
mp-deep_mag-0555,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Zunongwangia,Zunongwangia profunda,95.73,3.82,5723321,469,23947,12203,2001,109829,5.978607542,Deep_Malaspina
mp-deep_mag-0557,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter sp001634775,76.57,1.44,2742065,326,12026,8411,2026,49237,3.581121849,Deep_Malaspina
mp-deep_mag-0559,Bacteria,UBA8248,UBA8248,undef,undef,undef,undef,56.41,0,2224602,249,12166,8934,2006,41049,3.943630562,Deep_Malaspina
mp-deep_mag-0560,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,TMED27,undef,91.09,2.48,2189171,204,16397,10731,2020,46065,2.403305522,Deep_Malaspina
mp-deep_mag-0562,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Mameliella,undef,90.96,2.51,5057992,145,69891,34883,2039,299255,5.560677221,Deep_Malaspina
mp-deep_mag-0564,Bacteria,Proteobacteria,Alphaproteobacteria,UBA7887,UBA7887,MarineAlpha9-Bin7,MarineAlpha9-Bin7 sp002937585,93.74,7.77,3980558,367,21532,10846,2014,117216,4.246381481,Deep_Malaspina
mp-deep_mag-0566,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Oceanicaulis,undef,62.47,0.67,2059960,384,6115,5364,2000,20061,3.297518809,Deep_Malaspina
mp-deep_mag-0568,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,SCGC-AAA003-L08,undef,undef,57.48,1.1,1084233,270,4290,4016,2011,19512,1.886278706,Deep_Malaspina
mp-deep_mag-0569,Bacteria,Patescibacteria,Paceibacteria,Paceibacterales,UBA10102,01-FULL-49-22b,undef,59.01,1.69,398938,86,5568,4639,2064,12988,0.676051517,Deep_Malaspina
mp-deep_mag-0570,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,GCA-2726415,undef,77.49,3.12,2084750,281,8792,7419,2046,32623,2.690347142,Deep_Malaspina
mp-deep_mag-0571,Bacteria,Chloroflexota,Dehalococcoidia,SAR202,GCA-002694895,GCA-002694895,undef,91.75,0,1680654,156,22734,10773,2036,100498,1.831775477,Deep_Malaspina
mp-deep_mag-0572,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,Hyphomonas sp000682775,95.62,1.71,3415122,99,55591,34496,2096,291892,3.57155616,Deep_Malaspina
mp-deep_mag-0573,Bacteria,Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,DB6-IX,DB6-IX sp002686115,86.21,1.79,3358708,231,24156,14540,2081,114784,3.895961025,Deep_Malaspina
mp-deep_mag-0576,Bacteria,Patescibacteria,Paceibacteria,Paceibacterales,UBA10102,01-FULL-49-22b,undef,60.06,3.67,469063,50,14982,9381,2024,40523,0.780990676,Deep_Malaspina
mp-deep_mag-0577,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,BACL11,TMED123,undef,53.26,4.03,955814,223,4704,4286,2003,32011,1.794618851,Deep_Malaspina
mp-deep_mag-0578,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,undef,undef,undef,99.46,0,3333333,21,354805,158730,2094,754493,3.351430726,Deep_Malaspina
mp-deep_mag-0580,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,BACL21,BACL21 sp002694465,98.35,0.95,3099617,55,132766,56357,2004,331760,3.151618709,Deep_Malaspina
mp-deep_mag-0582,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA9659,undef,68.03,3.92,3053210,661,5064,4619,2006,33413,4.488034691,Deep_Malaspina
mp-deep_mag-0584,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Mesonia,undef,56.8,2.53,2347738,497,5573,4724,2000,38226,4.133341549,Deep_Malaspina
mp-deep_mag-0585,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,GCA-2733415,undef,87.94,2.26,2857389,466,7649,6132,2003,30850,3.249248351,Deep_Malaspina
mp-deep_mag-0586,Bacteria,Gemmatimonadota,Gemmatimonadetes,SG8-23,UBA6960,undef,undef,96.64,8.79,3303802,227,38760,14554,2001,137307,3.418669288,Deep_Malaspina
mp-deep_mag-0589,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter_A,Erythrobacter_A sp002895025,67.47,6.04,2722503,485,7305,5613,2003,53543,4.035131169,Deep_Malaspina
mp-deep_mag-0590,Bacteria,Gemmatimonadota,Gemmatimonadetes,SG8-23,UBA6960,UBA822,undef,95.54,4.95,2992433,167,39620,17919,2001,198015,3.132125811,Deep_Malaspina
mp-deep_mag-0591,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp000511655,85.25,1.11,2359523,240,14211,9831,2011,57856,2.767768915,Deep_Malaspina
mp-deep_mag-0592,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp001627335,74.53,5.57,3412711,456,11382,7484,2000,54941,4.578976251,Deep_Malaspina
mp-deep_mag-0593,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gelidibacter,undef,99.67,3.05,2972626,19,298827,156454,2713,539822,2.982468145,Deep_Malaspina
mp-deep_mag-0596,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,TMED25,GCA-002731945,GCA-002731945 sp002731945,84.15,0,1642890,79,92703,20796,2006,312805,1.952335116,Deep_Malaspina
mp-deep_mag-0598,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,undef,66.12,2.16,2489328,637,4228,3908,2000,14327,3.764863884,Deep_Malaspina
mp-deep_mag-0600,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,undef,undef,87.63,4.25,2422881,397,7905,6103,2006,46099,2.764899007,Deep_Malaspina
mp-deep_mag-0603,Bacteria,Bacteroidota,Rhodothermia,Balneolales,Balneolaceae,Balneola,Balneola sp002364085,98.88,0,3367763,24,189105,140323,2629,548335,3.405909183,Deep_Malaspina
mp-deep_mag-0604,Bacteria,Verrucomicrobiota,Kiritimatiellae,SS1-B-03-39,undef,undef,undef,69.97,1.04,3087883,463,8882,6669,2007,29148,4.41315278,Deep_Malaspina
mp-deep_mag-0605,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,undef,95.07,1.94,1181304,76,29366,15543,2024,70776,1.242562322,Deep_Malaspina
mp-deep_mag-0606,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,UBA7878,undef,99.46,0,3818976,85,74239,44929,2043,455754,3.839710436,Deep_Malaspina
mp-deep_mag-0607,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,GCA-2720935,GCA-2720935,undef,97.8,0,1930564,9,282085,214507,2975,864353,1.97399182,Deep_Malaspina
mp-deep_mag-0608,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella,undef,95.5,2.5,6735695,453,22746,14869,2010,90231,7.05308377,Deep_Malaspina
mp-deep_mag-0609,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,UBA1611,GCA-2722105,undef,86.81,3.85,2236218,326,9123,6860,2008,56077,2.575991245,Deep_Malaspina
mp-deep_mag-0610,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudaminobacter,undef,57.36,5.88,3165281,717,5017,4415,2000,18191,5.518272315,Deep_Malaspina
mp-deep_mag-0611,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,AEGEAN-183,undef,68.26,6.43,1607417,91,30875,17664,2019,91960,2.354844711,Deep_Malaspina
mp-deep_mag-0612,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,undef,undef,98.58,1.36,6152997,319,40032,19288,2020,154634,6.241628119,Deep_Malaspina
mp-deep_mag-0614,Bacteria,Chloroflexota,Dehalococcoidia,UBA1151,Bin127,UBA9455,UBA9455 sp002313245,96.7,3.96,2860005,195,31953,14667,2072,146332,2.957605998,Deep_Malaspina
mp-deep_mag-0616,Archaea,Halobacterota,Halobacteria,Halobacteriales,UBA12382,UBA12382,undef,88.4,0,1135403,28,76930,40550,2267,249291,1.284392534,Deep_Malaspina
mp-deep_mag-0617,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae,Alcanivorax,Alcanivorax sp000155615,86.43,6.2,3353263,301,17080,11140,2039,82774,3.879744302,Deep_Malaspina
mp-deep_mag-0619,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,S15-B10,UBA2125,UBA2125 sp002311275,87.91,1.1,2212070,105,52606,21067,2102,138951,2.516289387,Deep_Malaspina
