ocean,gene_callers_id,gene_function,category,pnps,from_integron_type,log_pnps,gene_type
SAT,671987,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.216589675,complete,-0.66436225,non_defense
SAT,714053,Uncharacterized membrane protein,Function unknown,0.250518017,complete,-0.601161035,non_defense
SAT,714057,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.327632409,complete,-0.484613145,non_defense
SAT,723353,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.023865779,complete,-1.622224392,non_defense
SAT,778471,Uncharacterized membrane protein,Function unknown,0.190664244,CALIN,-0.719730744,non_defense
SAT,922818,,,0.203958438,CALIN,-0.690458322,no_call
SAT,1142669,,,1.057521241,CALIN,0.024289099,no_call
SAT,1142675,,,0.590217229,CALIN,-0.228988117,no_call
SAT,1206235,,,0.544120293,CALIN,-0.264305077,no_call
SAT,1210719,"DNA-binding transcriptional regulator YiaG, XRE-type HTH domain (YiaG) (PDB:5JAA)",Transcription,0.438229996,complete,-0.358297899,non_defense
SAT,1210720,,,3.701709078,complete,0.568402284,no_call
SAT,1210721,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.20799026,complete,-0.681957003,non_defense
SAT,1210724,4-amino-2-methyl-5-hydroxymethylpyrimidine (HMP) synthase ThiC (ThiC) (PDB:3EPN) (PUBMED:15326535),Coenzyme transport and metabolism,0.090163676,complete,-1.04496839,non_defense
SAT,1291603,"Endonuclease YncB, thermonuclease family (YncB)","Replication, recombination and repair",0.131834161,CALIN,-0.87997204,non_defense
SAT,1468805,Transposase,"Mobilome: prophages, transposons",1.417588534,CALIN,0.151550192,non_defense
SAT,1517316,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.085701839,complete,-1.067009857,non_defense
SAT,1519745,"Predicted Fe2+/Mn2+ transporter, VIT1/CCC1 family (Ccc1) (PDB:6IU3)",Inorganic ion transport and metabolism,0.152524376,complete,-0.816660744,non_defense
SAT,1564409,"Uncharacterized conserved protein, DUF4415 family",Function unknown,inf,CALIN,inf,non_defense
SAT,1635729,"Toxin component of the Txe-Axe toxin-antitoxin module, Txe/YoeB family (PDB:2A6Q)",Defense mechanisms,0.284946515,CALIN,-0.54523665,defense
SAT,1706459,,,0.562180641,complete,-0.250124114,no_call
SAT,1730028,Wobble nucleotide-excising tRNase (RloC) (PUBMED:18681940),"Translation, ribosomal structure and biogenesis",0.310786535,CALIN,-0.507537805,non_defense
SAT,1730030,,,0.447397847,CALIN,-0.34930611,no_call
SAT,1742301,,,0.061874605,CALIN,-1.208487559,no_call
SAT,1772118,,,1.433887216,complete,0.156514993,no_call
SAT,1772119,,,0.812446567,complete,-0.090205192,no_call
SAT,1772121,,,0.102591745,complete,-0.988887584,no_call
SAT,1774425,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.318776709,complete,-0.496513417,non_defense
SAT,1774432,,,1.736176272,complete,0.239593816,no_call
SAT,1774433,,,0.935025132,complete,-0.029176716,no_call
SAT,1777237,,,0.25301034,CALIN,-0.596861729,no_call
SAT,1777238,,,0.42309118,CALIN,-0.373566029,no_call
SAT,1777239,,,1.371695018,CALIN,0.137257561,no_call
SAT,1777244,,,inf,CALIN,inf,no_call
SAT,1788424,,,0.187346255,CALIN,-0.727354983,no_call
SAT,1788592,Transposase InsE and inactivated derivatives (InsE) (PDB:2JN6) (PUBMED:23818957),"Mobilome: prophages, transposons",0.141553367,CALIN,-0.849079797,non_defense
SAT,1874329,"Transposase, IS1182 family","Mobilome: prophages, transposons",0.047050641,CALIN,-1.327434451,non_defense
SAT,2033525,,,1.085339384,CALIN,0.035565563,no_call
SAT,2034420,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.305966227,complete,-0.514326509,non_defense
SAT,2035304,,,1.740499344,complete,0.240673864,no_call
SAT,2258580,"GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants (GGDEF) (PDB:6D9M)!!!EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant) (EAL) (PDB:2BAS)",Signal transduction mechanisms!!!Signal transduction mechanisms,0.041329588,CALIN,-1.383738921,non_defense
SAT,2267220,,,0.905678529,CALIN,-0.043025928,no_call
SAT,2557629,"Transposase, IS1182 family","Mobilome: prophages, transposons",0.112610794,CALIN,-0.948419978,non_defense
SAT,2557633,,,inf,CALIN,inf,no_call
SAT,2601168,Heme-degrading monooxygenase HmoA and related ABM domain proteins (HmoA) (PDB:1IUJ) (PUBMED:21873409),Coenzyme transport and metabolism,0.189526065,CALIN,-0.722331054,non_defense
SAT,2601172,,,0.156210163,CALIN,-0.806290713,no_call
SAT,2683092,Transposase,"Mobilome: prophages, transposons",0.112444118,CALIN,-0.949063257,non_defense
SAT,2706140,,,0.95013057,complete,-0.022216708,no_call
SAT,2706140,,,0.95013057,complete,-0.022216708,no_call
SAT,2706145,"Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family (StbD) (PDB:2A6Q)",Defense mechanisms,0.00380158,complete,-2.420035832,defense
SAT,2706146,"Toxin component of the Txe-Axe toxin-antitoxin module, Txe/YoeB family (PDB:2A6Q)",Defense mechanisms,0.142363905,complete,-0.846600109,defense
SAT,2706147,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.153635466,complete,-0.813508517,non_defense
SAT,2713228,"Sulfur relay (sulfurtransferase) complex TusBCD TusD component, DsrE family (DsrE) (PDB:1JX7)",Inorganic ion transport and metabolism,0.017387825,CALIN,-1.759754737,non_defense
SAT,2713229,"Integral membrane protein YbhL, putative Ca2+ regulator, Bax inhibitor (BI-1)/TMBIM family (YbhL) (PDB:4PGR) (PUBMED:28064000)",Inorganic ion transport and metabolism,0.009346594,CALIN,-2.029346619,non_defense
SAT,2714566,,,0.216202615,CALIN,-0.665139057,no_call
SAT,2714567,"Predicted DNA binding protein, CopG/RHH family",Transcription,0.163102602,CALIN,-0.78753911,non_defense
SAT,2714569,,,0.295167852,CALIN,-0.529930945,no_call
SAT,2714571,,,0.118302351,CALIN,-0.927006623,no_call
SAT,2714572,"Predicted DNA binding protein, CopG/RHH family",Transcription,0.067916697,CALIN,-1.168023442,non_defense
SAT,2714573,,,0.096968216,CALIN,-1.013370594,no_call
SAT,2714574,,,1.750382891,CALIN,0.24313306,no_call
SAT,2841095,"Transposase, IS1182 family","Mobilome: prophages, transposons",0.048020545,CALIN,-1.318572916,non_defense
SAT,2841098,Transcription regulator of the Arc/MetJ class (VapB6) (PDB:6A7V),Transcription,0.090841181,CALIN,-1.041717229,non_defense
SAT,2848779,"Zn-dependent glyoxalase, PhnB family (PhnB) (PDB:5KEF) (PUBMED:28034013)",Energy production and conversion,3.981182432,CALIN,0.600012079,non_defense
SAT,2942893,"Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain (PurL1) (PDB:3VIU)!!!Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain (PurL2) (PDB:1T3T)",Nucleotide transport and metabolism!!!Nucleotide transport and metabolism,0.162416411,complete,-0.789370092,non_defense
SAT,2942894,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.054861444,complete,-1.260732762,non_defense
SAT,2962246,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.231243745,complete,-0.635930005,non_defense
SAT,2962247,,,1.176503345,complete,0.070593166,no_call
SAT,2986362,Coproheme decarboxylase/chlorite dismutase (HemQ) (PDB:1T0T) (PUBMED:15965735;25602700;27758026;31423350),Coenzyme transport and metabolism!!!Inorganic ion transport and metabolism,1.197658539,complete,0.078333015,non_defense
SAT,2986364,"Periplasmic ligand-binding sensor domain (PDB:4A2L)!!!Uncharacterized conserved protein, contains CHAT domain (PUBMED:11835511)!!!Flp pilus assembly protein TadD, contains TPR repeats (TadD) (PDB:3WXX)","Signal transduction mechanisms!!!Function unknown!!!Intracellular trafficking, secretion, and vesicular transport!!!Extracellular structures",2.798485204,complete,0.446923015,non_defense
SAT,2994869,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.079448064,complete,-1.09991668,non_defense
SAT,2994870,,,0.088202753,complete,-1.054517861,no_call
SAT,2994871,,,0.680874641,complete,-0.166932841,no_call
SAT,2994871,,,0.680874641,complete,-0.166932841,no_call
SAT,2994872,"Protein N-acetyltransferase, RimJ/RimL family (RimL) (PDB:1S7F)","Translation, ribosomal structure and biogenesis!!!Posttranslational modification, protein turnover, chaperones",0.164639752,complete,-0.783465297,non_defense
SAT,3001497,,,1.060103576,CALIN,0.0253483,no_call
SAT,3132504,"Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family (StbD) (PDB:2A6Q)",Defense mechanisms,0.034670488,CALIN,-1.460040049,defense
SAT,3132506,,,0.098493328,CALIN,-1.006593186,no_call
SAT,3215944,,,0.011606569,CALIN,-1.93529616,no_call
SAT,3215945,,,0.1235315,CALIN,-0.908222285,no_call
SAT,3313015,,,0.59096099,CALIN,-0.228441187,no_call
SAT,3317099,,,0.177624214,CALIN,-0.750497832,no_call
SAT,3317194,"Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family (StbD) (PDB:2A6Q)",Defense mechanisms,0.137171971,CALIN,-0.86273462,defense
SAT,3317195,,,0.424715778,CALIN,-0.371901605,no_call
SAT,3317196,"Uncharacterized conserved protein, DUF497 family (PDB:3U97)",Function unknown,1.193623523,CALIN,0.076867369,non_defense
SAT,3317197,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.297756879,CALIN,-0.526138196,non_defense
SAT,3478843,,,0.080666951,CALIN,-1.093304355,no_call
SAT,3478844,,,0.036491243,CALIN,-1.437811341,no_call
SAT,3712011,Cysteine synthase (CysK) (PDB:1FCJ),Amino acid transport and metabolism,0.054207347,CALIN,-1.265941846,non_defense
SAT,3712012,,,0.058027511,CALIN,-1.236366061,no_call
SAT,3712013,,,0.09554261,CALIN,-1.019802899,no_call
SAT,3755900,"Serine protease, subtilase family","Posttranslational modification, protein turnover, chaperones",0.265791801,CALIN,-0.575458419,non_defense
SAT,4309979,"Uncharacterized membrane protein YphA, DoxX/SURF4 family (DoxX)",Function unknown,0.812478799,CALIN,-0.090187963,non_defense
SAT,4358297,,,0.017492921,CALIN,-1.757137654,no_call
SAT,4375696,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.767685553,complete,-0.114816632,non_defense
SAT,4433200,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.665831383,complete,-0.176635739,non_defense
SAT,4433201,,,1.062237625,complete,0.02622168,no_call
SAT,4472278,Enoyl-[acyl-carrier-protein] reductase FabI (FabI) (PDB:1C14),Lipid transport and metabolism,0.109897639,CALIN,-0.959011639,non_defense
SAT,4524590,,,0.225409362,complete,-0.647028051,no_call
SAT,4524593,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.610632446,complete,-0.214220123,non_defense
SAT,4555626,Bacterioferritin (cytochrome b1) (Bfr) (PDB:4E6K),Inorganic ion transport and metabolism,0.018234909,CALIN,-1.739096399,non_defense
SAT,4582086,4-hydroxy-tetrahydrodipicolinate synthase/N-acetylneuraminate lyase (DapA) (PDB:2R91) (PUBMED:27574185),Amino acid transport and metabolism!!!Cell wall/membrane/envelope biogenesis,0.634425732,CALIN,-0.197619211,non_defense
SAT,4582090,Predicted dehydrogenase (MviM) (PDB:3UUW),General function prediction only,0.566761172,CALIN,-0.24659991,non_defense
SAT,4620025,,,0.391552752,CALIN,-0.40720972,no_call
SAT,4620025,,,0.391552752,CALIN,-0.40720972,no_call
SAT,4620026,"Ectoine hydroxylase-related dioxygenase, phytanoyl-CoA dioxygenase (PhyH) family (PhyH) (PDB:2A1X)","Secondary metabolites biosynthesis, transport and catabolism",0.379939244,CALIN,-0.420285846,non_defense
SAT,4620028,"ABC-type glycerol-3-phosphate transport system, permease component (UgpE) (PDB:1VR4)",Carbohydrate transport and metabolism,0.12861456,CALIN,-0.890709862,non_defense
SAT,4623450,Plasmid stabilization system protein ParE (ParE) (PDB:3KXE),"Mobilome: prophages, transposons",0.273131339,CALIN,-0.563628466,non_defense
SAT,4626425,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.819331501,complete,-0.086540347,non_defense
SAT,4633115,,,0.218853533,CALIN,-0.659846439,no_call
SAT,4692349,,,0.044097691,CALIN,-1.355584151,no_call
SAT,4732063,"Glycosyltransferase involved in LPS biosynthesis, GR25 family",Cell wall/membrane/envelope biogenesis,0.202596772,CALIN,-0.693367478,non_defense
SAT,4732064,"DNA polymerase III, delta subunit (HolA) (PDB:3ZH9)","Replication, recombination and repair",0.181552617,CALIN,-0.740997485,non_defense
SAT,4845078,,,0.330082988,CALIN,-0.481376857,no_call
SAT,4959918,Plasmid stabilization system protein ParE (ParE) (PDB:3KXE),"Mobilome: prophages, transposons",0.600276831,CALIN,-0.221648419,non_defense
SAT,4996729,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.126593689,complete,-0.897587945,non_defense
SAT,5082840,,,0.199058432,CALIN,-0.701019422,no_call
SAT,5103947,,,0.180535006,CALIN,-0.743438575,no_call
SAT,5107201,,,0.124085477,CALIN,-0.906279047,no_call
SAT,5107202,,,0.155324004,CALIN,-0.808761424,no_call
SAT,5107203,,,0.183760855,CALIN,-0.735746996,no_call
SAT,5129216,,,0.077165876,CALIN,-1.112574711,no_call
SAT,5168586,,,0.150520749,CALIN,-0.822403629,no_call
SAT,5168587,,,3.467276838,CALIN,0.539988518,no_call
SAT,5198638,,,0.025541224,CALIN,-1.592758302,no_call
SAT,5207896,,,2.046001522,CALIN,0.310905952,no_call
SAT,5275066,,,0.550731318,CALIN,-0.259060226,no_call
SAT,5289021,"PAS domain (PAS) (PDB:2MWG)!!!Extracytoplasmic sensor domain CHASE1 (specificity unknown) (CHASE1) (PDB:3T4J)!!!Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain",Signal transduction mechanisms!!!Signal transduction mechanisms!!!Signal transduction mechanisms,0.062528285,complete,-1.20392348,non_defense
SAT,5313426,,,0.609394866,CALIN,-0.215101209,no_call
SAT,5316372,"mRNA-degrading endonuclease RelE, toxin component of the RelBE toxin-antitoxin system (RelE) (PDB:1WMI)",Defense mechanisms,0.08945828,CALIN,-1.048379458,defense
SAT,5316373,,,0.365967079,CALIN,-0.43655798,no_call
SAT,5327067,,,0.277014069,CALIN,-0.557498174,no_call
SAT,6544241,,,2.522562717,CALIN,0.401841973,no_call
SAT,6550399,,,3.060477795,complete,0.485789233,no_call
SAT,6550400,,,0.66953269,complete,-0.174228214,no_call
SAT,6550403,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.908517443,complete,-0.04166673,non_defense
SAT,6559024,,,0.832414567,CALIN,-0.079660328,no_call
SAT,6559027,,,0.386024435,CALIN,-0.413385204,no_call
SAT,6612724,"Zn-binding Pro-Ala-Ala-Arg (PAAR) domain, involved in Type VI secretion (PAAR) (PDB:4JIV)","Intracellular trafficking, secretion, and vesicular transport",0.106894076,CALIN,-0.971046363,non_defense
SAT,6614393,,,0.192887833,CALIN,-0.714695166,no_call
SAT,6616509,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.59099228,complete,-0.228418193,non_defense
SAT,6616951,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",inf,complete,inf,non_defense
SAT,6619846,Transcription regulator of the Arc/MetJ class (VapB6) (PDB:6A7V),Transcription,0.063076726,CALIN,-1.200130854,non_defense
SAT,6628306,,,0.053448665,CALIN,-1.272063137,no_call
SAT,6652218,"Predicted DNA binding protein, CopG/RHH family",Transcription,1.605880855,CALIN,0.205713321,non_defense
SAT,6660539,,,0.177117411,CALIN,-0.751738746,no_call
SAT,6690789,,,12.75336028,CALIN,1.105624628,no_call
SAT,6690790,,,inf,CALIN,inf,no_call
SAT,6794260,,,3.222684338,complete,0.508217768,no_call
SAT,6804409,,,0.346321968,CALIN,-0.46051996,no_call
SAT,6819007,,,0.132107239,CALIN,-0.879073383,no_call
SAT,6828408,,,0.1829795,CALIN,-0.737597564,no_call
SAT,6845491,,,0.234425828,CALIN,-0.629994541,no_call
SAT,6850807,Transposase InsE and inactivated derivatives (InsE) (PDB:2JN6) (PUBMED:23818957),"Mobilome: prophages, transposons",0.184962453,CALIN,-0.732916424,non_defense
SAT,6857964,,,0.162255889,CALIN,-0.789799532,no_call
SAT,6862004,"Ribonucleotide reductase beta subunit, ferritin-like domain (NrdB) (PDB:1AV8)",Nucleotide transport and metabolism,0.028585123,complete,-1.543859931,non_defense
SAT,6862005,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.262976085,complete,-0.580083745,non_defense
SAT,6862387,Uncharacterized conserved protein (PDB:1X6M),Function unknown,0.236118447,CALIN,-0.626870082,non_defense
SAT,6862388,,,0.599084033,CALIN,-0.222512255,no_call
SAT,6867653,"Uncharacterized conserved protein YecT, DUF1311 family (YecT) (PDB:3GI7)",Function unknown,0.005493299,CALIN,-2.260166797,non_defense
SAT,6867654,,,inf,CALIN,inf,no_call
SAT,6871296,"Ribonuclease/mRNA interferase VapC, contains PIN domain (VapC) (PDB:3TND)",Defense mechanisms,0.157161678,CALIN,-0.803653343,defense
SAT,6871297,Transcription regulator of the Arc/MetJ class (VapB6) (PDB:6A7V),Transcription,0.133202942,CALIN,-0.875486183,non_defense
SAT,6890138,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.134829444,complete,-0.870215257,non_defense
SAT,6907559,"Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain (DegQ) (PDB:2HGA) (PUBMED:29686141)","Posttranslational modification, protein turnover, chaperones",0.004048253,complete,-2.392732328,non_defense
SAT,6907560,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.087676667,complete,-1.057115966,non_defense
SAT,6907561,,,0.073739319,complete,-1.132300875,no_call
SAT,6907562,,,0.82041073,complete,-0.085968668,no_call
SAT,6907562,,,0.82041073,complete,-0.085968668,no_call
SAT,6907563,"Protein N-acetyltransferase, RimJ/RimL family (RimL) (PDB:1S7F)","Translation, ribosomal structure and biogenesis!!!Posttranslational modification, protein turnover, chaperones",0.119234076,complete,-0.92359961,non_defense
SAT,6920279,,,0.183073686,CALIN,-0.737374074,no_call
SAT,6921131,,,0.108297832,CALIN,-0.965380239,no_call
SAT,6934569,,,0.079589451,CALIN,-1.099144491,no_call
SAT,6942571,,,2.828985629,CALIN,0.451630741,no_call
SAT,6949659,Transposase InsO and inactivated derivatives (Tra5)!!!Transposase InsE and inactivated derivatives (InsE) (PDB:2JN6) (PUBMED:23818957),"Mobilome: prophages, transposons!!!Mobilome: prophages, transposons",0.139866334,CALIN,-0.854286809,non_defense
SAT,6949664,"Uncharacterized conserved protein, MAPEG superfamily",Function unknown,0.18107644,CALIN,-0.742138052,non_defense
SAT,6949668,,,0.66421796,CALIN,-0.177689385,no_call
SAT,6949668,,,0.66421796,CALIN,-0.177689385,no_call
SAT,6954412,,,0.140618825,CALIN,-0.851956535,no_call
SAT,6988832,Uncharacterized conserved protein (PDB:1X6M),Function unknown,0.306988937,CALIN,-0.512877275,non_defense
SAT,7010971,,,0.153318999,CALIN,-0.814404026,no_call
SAT,7012405,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.098137572,complete,-1.008164691,non_defense
SAT,7012408,,,0.179040404,complete,-0.747048951,no_call
SAT,7012409,,,0.134923494,complete,-0.869912422,no_call
SAT,7012410,,,0.458231689,complete,-0.338914881,no_call
SAT,7040584,Uncharacterized membrane protein,Function unknown,0.25937724,complete,-0.586068136,non_defense
SAT,7040587,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.232293983,complete,-0.63396204,non_defense
SAT,7099265,,,0.240253101,CALIN,-0.619330999,no_call
SAT,7099266,Amino acid racemase YgeA (RacX) (PDB:5ELL),Cell wall/membrane/envelope biogenesis,0.099173334,CALIN,-1.003605087,non_defense
SAT,7099268,"Phenylpyruvate tautomerase PptA, 4-oxalocrotonate tautomerase family (PptA) (PDB:1BJP)","Secondary metabolites biosynthesis, transport and catabolism",0.358309232,CALIN,-0.445742002,non_defense
SAT,7099269,"Protein N-acetyltransferase, RimJ/RimL family (RimL) (PDB:1S7F)","Translation, ribosomal structure and biogenesis!!!Posttranslational modification, protein turnover, chaperones",1.783558563,CALIN,0.251287374,non_defense
SAT,7476189,Heme-degrading monooxygenase HmoA and related ABM domain proteins (HmoA) (PDB:1IUJ) (PUBMED:21873409),Coenzyme transport and metabolism,0.248444197,CALIN,-0.604771142,non_defense
SAT,7520652,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.099140448,complete,-1.003749122,non_defense
SAT,7528007,Ribosomal protein S18 acetylase RimI and related acetyltransferases (RimI) (PDB:1GHE),"Translation, ribosomal structure and biogenesis",0.835836816,CALIN,-0.077878503,non_defense
SAT,7528008,Predicted dehydrogenase (MviM) (PDB:3UUW),General function prediction only,0.392925461,CALIN,-0.405689829,non_defense
SAT,7528009,,,0.102320869,CALIN,-0.990035781,no_call
SAT,7543250,,,0.011749056,CALIN,-1.929997044,no_call
SAT,7545322,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.097513175,complete,-1.010936704,non_defense
SAT,7545323,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.197479647,complete,-0.704477658,non_defense
SAT,7560174,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.553347637,complete,-0.25700194,non_defense
SAT,7798680,,,0.168614267,CALIN,-0.773105682,no_call
SAT,7798681,"Predicted restriction endonuclease, HNH family (PDB:6GHC)",Defense mechanisms,0.445748027,CALIN,-0.350910571,defense
SAT,7800992,Imidazole glycerol phosphate synthase subunit HisF (HisF) (PDB:1OX4),Amino acid transport and metabolism,0.080087077,complete,-1.096437558,non_defense
SAT,7815344,"Plasmid maintenance system antidote protein VapI, contains XRE-type HTH domain (VapI) (PDB:4MCT)",Defense mechanisms,0.030269738,CALIN,-1.518991338,defense
SAT,7817169,"Predicted DNA binding protein, CopG/RHH family",Transcription,0.080049391,CALIN,-1.096641967,non_defense
SAT,7817171,,,0.381352525,CALIN,-0.418673374,no_call
SAT,7817172,"DNA-binding transcriptional regulator YiaG, XRE-type HTH domain (YiaG) (PDB:5JAA)",Transcription,0.056250663,CALIN,-1.249872358,non_defense
SAT,7817173,,,0.616739108,CALIN,-0.209898512,no_call
SAT,7819730,,,0.309680028,CALIN,-0.509086803,no_call
SAT,7821583,,,2.592665037,complete,0.413746411,no_call
SAT,7821584,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.183354883,complete,-0.73670752,non_defense
SAT,7825730,,,0.236097746,CALIN,-0.626908158,no_call
SAT,7825733,,,0.111516628,CALIN,-0.95266037,no_call
SAT,7890424,,,27.99442446,CALIN,1.447071543,no_call
SAT,7948698,Ribonucleotide reductase alpha subunit (NrdA) (PDB:1R1R)!!!Anaerobic ribonucleoside-triphosphate reductase (NrdD) (PDB:4COI),Nucleotide transport and metabolism!!!Nucleotide transport and metabolism,0.028596252,complete,-1.543690887,non_defense
SAT,7998461,,,10.09147882,CALIN,1.003954813,no_call
SAT,8012521,Plasmid maintenance system killer protein (HigB),Defense mechanisms,0.089986548,CALIN,-1.045822406,defense
SAT,8012522,"Plasmid maintenance system antidote protein VapI, contains XRE-type HTH domain (VapI) (PDB:4MCT)",Defense mechanisms,0.081156607,CALIN,-1.090676116,defense
SAT,8147615,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.37113566,complete,-0.430467315,non_defense
SAT,8201363,,,0.462828875,CALIN,-0.334579554,no_call
SAT,8236480,,,0.38881294,CALIN,-0.41025929,no_call
SAT,8236481,,,7.887710464,CALIN,0.896950961,no_call
SAT,8236768,,,0.399935355,CALIN,-0.398010201,no_call
SP,72504,,,0.075563645,CALIN,-1.121687103,no_call
SP,153624,"Zn-dependent amino- or carboxypeptidase, M28 family (Iap) (PDB:1AMP)","Posttranslational modification, protein turnover, chaperones!!!Amino acid transport and metabolism",0.017116889,CALIN,-1.766575155,non_defense
SP,153625,,,0.098088499,CALIN,-1.008381911,no_call
SP,153626,NAD(P)H-dependent FMN reductase (SsuE) (PDB:6DQI),Energy production and conversion,0.159218929,CALIN,-0.798005301,non_defense
SP,235485,,,0.257677918,CALIN,-0.588922797,no_call
SP,237194,,,0.021837696,CALIN,-1.660793175,no_call
SP,237196,"Succinyl-CoA synthetase, beta subunit (SucC) (PDB:1SCU)",Energy production and conversion,0.03912405,CALIN,-1.407556198,non_defense
SP,248080,,,0.515676931,CALIN,-0.287622296,no_call
SP,248082,,,0.057479302,CALIN,-1.240488515,no_call
SP,363151,"Na+-translocating ferredoxin:NAD+ oxidoreductase  RNF, RnfE subunit (RnfE)",Energy production and conversion,1.560964543,CALIN,0.193393038,non_defense
SP,363152,Endonuclease III (Nth) (PDB:4UOB),"Replication, recombination and repair",0.14607848,CALIN,-0.835413759,non_defense
SP,395104,Na+ or H+-translocating membrane pyrophosphatase (OVP1) (PDB:4A01) (PUBMED:11342551),Energy production and conversion,0.263992433,CALIN,-0.578408521,non_defense
SP,395107,4-hydroxybenzoate polyprenyltransferase (UbiA) (PDB:4OD4) (PUBMED:28830929),Coenzyme transport and metabolism,0.168734734,CALIN,-0.772795508,non_defense
SP,562443,"ABC-type transport system involved in cytochrome c biogenesis, ATPase component (CcmA)","Posttranslational modification, protein turnover, chaperones",0.237614855,CALIN,-0.624126412,non_defense
SP,562448,Cytochrome c biogenesis protein CcmF (CcmF),"Energy production and conversion!!!Posttranslational modification, protein turnover, chaperones",0.166411129,CALIN,-0.778817632,non_defense
SP,562449,Thiol-disulfide isomerase or thioredoxin (TrxA) (PDB:1XFL),"Posttranslational modification, protein turnover, chaperones",0.108419857,CALIN,-0.964891169,non_defense
SP,668943,Thymidylate synthase (ThyA) (PDB:1AN5),Nucleotide transport and metabolism,0.06007059,CALIN,-1.221338101,non_defense
SP,674553,,,0.303922306,complete,-0.517237425,no_call
SP,690817,Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20),Carbohydrate transport and metabolism!!!Amino acid transport and metabolism!!!General function prediction only,0.191427616,CALIN,-0.71799541,non_defense
SP,690818,Sugar lactone lactonase YvrE (YvrE) (PDB:1E1A),Carbohydrate transport and metabolism,0.128278494,CALIN,-0.891846148,non_defense
SP,762419,Apolipoprotein N-acyltransferase (Lnt) (PDB:6NWR),Cell wall/membrane/envelope biogenesis,0.01811444,CALIN,-1.741975088,non_defense
SP,762424,Lipoprotein signal peptidase (LspA) (PDB:5DIR),"Cell wall/membrane/envelope biogenesis!!!Intracellular trafficking, secretion, and vesicular transport",0.053853032,CALIN,-1.268789839,non_defense
SP,769441,,,0.433049242,CALIN,-0.363462717,no_call
SP,862174,4-Hydroxy-3-methylbut-2-enyl diphosphate reductase IspH (IspH) (PDB:3DNF),Lipid transport and metabolism,0.001996098,CALIN,-2.699818055,non_defense
SP,862175,"Peptidyl-prolyl cis-trans isomerase, FKBP type (SlpA) (PDB:2M2A)","Posttranslational modification, protein turnover, chaperones",0.185240402,CALIN,-0.732264285,non_defense
